gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_primates,delta_rodents,delta_bats,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
SLC27A1,650,679,0.24606244266033173,41.316375732421875,0.06310199570894713,0.3934004604816437,8.315570454438965e-13,5.174769878387451,4.668997287750244,319,25.04435157775879,0.20662423968315125,3,3,0.23022402737217912,0.23022402737217912,0.09721696961739956,0.050253627133481915,0.08275343062129764,0.6520066418296032,0.6520066418296032,0.25719844386732205,0.8571257633003639,4537,2.2845950520653235e-12,2807,1.6630585797372532e-12,1.6630585797372532e-12,4.569037594449498e-12,0.06310199570894713,0.06310199570894713,0.3934004604816437,5850,Tier 0: Core Bottleneck Transducer
SLC43A1,683,611,0.29173457622528076,41.02084732055664,0.06812476221869533,0.3479487895965576,8.315570454438965e-13,9.023735046386719,8.803410530090332,139,41.02084732055664,0.21997924149036407,3,3,0.2287570163024002,0.2287570163024002,0.07791602793874096,0.0598078677795907,0.09103312058406855,1.1159180475058676,1.1159180475058676,0.13222860791612484,0.8571257633003639,1608,2.2845950520653235e-12,6475,1.6630585797372532e-12,1.6630585797372532e-12,4.569037594449498e-12,0.06812476221869533,0.06812476221869533,0.3479487895965576,5851,Tier 0: Core Bottleneck Transducer
TTC29,695,483,0.28683292865753174,43.82306671142578,0.05546159574985413,0.30439943075180054,8.315570454438965e-13,6.000607013702393,4.944974899291992,153,36.5252685546875,0.16428646445274353,3,3,0.15912438480023308,0.15912438480023308,0.06941322425979654,0.027287235794506447,0.06242392474593008,0.23996130048003067,0.23996130048003067,0.4051801289487999,0.8618045489697849,7603,2.2845950520653235e-12,9459,1.6630585797372532e-12,1.6630585797372532e-12,4.569037594449498e-12,0.05546159574985413,0.05546159574985413,0.30439943075180054,5852,Tier 0: Core Bottleneck Transducer
AMPD1,698,751,0.24174277484416962,41.679710388183594,0.05490482711640838,0.40798383951187134,8.334999357369889e-13,10.731215476989746,7.086930751800537,31,41.556915283203125,0.2582293450832367,3,3,0.1914661966532502,0.1914661966532502,0.07552835364276939,0.03150470844536763,0.08443313456511319,0.20751500503135764,0.20751500503135764,0.41780383769671,0.8618045489697849,7821,2.2852801319656385e-12,1996,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.05490482711640838,0.05490482711640838,0.40798383951187134,5853,Tier 0: Core Bottleneck Transducer
ARMCX2,554,756,0.3342037498950958,42.62136459350586,0.06233038922059721,0.4079277813434601,8.334999357369889e-13,9.028204917907715,6.727517604827881,80,36.09096908569336,0.2501513659954071,3,3,0.1681624657783201,0.1681624657783201,0.07522866248553038,0.010986936037282626,0.08194686725550711,0.2880050752088724,0.2880050752088724,0.3866714268712144,0.8606411569332284,7273,2.2852801319656385e-12,2019,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.06233038922059721,0.06233038922059721,0.4079277813434601,5854,Tier 0: Core Bottleneck Transducer
CYP11A1,703,534,0.34073397517204285,38.56937789916992,0.06869488559082712,0.3973785638809204,8.334999357369889e-13,6.353750228881836,5.435174942016602,180,15.989161491394043,0.3973785638809204,3,3,0.21608402900866647,0.21608402900866647,0.09823343509894705,0.03648113575148024,0.08136945815823919,1.2251778152687578,1.2251778152687578,0.1102541156188454,0.8571257633003639,1206,2.2852801319656385e-12,2464,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.06869488559082712,0.06869488559082712,0.3973785638809204,5855,Tier 0: Core Bottleneck Transducer
DDX28,656,563,0.30069348216056824,39.70439147949219,0.06996708701293626,0.373964786529541,8.334999357369889e-13,8.299213409423828,6.63380241394043,364,36.68838119506836,0.22620822489261627,3,3,0.22040599680918935,0.22040599680918935,0.12583214407232637,0.032515972636771785,0.062057880100091195,1.1524106112222194,1.1524106112222194,0.12457619130660103,0.8571257633003639,1470,2.2852801319656385e-12,4512,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.06996708701293626,0.06996708701293626,0.373964786529541,5856,Tier 0: Core Bottleneck Transducer
ENTREP3,698,707,0.18273773789405823,41.5345458984375,0.05837760009002537,0.40807175636291504,8.334999357369889e-13,10.258933067321777,8.449851989746094,672,33.88240051269531,0.3027805984020233,3,3,0.21874946486767616,0.21874946486767616,0.07511500044604554,0.04441352127099003,0.09922094315064059,0.4595077443905518,0.4595077443905518,0.32293479600554276,0.8571257633003639,6011,2.2852801319656385e-12,1966,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.05837760009002537,0.05837760009002537,0.40807175636291504,5857,Tier 0: Core Bottleneck Transducer
ERBB4,630,1308,0.1695723980665207,41.32126998901367,0.049683750030554384,0.3250035345554352,8.334999357369889e-13,7.284028053283691,5.629856109619141,1187,26.156208038330078,0.2784818112850189,3,3,0.17975063469859034,0.17975063469859034,0.1104935530124358,0.024633416583104938,0.0446236651030496,-0.3320988952440878,-0.3320988952440878,0.6300927078478211,0.9103400444485873,11208,2.2852801319656385e-12,8071,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.049683750030554384,0.049683750030554384,0.3250035345554352,5858,Tier 0: Core Bottleneck Transducer
HABP2,709,589,0.327462375164032,41.61506271362305,0.06573373550046917,0.36570554971694946,8.334999357369889e-13,6.152642726898193,4.658634185791016,216,32.389068603515625,0.18996046483516693,3,3,0.17849204923745526,0.17849204923745526,0.07488256990880988,0.035543910280971265,0.0680655690476741,1.0288088836328495,1.0288088836328495,0.15178474569417327,0.8571257633003639,2048,2.2852801319656385e-12,5159,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.06573373550046917,0.06573373550046917,0.36570554971694946,5859,Tier 0: Core Bottleneck Transducer
KDM4A,690,1104,0.2160816490650177,43.82765197753906,0.04389155604988231,0.3454654812812805,8.334999357369889e-13,13.840075492858887,9.622676849365234,538,40.06210708618164,0.3454654812812805,3,3,0.13564938203546598,0.13564938203546598,0.06462094943284577,0.017097810674219987,0.053930621928400216,-0.6075458217733797,-0.6075458217733797,0.7282556284282817,0.9447600863346136,12481,2.2852801319656385e-12,6634,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.04389155604988231,0.04389155604988231,0.3454654812812805,5860,Tier 0: Core Bottleneck Transducer
MARVELD2,710,634,0.2617899477481842,40.807106018066406,0.054868141570599015,0.37655946612358093,8.334999357369889e-13,4.247890472412109,3.711977243423462,194,38.435142517089844,0.11052100360393524,3,3,0.19532618132665955,0.19532618132665955,0.06992972791074169,0.05685063576554895,0.0685458176503689,0.2361279989596994,0.2361279989596994,0.40666667405846757,0.8618045489697849,7631,2.2852801319656385e-12,4280,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.054868141570599015,0.054868141570599015,0.37655946612358093,5861,Tier 0: Core Bottleneck Transducer
OTOP2,679,584,0.2631111145019531,41.35356140136719,0.06929167448567247,0.36299335956573486,8.334999357369889e-13,4.936015605926514,4.25116491317749,505,13.598088264465332,0.36299335956573486,3,3,0.2151453144482261,0.2151453144482261,0.10938332526858335,0.030276460365378483,0.07548552881426428,1.1856722772384396,1.1856722772384396,0.11787587335623728,0.8571257633003639,1364,2.2852801319656385e-12,5365,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.06929167448567247,0.06929167448567247,0.36299335956573486,5862,Tier 0: Core Bottleneck Transducer
SMARCAD1,660,1046,0.2113933116197586,41.67084503173828,0.05319209707167518,0.3438727855682373,8.334999357369889e-13,6.349785804748535,4.90059757232666,354,34.828697204589844,0.18231476843357086,3,3,0.19248143375699128,0.19248143375699128,0.08706742354366323,0.0399186428306335,0.06549536738269458,-0.013535493559262509,-0.013535493559262509,0.5053997157864388,0.8765739362232182,9322,2.2852801319656385e-12,6738,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.05319209707167518,0.05319209707167518,0.3438727855682373,5863,Tier 0: Core Bottleneck Transducer
TCHP,705,509,0.2721177935600281,41.96044921875,0.05892893688914768,0.35799843072891235,8.334999357369889e-13,4.841714382171631,4.233155727386475,442,28.224451065063477,0.17154325544834137,3,3,0.2039004182347183,0.2039004182347183,0.09163348623411112,0.02933093698244987,0.08293599501815731,0.5194132183709589,0.5194132183709589,0.3017363077402492,0.8571257633003639,5569,2.2852801319656385e-12,5742,1.6669998714746725e-12,1.6669998714746725e-12,4.570560263933182e-12,0.05892893688914768,0.05892893688914768,0.35799843072891235,5864,Tier 0: Core Bottleneck Transducer
ASIC5,615,512,0.31826165318489075,41.494224548339844,0.06718314861253445,0.32195746898651123,8.354428260300813e-13,9.606913566589355,7.512210845947266,95,41.002235412597656,0.23430219292640686,3,3,0.23121521648522642,0.23121521648522642,0.10688376602161477,0.05302554951082438,0.07130590095278727,0.8157870907108522,0.8157870907108522,0.20731095892643336,0.8571257633003639,3333,2.287508569818246e-12,8269,1.6708301409096293e-12,1.6708301409096293e-12,4.574865145713498e-12,0.06718314861253445,0.06718314861253445,0.32195746898651123,5865,Tier 0: Core Bottleneck Transducer
CALCOCO2,683,489,0.2909840941429138,41.046302795410156,0.06213337650450302,0.30336323380470276,8.354428260300813e-13,6.728466987609863,5.0822930335998535,13,22.17957305908203,0.30336323380470276,3,3,0.22142262581825162,0.22142262581825162,0.08300462570640998,0.07321028295728121,0.06520771715456042,0.6863541270777906,0.6863541270777906,0.24624491214804572,0.8571257633003639,4271,2.287508569818246e-12,9534,1.6708301409096293e-12,1.6708301409096293e-12,4.574865145713498e-12,0.06213337650450302,0.06213337650450302,0.30336323380470276,5866,Tier 0: Core Bottleneck Transducer
CLEC14A,696,528,0.3328733742237091,50.542484283447266,0.06298515574740127,0.3357459008693695,8.354428260300813e-13,8.81357192993164,6.854729175567627,104,27.556459426879883,0.31983688473701477,3,3,0.18048307998736185,0.18048307998736185,0.10472890520214333,0.02645370238644465,0.0493004723987739,0.787676782711763,0.787676782711763,0.2154428946995003,0.8571257633003639,3524,2.287508569818246e-12,7319,1.6708301409096293e-12,1.6708301409096293e-12,4.574865145713498e-12,0.06298515574740127,0.06298515574740127,0.3357459008693695,5867,Tier 0: Core Bottleneck Transducer
CYP2D6,257,509,0.5400723218917847,34.651458740234375,0.09641982107850688,0.4879496395587921,8.354428260300813e-13,5.313991546630859,5.082752704620361,405,24.937223434448242,0.21309475600719452,2,2,0.1953047624355611,0.1953047624355611,0.052208608186153485,,0.1430961542494076,0.5832627972416479,0.5832627972416479,0.2798582013748644,0.8571257633003639,5079,2.287508569818246e-12,104,1.6708301409096293e-12,1.6708301409096293e-12,4.574865145713498e-12,0.09641982107850688,0.09641982107850688,0.4879496395587921,5868,Tier 0: Core Bottleneck Transducer
FBXO7,701,535,0.2751544117927551,41.648319244384766,0.06702581849330445,0.39560335874557495,8.354428260300813e-13,8.120049476623535,6.882072448730469,471,24.656898498535156,0.32932159304618835,3,3,0.2421588669017021,0.2421588669017021,0.12792233269971243,0.059980591975218385,0.0542559422267713,1.0969753894469652,1.0969753894469652,0.1363260752831929,0.8571257633003639,1703,2.287508569818246e-12,2609,1.6708301409096293e-12,1.6708301409096293e-12,4.574865145713498e-12,0.06702581849330445,0.06702581849330445,0.39560335874557495,5869,Tier 0: Core Bottleneck Transducer
GPKOW,679,512,0.3064764440059662,41.98732376098633,0.05945519740904637,0.39085617661476135,8.354428260300813e-13,5.167727947235107,4.275362491607666,90,37.08140563964844,0.13936170935630798,3,3,0.18654941274215764,0.18654941274215764,0.08751496186711266,0.025381356830453956,0.07365309404459101,0.4827097888131154,0.4827097888131154,0.3146509059123983,0.8571257633003639,5828,2.287508569818246e-12,3171,1.6708301409096293e-12,1.6708301409096293e-12,4.574865145713498e-12,0.05945519740904637,0.05945519740904637,0.39085617661476135,5870,Tier 0: Core Bottleneck Transducer
NEK9,708,994,0.17792019248008728,41.78045654296875,0.05416113539005961,0.35757505893707275,8.354428260300813e-13,11.305891036987305,8.43867301940918,970,35.0274772644043,0.3227720558643341,3,3,0.2080697485314516,0.2080697485314516,0.09098613888651126,0.0385019077016776,0.07858170194326275,0.17922293863290817,0.17922293863290817,0.42888132645210103,0.8618045489697849,8051,2.287508569818246e-12,5774,1.6708301409096293e-12,1.6708301409096293e-12,4.574865145713498e-12,0.05416113539005961,0.05416113539005961,0.35757505893707275,5871,Tier 0: Core Bottleneck Transducer
PC,688,1192,0.19874899089336395,41.670570373535156,0.06725576405546864,0.40824225544929504,8.354428260300813e-13,10.950305938720703,7.21518087387085,1080,26.823116302490234,0.4082413911819458,3,3,0.25743750721163633,0.25743750721163633,0.10209693953711622,0.03867404221034938,0.11666652546417072,1.0703664872705934,1.0703664872705934,0.14222718892649322,0.8571257633003639,1829,2.287508569818246e-12,921,1.6708301409096293e-12,1.6708301409096293e-12,4.574865145713498e-12,0.06725576405546864,0.06725576405546864,0.40824225544929504,5872,Tier 0: Core Bottleneck Transducer
ANKRD34B,703,532,0.2639944851398468,45.738502502441406,0.06347234517913358,0.3568613529205322,8.373857163231737e-13,11.836380958557129,9.144217491149902,411,33.24363327026367,0.3560495674610138,3,3,0.2178906923370871,0.2178906923370871,0.061475460266408974,0.09983257010324349,0.05658266196743464,0.8447196375336771,0.8447196375336771,0.19913369627741273,0.8571257633003639,3154,2.2877993764840816e-12,5831,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.06347234517913358,0.06347234517913358,0.3568613529205322,5873,Tier 0: Core Bottleneck Transducer
CDKL2,688,581,0.24758677184581757,44.365440368652344,0.06334953623343659,0.358553946018219,8.373857163231737e-13,7.519186019897461,5.746152400970459,140,41.16960525512695,0.1826392561197281,3,3,0.20650248202451396,0.20650248202451396,0.10437009528646154,0.04909777781482536,0.053034608923227054,0.7891718238278753,0.7891718238278753,0.2150057938355468,0.8571257633003639,3514,2.2877993764840816e-12,5691,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.06334953623343659,0.06334953623343659,0.358553946018219,5874,Tier 0: Core Bottleneck Transducer
EXD2,707,647,0.25390440225601196,41.96426010131836,0.060380830921528225,0.36463263630867004,8.373857163231737e-13,4.519115447998047,3.97933030128479,280,16.647998809814453,0.2714509665966034,3,3,0.20462512594461396,0.20462512594461396,0.08413637207677621,0.044781016736900645,0.07570773713093709,0.631186108793268,0.631186108793268,0.2639594218418295,0.8571257633003639,4700,2.2877993764840816e-12,5239,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.060380830921528225,0.060380830921528225,0.36463263630867004,5875,Tier 0: Core Bottleneck Transducer
IGHM,549,498,0.44303008913993835,41.353065490722656,0.07733126643269646,0.36547181010246277,8.373857163231737e-13,6.007532119750977,5.1736626625061035,140,35.243438720703125,0.17045816779136658,3,3,0.23416682149816392,0.23416682149816392,0.11161572239522016,0.03146409925100347,0.09108699985194028,1.2252672963349667,1.2252672963349667,0.11023726304554093,0.8571257633003639,1204,2.2877993764840816e-12,5177,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.07733126643269646,0.07733126643269646,0.36547181010246277,5876,Tier 0: Core Bottleneck Transducer
LMF1,596,593,0.3475680351257324,40.73381042480469,0.078052553077492,0.3247893452644348,8.373857163231737e-13,7.225692272186279,6.679311752319336,148,36.775569915771484,0.19648076593875885,3,3,0.2561107882324534,0.2561107882324534,0.12010750230140362,0.052636826333545064,0.08336645959750474,1.4720000303171465,1.4720000303171465,0.07051043469448962,0.8571257633003639,517,2.2877993764840816e-12,8085,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.078052553077492,0.078052553077492,0.3247893452644348,5877,Tier 0: Core Bottleneck Transducer
MAK,662,657,0.28166821599006653,41.03044509887695,0.0656971489334901,0.39933186769485474,8.373857163231737e-13,6.281465530395508,5.757184982299805,481,29.81784439086914,0.21066129207611084,3,3,0.22522618647947665,0.22522618647947665,0.09276073917253196,0.04999526119228878,0.08247018611465592,0.8728741486341234,0.8728741486341234,0.19136583913863758,0.8571257633003639,2969,2.2877993764840816e-12,2337,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.0656971489334901,0.0656971489334901,0.39933186769485474,5878,Tier 0: Core Bottleneck Transducer
MIER2,666,571,0.314884215593338,41.881988525390625,0.06446661237825964,0.3218843340873718,8.373857163231737e-13,7.075348854064941,5.753120422363281,536,24.277935028076172,0.2914312481880188,3,3,0.19962891811578928,0.19962891811578928,0.08942300748616214,0.035502571703069946,0.0747033389265572,0.7990742120750374,0.7990742120750374,0.2121236908270131,0.8571257633003639,3443,2.2877993764840816e-12,8274,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.06446661237825964,0.06446661237825964,0.3218843340873718,5879,Tier 0: Core Bottleneck Transducer
MMP12,646,496,0.4042411744594574,41.308197021484375,0.07185323103196589,0.3434182107448578,8.373857163231737e-13,7.849695205688477,6.098167419433594,352,40.75569534301758,0.19260363280773163,3,3,0.21013259797953165,0.21013259797953165,0.11256459430394225,0.03440545888726868,0.06316254478832074,1.2477509118276833,1.2477509118276833,0.10606114520375687,0.8571257633003639,1129,2.2877993764840816e-12,6772,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.07185323103196589,0.07185323103196589,0.3434182107448578,5880,Tier 0: Core Bottleneck Transducer
PIGQ,683,614,0.2692604064941406,32.427547454833984,0.06368137455042336,0.32993897795677185,8.373857163231737e-13,4.764249324798584,4.110626220703125,592,25.22249984741211,0.18888886272907257,3,3,0.21552340761581779,0.21552340761581779,0.12428114706559468,0.03236593208764256,0.05887632846258058,0.7973408238356684,0.7973408238356684,0.21262655851636791,0.8571257633003639,3459,2.2877993764840816e-12,7747,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.06368137455042336,0.06368137455042336,0.32993897795677185,5881,Tier 0: Core Bottleneck Transducer
POLM,628,544,0.3485303223133087,37.60487365722656,0.06349068498196454,0.3805605173110962,8.373857163231737e-13,4.618966579437256,4.23301887512207,427,32.264732360839844,0.14315837621688843,3,3,0.18855343326660529,0.18855343326660529,0.0823069011727241,0.014608804370718213,0.09163772772316299,0.6082491927386493,0.6082491927386493,0.2715111063246235,0.8571257633003639,4886,2.2877993764840816e-12,3956,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.06349068498196454,0.06349068498196454,0.3805605173110962,5882,Tier 0: Core Bottleneck Transducer
RFTN2,711,539,0.27603572607040405,43.231441497802734,0.06858423181176182,0.39740151166915894,8.373857163231737e-13,6.1066365242004395,5.76539945602417,413,35.41862869262695,0.17241312563419342,3,3,0.25235290462698906,0.25235290462698906,0.09516486702650832,0.10463832949588123,0.052549708104599524,1.2442041549031844,1.2442041549031844,0.10671221748821541,0.8571257633003639,1146,2.2877993764840816e-12,2463,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.06858423181176182,0.06858423181176182,0.39740151166915894,5883,Tier 0: Core Bottleneck Transducer
SLC5A12,699,664,0.26208528876304626,43.09762954711914,0.05683632453478051,0.3276485204696655,8.373857163231737e-13,6.51044225692749,4.599133014678955,376,28.750831604003906,0.22644361853599548,3,3,0.18333701026810745,0.18333701026810745,0.07370644008504317,0.0426828768201218,0.0669476933629425,0.3503964410429489,0.3503964410429489,0.3630205984739081,0.8571257633003639,6854,2.2877993764840816e-12,7899,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.05683632453478051,0.05683632453478051,0.3276485204696655,5884,Tier 0: Core Bottleneck Transducer
TRIM17,614,518,0.3558119833469391,36.5977783203125,0.07622737389427824,0.3233087360858917,8.373857163231737e-13,3.3974192142486572,3.1514806747436523,358,15.909524917602539,0.2135462462902069,3,3,0.22949382087497777,0.22949382087497777,0.11693361517552164,0.03597675832177534,0.07658344737768079,1.4238090370935923,1.4238090370935923,0.07725087947965754,0.8571257633003639,613,2.2877993764840816e-12,8184,1.6747714326470486e-12,1.6747714326470486e-12,4.575598752970079e-12,0.07622737389427824,0.07622737389427824,0.3233087360858917,5885,Tier 0: Core Bottleneck Transducer
NTNG2,647,671,0.23809485137462616,41.928993225097656,0.05852385756310941,0.3045186996459961,8.375522497768673e-13,7.620993137359619,5.896419525146484,467,25.026355743408203,0.3045186996459961,2,2,0.13755804756771303,0.13755804756771303,0.10739364856344005,0.03016439900427299,,0.3238825030043161,0.3238825030043161,0.37301349558597474,0.8584508106652206,7032,2.2878683503098533e-12,9450,1.6751044995544362e-12,1.6751044995544362e-12,4.5757367006216236e-12,0.05852385756310941,0.05852385756310941,0.3045186996459961,5886,Tier 0: Core Bottleneck Transducer
KCNH2,625,1200,0.21382394433021545,36.8740119934082,0.05116118362867765,0.4082464575767517,8.393286066162661e-13,7.307041645050049,6.342864513397217,140,26.883068084716797,0.27180832624435425,3,3,0.16066792951132314,0.16066792951132314,0.06481942606011841,0.0315985753004882,0.06424992815071652,-0.24331153721114848,-0.24331153721114848,0.5961179662474654,0.8980312798814036,10749,2.289815625015812e-12,747,1.6786017020820054e-12,1.6786017020820054e-12,4.579480505094449e-12,0.05116118362867765,0.05116118362867765,0.4082464575767517,5887,Tier 0: Core Bottleneck Transducer
SLC8A3,722,928,0.1824624091386795,41.82283401489258,0.051760581894508176,0.36246857047080994,8.393286066162661e-13,14.07288646697998,9.627646446228027,151,41.333763122558594,0.34046950936317444,3,3,0.20229712483089823,0.20229712483089823,0.06997369607373552,0.050673135307143534,0.08165029345001917,0.03744728340415395,0.03744728340415395,0.48506418619167607,0.871945952743756,9008,2.289815625015812e-12,5407,1.6786017020820054e-12,1.6786017020820054e-12,4.579480505094449e-12,0.051760581894508176,0.051760581894508176,0.36246857047080994,5888,Tier 0: Core Bottleneck Transducer
SQLE,712,621,0.2700668275356293,41.48371124267578,0.06439671519493054,0.3451301157474518,8.393286066162661e-13,9.437270164489746,8.218012809753418,266,35.76395797729492,0.2638765573501587,3,3,0.22422292844831554,0.22422292844831554,0.08718814207422937,0.04132568234017024,0.09570910403391591,0.940370423119138,0.940370423119138,0.17351379398192318,0.8571257633003639,2537,2.289815625015812e-12,6653,1.6786017020820054e-12,1.6786017020820054e-12,4.579480505094449e-12,0.06439671519493054,0.06439671519493054,0.3451301157474518,5889,Tier 0: Core Bottleneck Transducer
TCTE1,712,604,0.28473198413848877,40.81373596191406,0.06658118150877103,0.3263913094997406,8.393286066162661e-13,5.879743576049805,4.753125190734863,144,24.229717254638672,0.24266661703586578,3,3,0.2298875434110458,0.2298875434110458,0.10396129718170989,0.048887627930441845,0.07703861829889408,1.1006306845258247,1.1006306845258247,0.1355287126069365,0.8571257633003639,1681,2.289815625015812e-12,7982,1.6786017020820054e-12,1.6786017020820054e-12,4.579480505094449e-12,0.06658118150877103,0.06658118150877103,0.3263913094997406,5890,Tier 0: Core Bottleneck Transducer
TNRC6B,674,1043,0.15575332939624786,41.81045150756836,0.04666573627144322,0.36187151074409485,8.393286066162661e-13,6.105574131011963,4.246053218841553,238,30.022512435913086,0.20336653292179108,3,3,0.1814790011967553,0.1814790011967553,0.08296223538088611,0.019781610092735383,0.07873515572313383,-0.4421398063596027,-0.4421398063596027,0.6708059795981425,0.9256814675627781,11734,2.289815625015812e-12,5449,1.6786017020820054e-12,1.6786017020820054e-12,4.579480505094449e-12,0.04666573627144322,0.04666573627144322,0.36187151074409485,5891,Tier 0: Core Bottleneck Transducer
BCO2,541,568,0.3153707683086395,42.040016174316406,0.06934854480171818,0.387288361787796,8.412714969093585e-13,9.343873977661133,8.116353988647461,410,40.686363220214844,0.2296561598777771,3,3,0.2122106442708324,0.2122106442708324,0.13910044398614374,0.006834107959989367,0.06627609232469928,0.6871447330320186,0.6871447330320186,0.24599576373747362,0.8571257633003639,4268,2.289815625015812e-12,3436,1.682598504970656e-12,1.682598504970656e-12,4.579480505094449e-12,0.06934854480171818,0.06934854480171818,0.387288361787796,5892,Tier 0: Core Bottleneck Transducer
CYP1B1,696,581,0.2948537766933441,41.44386291503906,0.06222006954256541,0.40819549560546875,8.412714969093585e-13,3.842923879623413,3.6916933059692383,428,14.657676696777344,0.2621782422065735,3,3,0.19209973648757167,0.19209973648757167,0.09636337738212113,0.025484253740100597,0.07025210536534995,0.7322482532830046,0.7322482532830046,0.23200852860837157,0.8571257633003639,3939,2.289815625015812e-12,1883,1.682598504970656e-12,1.682598504970656e-12,4.579480505094449e-12,0.06222006954256541,0.06222006954256541,0.40819549560546875,5893,Tier 0: Core Bottleneck Transducer
DPY19L3,696,741,0.26905688643455505,41.596778869628906,0.06219216483341188,0.3830644488334656,8.412714969093585e-13,7.64456844329834,5.9228835105896,430,23.96179962158203,0.3190314769744873,3,3,0.18129686158175226,0.18129686158175226,0.09740320751400275,0.009366044232581318,0.0745276098351682,0.7302266288141002,0.7302266288141002,0.2326258340531655,0.8571257633003639,3948,2.289815625015812e-12,3754,1.682598504970656e-12,1.682598504970656e-12,4.579480505094449e-12,0.06219216483341188,0.06219216483341188,0.3830644488334656,5894,Tier 0: Core Bottleneck Transducer
MDGA1,681,1008,0.1656428724527359,41.57602310180664,0.04413658731556914,0.36464324593544006,8.412714969093585e-13,4.241054534912109,3.2146379947662354,950,32.114707946777344,0.13205957412719727,3,3,0.16577533227690816,0.16577533227690816,0.07217269448246486,0.024993725320154855,0.06860891247428844,-0.6079940861675002,-0.6079940861675002,0.7284043019134744,0.9448134300612696,12484,2.289815625015812e-12,5237,1.682598504970656e-12,1.682598504970656e-12,4.579480505094449e-12,0.04413658731556914,0.04413658731556914,0.36464324593544006,5895,Tier 0: Core Bottleneck Transducer
MYBL1,703,764,0.19432413578033447,41.596431732177734,0.06570671955971272,0.37892693281173706,8.412714969093585e-13,7.822902679443359,7.419278621673584,675,38.324241638183594,0.20412413775920868,3,3,0.22374423562320067,0.22374423562320067,0.1251999387004182,0.03988378327001446,0.058660513652768004,1.007492146351359,1.007492146351359,0.15684916496861828,0.8571257633003639,2155,2.289815625015812e-12,4085,1.682598504970656e-12,1.682598504970656e-12,4.579480505094449e-12,0.06570671955971272,0.06570671955971272,0.37892693281173706,5896,Tier 0: Core Bottleneck Transducer
NAF1,658,570,0.3045899569988251,41.41194534301758,0.06164874082946298,0.30529722571372986,8.412714969093585e-13,10.87354564666748,8.224350929260254,189,38.789852142333984,0.28031933307647705,3,3,0.19541756695445545,0.19541756695445545,0.11392452777759024,0.0180617225860228,0.0634313165908424,0.5752846850097075,0.5752846850097075,0.2825493887298083,0.8571257633003639,5133,2.289815625015812e-12,9406,1.682598504970656e-12,1.682598504970656e-12,4.579480505094449e-12,0.06164874082946298,0.06164874082946298,0.30529722571372986,5897,Tier 0: Core Bottleneck Transducer
P3H2,669,759,0.22427955269813538,41.20996856689453,0.05609675960228788,0.3215622901916504,8.412714969093585e-13,6.363070487976074,5.0309038162231445,513,34.488548278808594,0.18449807167053223,3,3,0.19623698006118606,0.19623698006118606,0.09927458347689937,0.03439070769096254,0.06257168889332414,0.21546860711353277,0.21546860711353277,0.4147009925650179,0.8618045489697849,7773,2.289815625015812e-12,8294,1.682598504970656e-12,1.682598504970656e-12,4.579480505094449e-12,0.05609675960228788,0.05609675960228788,0.3215622901916504,5898,Tier 0: Core Bottleneck Transducer
