gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,tier,z_track_b,p_track_b,q_track_b,p_combined
C6orf62,726,235,36.869361877441406,0.026885556,0.36992909792422896,0.3557176599950762,0.851291589607673,6715,0,4,0.0025729625,6199,6715,0.027153313,0.0029553724,0.03237914,-0.0029699272,0.00060003623,Background,0.36992909792422896,0.3557176599950762,0.851291589607673,0.3557176599950762
FAM168A,708,244,41.49043655395508,0.026782164,0.36988295769546187,0.3557348500573636,0.851291589607673,6716,0,4,0.0027059927,5141,6716,0.020284649,0.038654823,0.0030304268,-0.0029791151,0.00089595653,Background,0.36988295769546187,0.3557348500573636,0.851291589607673,0.3557348500573636
GRIK1,661,943,41.399017333984375,0.026493413,0.3697814884371642,0.35577265460519947,0.851291589607673,6717,0,4,0.0027532596,4782,6717,0.014221875,0.027204715,0.018795488,-0.001486206,0.0005052015,Background,0.3697814884371642,0.35577265460519947,0.851291589607673,0.35577265460519947
PAIP2B,725,128,41.77425384521485,0.026866509,0.36949824913977036,0.3558781889836355,0.851291589607673,6718,0,4,0.0027586014,4747,6718,0.028447388,0.0016398423,0.031364024,-0.0030870708,0.0017111673,Background,0.36949824913977036,0.3558781889836355,0.851291589607673,0.3558781889836355
NR1D1,698,638,39.60952377319336,0.02671144,0.36948772376543754,0.3558821109293181,0.851291589607673,6719,0,4,0.0021681075,9760,6719,0.055890802,0.0023041875,0.0034658397,-0.0022445493,0.00031231344,Background,0.36948772376543754,0.3558821109293181,0.851291589607673,0.3558821109293181
GAS8,691,493,32.5654296875,0.026658198,0.369116225556999,0.35602054767746394,0.851291589607673,6720,1,5,0.0043776026,1316,6720,0.017243303,0.002231248,0.004798387,0.034604523,0.00073209027,Background,0.369116225556999,0.35602054767746394,0.851291589607673,0.35602054767746394
TRMT61A,705,294,41.33642578125,0.026737649,0.36901663432747484,0.3560576630246668,0.851291589607673,6721,0,4,0.0028992489,3927,6721,0.021605773,0.036334682,0.004984714,-0.004193583,0.0010556206,Background,0.36901663432747484,0.3560576630246668,0.851291589607673,0.3560576630246668
OVGP1,467,961,41.9375114440918,0.02485931,0.36886113409934407,0.3561156170896943,0.851291589607673,6722,0,4,0.0018124423,12438,6722,0.036988642,0.00046407338,0.019258898,-0.001124505,1.8634203e-09,Background,0.36886113409934407,0.3561156170896943,0.851291589607673,0.3561156170896943
RORC,695,552,42.32185363769531,0.026671099,0.3687671387549511,0.3561506502407482,0.851291589607673,6723,0,4,0.0025507289,6395,6723,0.053423975,0.0021768324,0.003113396,-0.0006802366,0.0016044192,Background,0.3687671387549511,0.3561506502407482,0.851291589607673,0.3561506502407482
ECM2,694,756,42.505619049072266,0.026662616,0.36868613242436127,0.35618084321050314,0.851291589607673,6724,0,4,0.0027032574,5159,6724,0.052018683,0.0031705122,0.003592326,-0.000841429,0.0016793422,Background,0.36868613242436127,0.35618084321050314,0.851291589607673,0.35618084321050314
CLEC4C,211,197,38.86258316040039,0.019943025,0.36865613872821906,0.3561920227971518,0.851291589607673,6725,0,2,0.0012434372,16216,6725,2.7906761e-09,0.0,0.046359602,-0.0017084824,-5.7153382e-05,Background,0.36865613872821906,0.3561920227971518,0.851291589607673,0.3561920227971518
B3GALT4,695,391,41.86676025390625,0.026665645,0.3685931899008704,0.3562154861916811,0.851291589607673,6726,0,4,0.0024047273,7747,6726,0.018252365,0.0022308487,0.041042887,-0.0023408416,0.00044093278,Background,0.3685931899008704,0.3562154861916811,0.851291589607673,0.3562154861916811
LDB1,725,375,27.55014991760254,0.026832044,0.3683969288211534,0.356288643568922,0.851291589607673,6727,0,3,0.002071855,10375,6727,0.053827222,0.0030627367,0.0057151136,-0.0020880643,-0.0005187206,Background,0.3683969288211534,0.356288643568922,0.851291589607673,0.356288643568922
CACNB1,696,621,41.2420654296875,0.026664946,0.3683817359505775,0.35629430701408693,0.851291589607673,6728,0,4,0.002481094,7005,6728,0.034876406,0.0018479073,0.023645483,-0.0014239782,0.0006788205,Background,0.3683817359505775,0.35629430701408693,0.851291589607673,0.35629430701408693
LIPE,647,1166,41.56840133666992,0.026353259,0.3682196993692692,0.3563547113492641,0.851291589607673,6729,0,4,0.0020259568,10684,6729,0.054278232,0.0017958307,0.0030341628,-0.0003649299,0.00018438324,Background,0.3682196993692692,0.3563547113492641,0.851291589607673,0.3563547113492641
KCTD5,686,237,30.0273494720459,0.026597524,0.36814170616326863,0.35638378710445534,0.851291589607673,6730,1,5,0.003690414,1921,6730,0.0005344888,0.002519493,0.020978384,0.033539563,0.0019019544,Background,0.36814170616326863,0.35638378710445534,0.851291589607673,0.35638378710445534
GPR143,564,424,41.52654647827149,0.02573985,0.36804334987987164,0.3564204553758976,0.851291589607673,6731,0,2,0.001637502,13984,6731,-0.007167097,0.0,0.02477552,0.067329295,-0.027381651,Background,0.36804334987987164,0.3564204553758976,0.851291589607673,0.3564204553758976
FASLG,694,323,41.67803955078125,0.026641887,0.36802504900463273,0.3564272782838487,0.851291589607673,6732,0,4,0.0031945952,2876,6732,0.03541837,0.004249129,0.020214826,-0.0026421333,0.0023328848,Background,0.36802504900463273,0.3564272782838487,0.851291589607673,0.3564272782838487
BST1,645,307,41.124366760253906,0.0263335,0.3680128776134545,0.3564318160311541,0.851291589607673,6733,0,3,0.002126121,10019,6733,0.012241504,-0.0005133592,0.046511672,-0.0022758408,0.0029195193,Background,0.3680128776134545,0.3564318160311541,0.851291589607673,0.3564318160311541
CIB4,671,197,42.01885223388672,0.026493518,0.3677703332087506,0.3565222458578048,0.851291589607673,6734,0,4,0.0029684333,3636,6734,0.016248774,0.0013615263,0.0046219076,-0.0018559936,0.038865093,Background,0.3677703332087506,0.3565222458578048,0.851291589607673,0.3565222458578048
KLK12,652,258,41.3665771484375,0.026371373,0.3677507064627061,0.3565295638119236,0.851291589607673,6735,0,4,0.003173828,2931,6735,0.017646918,0.0029454166,0.003146382,-0.00063837226,0.03586784,Background,0.3677507064627061,0.3565295638119236,0.851291589607673,0.3565295638119236
TWIST2,695,168,29.18039321899414,0.02663453,0.3676008139209069,0.3565854539186596,0.851291589607673,6736,0,4,0.0025112713,6750,6736,0.035872407,0.0018010639,0.022439167,-0.0013283473,0.00077231973,Background,0.3676008139209069,0.3565854539186596,0.851291589607673,0.3565854539186596
RGS22,656,1325,41.99542236328125,0.026392136,0.36758338762731707,0.35659195182278053,0.851291589607673,6737,0,4,0.002809109,4418,6737,0.017310822,0.02634327,0.016882055,-0.0021017669,0.00058023445,Background,0.36758338762731707,0.35659195182278053,0.851291589607673,0.35659195182278053
TRAPPC12,648,785,41.213645935058594,0.026329968,0.3672693576132103,0.3567090542456815,0.851291589607673,6738,0,3,0.0018026795,12515,6738,0.042129382,0.0,0.017390091,-0.0010804827,0.00043660402,Background,0.3672693576132103,0.3567090542456815,0.851291589607673,0.3567090542456815
SIVA1,699,186,32.96882247924805,0.026638366,0.36696858617187084,0.3568212251835756,0.851291589607673,6739,0,4,0.0031450936,3010,6739,0.002558438,0.033703845,0.023630248,-0.0035054865,0.003178157,Background,0.36696858617187084,0.3568212251835756,0.851291589607673,0.3568212251835756
KIAA1586,246,764,43.09098815917969,0.020991353,0.36691605769213537,0.35684081664101985,0.851291589607673,6740,0,3,0.0012435723,16211,6740,0.04736327,0.0,9.313226e-10,-0.00042518228,9.00381e-10,Background,0.36691605769213537,0.35684081664101985,0.851291589607673,0.35684081664101985
SRSF7,699,288,37.54754638671875,0.02662982,0.36669595040316305,0.3569229137865272,0.851291589607673,6741,0,4,0.002662468,5441,6741,0.035318445,0.0023823087,0.02175761,-0.0008698981,0.0009576166,Background,0.36669595040316305,0.3569229137865272,0.851291589607673,0.3569229137865272
MCOLN1,676,591,37.15534973144531,0.026488652,0.36662385923585217,0.35694980429163703,0.851291589607673,6742,0,4,0.0027105145,5105,6742,0.027653068,0.028862562,0.0032599298,-0.0013917265,0.00084660016,Background,0.36662385923585217,0.35694980429163703,0.851291589607673,0.35694980429163703
UBL4A,692,164,31.34818649291992,0.026579596,0.36641908542863266,0.3570261902173658,0.851291589607673,6743,1,5,0.004231436,1491,6743,0.017283216,0.0021048605,0.0026285131,0.036427338,0.0009898599,Background,0.36641908542863266,0.3570261902173658,0.851291589607673,0.3570261902173658
CAB39,726,341,41.2223014831543,0.026773911,0.3663612904075485,0.35704775029212066,0.851291589607673,6744,0,4,0.0025695222,6227,6744,0.02475286,0.0028901652,0.03422193,-0.0026053982,0.0006087348,Background,0.3663612904075485,0.35704775029212066,0.851291589607673,0.35704775029212066
IGFL3,175,106,39.27654647827149,0.01839416,0.36630491473846116,0.35706878132623765,0.851291589607673,6745,0,4,0.0012426284,16246,6745,4.6537103e-09,0.0411306,9.313226e-10,0.0,9.315709e-10,Background,0.36630491473846116,0.35706878132623765,0.851291589607673,0.35706878132623765
LGALS12,681,345,40.96247863769531,0.026509361,0.3663024735288151,0.3570696920332374,0.851291589607673,6746,1,5,0.0030587602,3271,6746,0.01670106,0.0021229684,0.039206132,0.0005769278,0.0006696413,Background,0.3663024735288151,0.3570696920332374,0.851291589607673,0.3570696920332374
FGD1,653,1059,42.16709518432617,0.0263267,0.36612240646539507,0.35713686930994265,0.851291589607673,6747,0,4,0.0030335025,3352,6747,0.00462527,0.0015649884,0.017539762,-0.0013328125,0.036471076,Background,0.36612240646539507,0.35713686930994265,0.851291589607673,0.35713686930994265
ESYT1,692,1135,41.67303466796875,0.02656408,0.36592431873708786,0.35721077463767925,0.851291589607673,6748,0,4,0.0026372757,5660,6748,0.035890587,0.0022272626,0.021768315,-0.0014287839,0.000941718,Background,0.36592431873708786,0.35721077463767925,0.851291589607673,0.35721077463767925
ELP2,689,870,42.9002799987793,0.026543904,0.36585500206730187,0.35723663753142015,0.851291589607673,6749,0,4,0.003015504,3429,6749,0.033765003,0.002404449,0.022230841,-0.0014644908,0.0024181753,Background,0.36585500206730187,0.35723663753142015,0.851291589607673,0.35723663753142015
PITPNM1,690,1291,40.29985809326172,0.026546553,0.36574772175355474,0.35727666641614864,0.851291589607673,6750,0,4,0.002523715,6650,6750,0.05186224,0.004087159,0.004235181,-0.001564715,0.00074003637,Background,0.36574772175355474,0.35727666641614864,0.851291589607673,0.35727666641614864
BRD8,698,1307,41.547794342041016,0.026590496,0.36562960151625096,0.3573207417557594,0.851291589607673,6751,0,4,0.002671868,5377,6751,0.0358288,0.0027458705,0.021528807,-0.0015220148,0.00087670423,Background,0.36562960151625096,0.3573207417557594,0.851291589607673,0.3573207417557594
NUCKS1,697,267,41.39400100708008,0.026583655,0.3655999388309986,0.3573318103777081,0.851291589607673,6752,0,4,0.002552666,6379,6752,0.053554535,0.002514353,0.0036123171,-0.0015159976,0.0012776554,Background,0.3655999388309986,0.3573318103777081,0.851291589607673,0.3573318103777081
DYDC1,707,145,25.59136962890625,0.026641537,0.3655787530313415,0.3573397159258672,0.851291589607673,6753,0,3,0.001937163,11349,6753,-0.00013429765,0.037601244,0.024023263,0.0009408975,-0.0028588185,Background,0.3655787530313415,0.3573397159258672,0.851291589607673,0.3573397159258672
MANSC1,696,512,41.933692932128906,0.026569143,0.3653260127414008,0.35743403148592384,0.851291589607673,6754,0,4,0.0032116086,2832,6754,0.03579026,0.0031041913,0.021798192,-0.004411829,0.0031295922,Background,0.3653260127414008,0.35743403148592384,0.851291589607673,0.35743403148592384
PIM1,696,315,36.53572082519531,0.02656823,0.36529689178182784,0.35744489916773275,0.851291589607673,6755,0,4,0.0023603924,8377,6755,0.036649633,0.001946639,0.02295177,-0.002546905,0.00040723936,Background,0.36529689178182784,0.35744489916773275,0.851291589607673,0.35744489916773275
FERD3L,727,202,29.696277618408203,0.0267435,0.36521172731338125,0.35747668244950315,0.851291589607673,6756,0,4,0.0028555547,4158,6756,0.025888722,0.0028066419,0.031822428,-0.0020949738,0.0013774578,Background,0.36521172731338125,0.35747668244950315,0.851291589607673,0.35747668244950315
ACMSD,693,346,39.003787994384766,0.026544264,0.3651018662887079,0.35751768391780037,0.851291589607673,6757,0,4,0.0024985184,6846,6757,0.035795487,0.0021457186,0.02172197,-0.0009420882,0.00063370354,Background,0.3651018662887079,0.35751768391780037,0.851291589607673,0.35751768391780037
RAD51B,701,351,42.03416442871094,0.02658826,0.36499488084625165,0.35755761376451656,0.851291589607673,6758,0,3,0.0020928334,10242,6758,0.03798662,0.002115645,0.022532053,-0.0031729792,-8.18823e-06,Background,0.36499488084625165,0.35755761376451656,0.851291589607673,0.35755761376451656
RUNDC1,681,629,41.961952209472656,0.026461933,0.3647912233133781,0.35763362854628233,0.851291589607673,6759,0,4,0.002437739,7384,6759,0.027590334,0.029035518,0.0034225322,-0.0011992436,0.00032153536,Background,0.3647912233133781,0.35763362854628233,0.851291589607673,0.35763362854628233
QPCTL,705,390,41.16071701049805,0.026602717,0.36471034306173367,0.3576638185113211,0.851291589607673,6760,0,4,0.001903158,11616,6760,0.058203414,0.0016866096,0.0022738813,-0.0027506202,7.220541e-05,Background,0.36471034306173367,0.3576638185113211,0.851291589607673,0.3576638185113211
ODF1,694,263,41.906288146972656,0.02653763,0.3647001141746537,0.35766763668532586,0.851291589607673,6761,0,4,0.0027502559,4813,6761,0.017986745,0.0020321975,0.039342273,-0.001455761,0.0014344957,Background,0.3647001141746537,0.35766763668532586,0.851291589607673,0.35766763668532586
H1-7,438,301,36.91581726074219,0.02439088,0.3644828841633743,0.3577487262869717,0.851291589607673,6762,0,2,0.0016278839,14185,6762,0.0174984,0.0,-0.019029586,0.056426305,-0.0003554505,Background,0.3644828841633743,0.3577487262869717,0.851291589607673,0.3577487262869717
C12orf54,527,144,40.64420318603515,0.0253031,0.3642494250504358,0.357835881193841,0.851291589607673,6763,0,4,0.002352525,8451,6763,0.038135596,-0.019753203,0.017964505,0.020232555,3.7361123e-09,Background,0.3642494250504358,0.357835881193841,0.851291589607673,0.357835881193841
NIPAL3,703,412,41.41387939453125,0.026573371,0.3641460558849966,0.3578744733165345,0.851291589607673,6764,0,4,0.0030511124,3295,6764,0.018666985,0.036104746,0.00494532,-0.0018433407,0.0015461501,Background,0.3641460558849966,0.3578744733165345,0.851291589607673,0.3578744733165345
GRIK3,665,922,41.53288269042969,0.026341684,0.3641411847924544,0.35787629193919007,0.851291589607673,6765,0,4,0.0027142444,5070,6765,0.013910022,0.02725404,0.018550316,-0.0012649652,0.00045238808,Background,0.3641411847924544,0.35787629193919007,0.851291589607673,0.35787629193919007
KDM8,696,457,39.05657577514648,0.026530748,0.36410136954007793,0.35789115708668817,0.851291589607673,6766,0,4,0.0026095863,5893,6766,0.035640445,0.002185104,0.02240659,-0.0017871605,0.00087957265,Background,0.36410136954007793,0.35789115708668817,0.851291589607673,0.35789115708668817
ANKRD61,663,444,41.63169860839844,0.026327178,0.3640848103863344,0.35789733956135544,0.851291589607673,6767,0,4,0.0026387824,5647,6767,0.041877933,0.0016338814,0.01706836,-0.0030018785,0.0012910655,Background,0.3640848103863344,0.35789733956135544,0.851291589607673,0.35789733956135544
B3GNT7,698,404,40.03790283203125,0.026541892,0.36407913044038553,0.35789946021707564,0.851291589607673,6768,0,4,0.0021040293,10165,6768,0.055408366,0.0022081416,0.0041111503,-0.0025528418,0.00017466389,Background,0.36407913044038553,0.35789946021707564,0.851291589607673,0.35789946021707564
FAM8A1,654,480,41.44120788574219,0.026268743,0.3640718611912123,0.3579021742589553,0.851291589607673,6769,0,3,0.0020818384,10313,6769,0.027583491,0.0019732923,0.03188318,-0.0016389014,-0.0010623634,Background,0.3640718611912123,0.3579021742589553,0.851291589607673,0.3579021742589553
SEC22C,716,304,42.06803894042969,0.02663843,0.3638303248679954,0.3579923581783636,0.851291589607673,6770,0,4,0.0028644372,4115,6770,0.04371182,0.005034547,0.010220431,-0.00053664856,0.0011351891,Background,0.3638303248679954,0.3579923581783636,0.851291589607673,0.3579923581783636
SNAP29,699,267,38.627166748046875,0.026531924,0.3635728575862413,0.3580884990656519,0.851291589607673,6771,0,4,0.0021912635,9604,6771,0.037869908,0.0010804171,0.024350915,-0.0043328498,0.0003588013,Background,0.3635728575862413,0.3580884990656519,0.851291589607673,0.3580884990656519
KRT25,653,457,41.439205169677734,0.026239399,0.36334606079091014,0.35817319473893583,0.851291589607673,6772,0,4,0.002177313,9692,6772,0.055840604,0.0016941053,0.0022570319,-0.0017836485,0.000664983,Background,0.36334606079091014,0.35817319473893583,0.851291589607673,0.35817319473893583
MSANTD5,273,274,37.19807434082031,0.021570498,0.3631337100495661,0.3582525019616898,0.851291589607673,6773,0,3,0.0016080566,14473,6773,0.009828918,0.0,0.057823293,-0.019419126,1.8243291e-09,Background,0.3631337100495661,0.3582525019616898,0.851291589607673,0.3582525019616898
NAXE,694,293,41.82421112060547,0.026488418,0.36313065895483226,0.358253641507112,0.851291589607673,6774,0,4,0.0023118518,8821,6774,0.035942256,0.0019138068,0.02304019,-0.0019980678,0.0003317203,Background,0.36313065895483226,0.358253641507112,0.851291589607673,0.358253641507112
TRIM38,543,516,43.32780456542969,0.025398362,0.36281180766311677,0.3583727354036999,0.851291589607673,6775,0,4,0.0016865213,13435,6775,0.019953202,0.038480982,7.450581e-09,-0.0017632581,0.00012153388,Background,0.36281180766311677,0.3583727354036999,0.851291589607673,0.3583727354036999
PIM3,647,327,37.92643356323242,0.02617733,0.36262723396101426,0.3584416816797447,0.851291589607673,6776,1,5,0.0042576655,1469,6776,0.012677956,0.0014620584,0.016705468,0.027030226,0.0006585884,Background,0.36262723396101426,0.3584416816797447,0.851291589607673,0.3584416816797447
SNRNP70,697,480,39.36823272705078,0.026486993,0.3625166153760493,0.3584830047265646,0.851291589607673,6777,0,4,0.0028750743,4053,6777,0.034697495,0.0034831462,0.021917451,-0.002121714,0.0012503266,Background,0.3625166153760493,0.3584830047265646,0.851291589607673,0.3584830047265646
GPANK1,701,386,38.3193473815918,0.026504286,0.36231558183057605,0.3585581077290726,0.851291589607673,6778,0,4,0.002168681,9756,6778,0.056674886,0.0021043888,0.0019754644,-0.0020766412,0.000587292,Background,0.36231558183057605,0.3585581077290726,0.851291589607673,0.3585581077290726
COG8,698,661,41.84015655517578,0.026486017,0.362296713944542,0.3585651567583742,0.851291589607673,6779,0,4,0.0024252243,7498,6779,0.036446452,0.0014726117,0.022602065,-0.0019968022,0.0007002167,Background,0.362296713944542,0.3585651567583742,0.851291589607673,0.3585651567583742
AMDHD2,692,441,37.1143798828125,0.02644071,0.3619903559415298,0.3586796186400034,0.851291589607673,6780,0,4,0.0027560769,4766,6780,0.03497976,0.0028048223,0.021643227,-0.0013905675,0.001085976,Background,0.3619903559415298,0.3586796186400034,0.851291589607673,0.3586796186400034
ABHD8,695,492,38.61829376220703,0.026449246,0.3616914007416829,0.35879132691457016,0.851291589607673,6781,0,4,0.002318725,8759,6781,0.03640317,0.002158617,0.02286231,-0.0025785957,0.00029681434,Background,0.3616914007416829,0.35879132691457016,0.851291589607673,0.35879132691457016
HYI,691,280,31.641944885253903,0.026420023,0.36152191850782145,0.3588546613942769,0.851291589607673,6782,0,4,0.0027171744,5052,6782,0.03371302,0.0025461412,0.022122353,-0.00036176294,0.0010572132,Background,0.36152191850782145,0.3588546613942769,0.851291589607673,0.3588546613942769
OR2H2,287,321,41.909542083740234,0.021832207,0.3611890208837958,0.358979074506988,0.851291589607673,6783,0,3,0.001506099,14988,6783,0.0023066532,0.0,-0.009911482,0.05642313,4.3025347e-11,Background,0.3611890208837958,0.358979074506988,0.851291589607673,0.358979074506988
APPBP2,696,588,39.17465591430664,0.026429918,0.3608853056257821,0.3590925944076784,0.851291589607673,6784,0,4,0.0023750495,8193,6784,0.036494374,0.0021638167,0.021745216,-0.001696086,0.00039177013,Background,0.3608853056257821,0.3590925944076784,0.851291589607673,0.3590925944076784
FOXA3,695,399,40.99168395996094,0.02642214,0.36082688705655064,0.35911443099130147,0.851291589607673,6785,0,4,0.0023342106,8640,6785,0.05405679,0.0017075164,0.003763618,-0.0012823585,0.0008361358,Background,0.36082688705655064,0.35911443099130147,0.851291589607673,0.35911443099130147
RNF6,696,725,41.75869369506836,0.026422756,0.3606568671674444,0.3591779862370691,0.851291589607673,6786,0,4,0.002248579,9234,6786,0.036603574,0.0024437676,0.021615498,-0.0017392696,0.00015950575,Background,0.3606568671674444,0.3591779862370691,0.851291589607673,0.3591779862370691
SIRPB2,508,297,41.99957275390625,0.025009181,0.360541482986537,0.3592211202930873,0.851291589607673,6787,0,3,0.0016968945,13363,6787,0.0020420207,0.0,0.054955624,0.0006667804,-0.0017421991,Background,0.360541482986537,0.3592211202930873,0.851291589607673,0.3592211202930873
SMIM7,706,75,29.962703704833984,0.026468668,0.36024643718701715,0.3593314253924895,0.851291589607673,6788,0,3,0.0020341966,10629,6788,0.041657574,0.0015601631,0.021763224,-0.0052955914,-0.0004996136,Background,0.36024643718701715,0.3593314253924895,0.851291589607673,0.3593314253924895
MID1,671,669,41.03132629394531,0.026256021,0.3602078745894913,0.3593458431772236,0.851291589607673,6789,0,4,0.0028037427,4456,6789,0.016425781,0.0013288755,0.0026733163,-0.0018377039,0.040119983,Background,0.3602078745894913,0.3593458431772236,0.851291589607673,0.3593458431772236
EMD,654,297,40.62065887451172,0.026133312,0.35976457659434596,0.359511597819692,0.851291589607673,6790,1,5,0.0038557102,1732,6790,0.015077546,0.0028991832,0.0038854508,0.00033946102,0.03623422,Background,0.35976457659434596,0.359511597819692,0.851291589607673,0.359511597819692
KIAA0319L,696,1068,41.87015151977539,0.02638615,0.3594892857368512,0.35961454580890406,0.851291589607673,6791,0,4,0.0025089541,6775,6791,0.036121268,0.0018326684,0.022606168,-0.0023116134,0.00075273216,Background,0.3594892857368512,0.35961454580890406,0.851291589607673,0.35961454580890406
RILPL2,687,255,36.183876037597656,0.026328642,0.3593777661206134,0.3596562526738548,0.851291589607673,6792,0,4,0.002929389,3780,6792,0.0075316597,0.030770108,0.02009033,-0.00047740014,0.0009579472,Background,0.3593777661206134,0.3596562526738548,0.851291589607673,0.3596562526738548
CFTR,691,1499,43.421783447265625,0.026351256,0.35932925465623833,0.35967439584315675,0.851291589607673,6793,0,4,0.0024518073,7241,6793,0.03587648,0.0017101057,0.0226991,-0.002026339,0.00066386716,Background,0.35932925465623833,0.35967439584315675,0.851291589607673,0.35967439584315675
RBP1,143,198,31.938156127929688,0.016393503,0.3590624025369509,0.3597742035384196,0.851291589607673,6794,0,1,0.0012465836,16018,6794,-0.03245159,0.0902222,-0.021113615,0.0,-3.336245e-12,Background,0.3590624025369509,0.3597742035384196,0.851291589607673,0.3597742035384196
TNFRSF18,689,275,39.491477966308594,0.026330765,0.3590598792575137,0.35977514733788585,0.851291589607673,6795,0,4,0.0026032412,5932,6795,0.03310904,0.0017508699,0.022960294,0.0,0.0010571573,Background,0.3590598792575137,0.35977514733788585,0.851291589607673,0.35977514733788585
HEBP1,701,193,31.15726852416992,0.026388053,0.35860701772157794,0.35994454807881404,0.851291589607673,6796,0,4,0.0032935813,2628,6796,0.01928285,0.0345164,0.004149601,-0.0020008902,0.0030575208,Background,0.35860701772157794,0.35994454807881404,0.851291589607673,0.35994454807881404
NUAK2,693,718,41.716705322265625,0.026338564,0.3585421716903792,0.35996880711819335,0.851291589607673,6797,0,4,0.002511792,6742,6797,0.035371307,0.0031506405,0.021492397,-0.001595025,0.00047551285,Background,0.3585421716903792,0.35996880711819335,0.851291589607673,0.35996880711819335
NINJ1,699,152,27.12286376953125,0.026371766,0.3584634731438479,0.35999824917089973,0.851291589607673,6798,0,4,0.0021992575,9554,6798,0.054761153,0.0027913463,0.002717013,-0.0016840114,0.00038356704,Background,0.3584634731438479,0.35999824917089973,0.851291589607673,0.35999824917089973
RGS14,697,622,41.878021240234375,0.02635987,0.35846164726486274,0.35999893226358193,0.851291589607673,6799,0,4,0.0023984255,7835,6799,0.03695938,0.0017143972,0.021546792,-0.0018270565,0.00054894947,Background,0.35846164726486274,0.35999893226358193,0.851291589607673,0.35999893226358193
LASP1,692,285,35.064537048339844,0.026327403,0.3583772772151272,0.36003049703558665,0.851291589607673,6800,0,4,0.002474689,7054,6800,0.053010866,0.0023416986,0.0050234348,-0.0023694606,0.0008633285,Background,0.3583772772151272,0.36003049703558665,0.851291589607673,0.36003049703558665
C21orf91,718,302,41.93608856201172,0.026475936,0.35827759214922383,0.36006779273663536,0.851291589607673,6801,0,4,0.0028750254,4054,6801,0.02514235,0.002745896,0.031342447,-0.001510175,0.0014814809,Background,0.35827759214922383,0.36006779273663536,0.851291589607673,0.36006779273663536
HSPB2,724,196,41.94286346435547,0.026509332,0.35826363084852164,0.36007301625827354,0.851291589607673,6802,0,4,0.0027789243,4610,6802,0.026380904,0.0032768263,0.030911228,-0.0023020124,0.001009725,Background,0.35826363084852164,0.36007301625827354,0.851291589607673,0.36007301625827354
CLUH,693,1322,41.28968048095703,0.0263287,0.3582276124900005,0.3600864923923048,0.851291589607673,6803,0,4,0.0023968287,7863,6803,0.053401742,0.0024970188,0.003818418,-0.0015859231,0.0007415134,Background,0.3582276124900005,0.3600864923923048,0.851291589607673,0.3600864923923048
CD38,662,331,41.88620376586914,0.026134286,0.35814984723227716,0.3601155885653803,0.851291589607673,6804,0,3,0.0018083048,12467,6804,-0.02515799,0.050778747,0.03403073,-0.0016078339,0.00039438624,Background,0.35814984723227716,0.3601155885653803,0.851291589607673,0.3601155885653803
FUNDC2,645,195,40.944854736328125,0.026021166,0.35808579229101356,0.36013955557900323,0.851291589607673,6805,0,4,0.0034763704,2252,6805,0.01333105,0.0026677067,0.01562759,0.027001578,-0.0004428178,Background,0.35808579229101356,0.36013955557900323,0.851291589607673,0.36013955557900323
PYCARD,651,204,36.08399200439453,0.026057106,0.35796588679438746,0.3601844213030869,0.851291589607673,6806,0,4,0.002503323,6812,6806,0.028480086,0.0020783015,0.030202918,-0.0031445934,0.00064874627,Background,0.35796588679438746,0.3601844213030869,0.851291589607673,0.3601844213030869
MAPK8IP2,646,925,41.98955535888672,0.026016291,0.35771924113499515,0.3602767161715399,0.851291589607673,6807,0,3,0.0019870757,10974,6807,0.040874347,0.001288991,0.017016098,-0.0008960101,-0.00010922557,Background,0.35771924113499515,0.3602767161715399,0.851291589607673,0.3602767161715399
AKR1A1,690,332,41.87004852294922,0.026292525,0.35764847180634235,0.3603031995760453,0.851291589607673,6808,0,4,0.0027573954,4759,6808,0.016889445,0.00364804,0.038272616,-0.00095322216,0.00093498826,Background,0.35764847180634235,0.3603031995760453,0.851291589607673,0.3603031995760453
POMK,684,372,40.830467224121094,0.026253311,0.3575582563935618,0.36033696109526714,0.851291589607673,6809,0,4,0.0025578707,6337,6809,0.051704112,0.0021876008,0.0052695423,-0.0016189567,0.0011618808,Background,0.3575582563935618,0.36033696109526714,0.851291589607673,0.36033696109526714
PRICKLE4,627,413,41.34403991699219,0.025868421,0.3571268683800269,0.36049841546382616,0.851291589607673,6810,0,4,0.0037511764,1859,6810,0.02542269,0.002835971,0.04087822,-0.10553092,0.09423758,Background,0.3571268683800269,0.36049841546382616,0.851291589607673,0.36049841546382616
CEP170,693,1546,43.32689666748047,0.026292922,0.3570866657066315,0.3605134632719502,0.851291589607673,6811,0,4,0.0025399507,6498,6811,0.036053326,0.0016280974,0.021750284,-0.0015728213,0.0009338799,Background,0.3570866657066315,0.3605134632719502,0.851291589607673,0.3605134632719502
OPN5,722,411,41.74910354614258,0.02645929,0.3570236599539479,0.3605370466774205,0.851291589607673,6812,0,4,0.0026915972,5245,6812,0.02537145,0.003670821,0.03103625,-0.0016546911,0.000740936,Background,0.3570236599539479,0.3605370466774205,0.851291589607673,0.3605370466774205
