gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,delta_clade_7,delta_clade_8,tier,z_track_b,p_track_b,q_track_b,p_combined
FAM3C,702,238,41.69868087768555,0.0012537541,-0.015206053629992144,0.5060661039386175,0.6548997868160297,10223,0,7,0.0011998406692877,13373,10223,0.0001609101891517,1.0406605724710973e-05,4.0432445530314e-05,-6.702356040477753e-05,0.0004348699003458,0.0035826403181999,6.49318826617673e-06,5.638041329802945e-05,Background,-0.015206053629992144,0.5060661039386175,0.6548997868160297,0.5060661039386175
LACTB,684,573,41.540653228759766,0.0012706734,-0.015207593216758422,0.5060667180738602,0.6548997868160297,10224,0,3,0.001299032276211,6733,10224,0.0018980856984853,-9.417347609996796e-05,-9.759701788425446e-05,-5.114264786243439e-05,0.0006295479834079,0.0040073096752166,-0.0037658521905541,-0.0001131352037191,Background,-0.015207593216758422,0.5060667180738602,0.6548997868160297,0.5060667180738602
SPACA3,688,183,39.439735412597656,0.0012667313,-0.015232234373541327,0.5060765473346193,0.6548997868160297,10225,0,4,0.0012226726599963,11891,10225,0.0001648515462875,-5.16008585691452e-05,2.0425766706466675e-05,-0.0002437103539705,0.0010531712323427,0.0035970639437437,-0.0001249499619007,-8.561275899410248e-05,Background,-0.015232234373541327,0.5060765473346193,0.6548997868160297,0.5060765473346193
FMOD,720,388,39.89435577392578,0.0012373083,-0.015237573557444007,0.5060786771136433,0.6548997868160297,10226,0,5,0.0012059945177279,13005,10226,0.0003160964697599,-2.524256706237793e-05,-4.087388515472412e-05,3.93260270357132e-05,0.0004365723580121,0.0035169813781976,5.979090929031372e-06,-9.175017476081848e-05,Background,-0.015237573557444007,0.5060786771136433,0.6548997868160297,0.5060786771136433
SPMAP2,610,436,41.486717224121094,0.0013478012,-0.015240124428117074,0.5060796946456528,0.6548997868160297,10227,0,6,0.0013285934030064,5528,10227,0.0022289438638836,0.0008017687359824,1.0590079000394326e-05,0.0001176483929157,0.0004078336060047,0.0,-8.329935371875763e-05,0.0007789513329043,Background,-0.015240124428117074,0.5060796946456528,0.6548997868160297,0.5060796946456528
PDE5A,651,894,41.90639114379883,0.001303346,-0.015240487870509488,0.5060798396213522,0.6548997868160297,10228,0,5,0.001657596874001,334,10228,0.0020762688945978,0.0023155827075242,-0.0063422145321965,-6.967224180698395e-05,0.0004572737962007,0.0037916651926934,-0.0063422173261642,0.0022821305319666,Background,-0.015240487870509488,0.5060798396213522,0.6548997868160297,0.5060798396213522
DUOXA1,683,386,43.71534729003906,0.0012713993,-0.01525440554099246,0.5060853913231722,0.6548997868160297,10229,0,7,0.0012364814740664,10850,10229,0.0004469007253646,7.488951086997986e-05,4.8185709601966664e-05,-0.000335244461894,0.0004165861755609,0.0036974742542952,3.4943332138936967e-06,2.1282594389049336e-05,Background,-0.01525440554099246,0.5060853913231722,0.6548997868160297,0.5060853913231722
RNPC3,706,527,44.52949523925781,0.001249721,-0.015277999592676903,0.5060948028911754,0.6548997868160297,10230,0,5,0.0011967582457677,13585,10230,0.0002728402614593,-2.790241705952212e-05,5.82244319957681e-05,-0.0001053474843502,0.0003367438912391,0.0037350610364228,5.202368811296765e-06,-2.861767279682681e-05,Background,-0.015277999592676903,0.5060948028911754,0.6548997868160297,0.5060948028911754
KRTAP29-1,653,395,41.428016662597656,0.0013010002,-0.01529750220209728,0.5061025823975032,0.6548997868160297,10231,0,4,0.0012158592509456,12345,10231,0.0004611238837242,-0.000109102569695,3.8200993003556505e-05,-0.0001906976103782,0.0003694109618663,0.0039539607241749,-2.791546103253495e-05,-3.85865532734897e-05,Background,-0.01529750220209728,0.5061025823975032,0.6548997868160297,0.5061025823975032
DNAJB11,709,360,38.170108795166016,0.0012468519,-0.015304898959671732,0.5061055329314178,0.6548997868160297,10232,0,6,0.0012228654544858,11882,10232,0.0003728143637999,5.975369276711717e-06,4.3950047256657854e-05,-9.653158485889436e-05,0.0005483012646436,0.0033823121339082,1.2595206499099731e-05,-6.265565752983093e-05,Background,-0.015304898959671732,0.5061055329314178,0.6548997868160297,0.5061055329314178
SLC35C1,707,354,40.18243408203125,0.0012485535,-0.015328805970707795,0.5061150693302042,0.6548997868160297,10233,0,5,0.0011984206330164,13470,10233,0.000216307118535,5.98244478169363e-05,2.747961480054073e-05,-8.793361485004425e-05,0.0003805831074714,0.0037135952152311,-2.6341516786487773e-05,-5.3614367061527446e-05,Background,-0.015328805970707795,0.5061150693302042,0.6548997868160297,0.5061150693302042
EPB41L1,702,903,41.3488655090332,0.001252998,-0.015357273629992146,0.5061264249464315,0.6548997868160297,10234,0,5,0.0012490472779799,9863,10234,0.0008859068620949,-4.894845187664032e-05,8.227024227380753e-05,-0.0003029461950063,0.0003402549773454,0.0034638091456145,1.9889332179445773e-05,-0.0001009311527013,Background,-0.015357273629992146,0.5061264249464315,0.6548997868160297,0.5061264249464315
CCNJ,723,386,41.740745544433594,0.0012340014,-0.015367874196439788,0.506130653461571,0.6548997868160297,10235,0,6,0.0012054995059593,13039,10235,0.0002352818846702,8.378177881240845e-05,3.41683735314291e-05,-7.154792547225952e-05,0.0003488883376121,0.0035415962338447,2.508611578377895e-05,-2.536549072829075e-05,Background,-0.015367874196439788,0.506130653461571,0.6548997868160297,0.506130653461571
DPEP2,616,569,39.61637115478515,0.0013402665,-0.015390755754691966,0.5061397808031206,0.6548997868160297,10236,0,5,0.0012423025934962,10415,10236,0.0003998447209596,-4.573166370391846e-05,8.304044604301453e-05,8.4657222032547e-05,0.0004991330206394,0.0036956965923309,-4.0918588638305664e-05,-0.0001328736543655,Background,-0.015390755754691966,0.5061397808031206,0.6548997868160297,0.5061397808031206
TRIM63,721,362,41.76573944091797,0.001235442,-0.015433438852573535,0.5061568068732781,0.6548997868160297,10237,1,8,0.0011959109119921,13636,10237,0.0002308003604412,4.3731186451623216e-05,2.200808739871718e-05,1.422874629497528e-05,0.0003395117819309,0.0034885331988334,7.648022801731713e-06,7.350000942096813e-06,Background,-0.015433438852573535,0.5061568068732781,0.6548997868160297,0.5061568068732781
ARHGAP19,716,473,41.5728874206543,0.0012397117,-0.015470184862929112,0.5061714646605042,0.6548997868160297,10238,0,5,0.0011888468325971,14041,10238,0.000195849686861,1.685507595539093e-05,-2.0480714738368988e-05,1.9064173102378845e-05,0.0004053227603435,0.0036149425432085,-4.6547502279281616e-05,-1.7037615180015564e-05,Background,-0.015470184862929112,0.5061714646605042,0.6548997868160297,0.5061714646605042
ARMC6,619,455,42.05194091796875,0.0013364572,-0.015481868486203398,0.5061761251936671,0.6548997868160297,10239,0,4,0.0012240728688412,11794,10239,0.0012918594293296,-6.070359177101636e-06,6.144494545878842e-05,-0.0001250728964805,-0.0028666306752711,0.0051544141024351,5.3942326303513255e-06,-5.9487287217052653e-05,Background,-0.015481868486203398,0.5061761251936671,0.6548997868160297,0.5061761251936671
TMEM140,699,195,31.59969711303711,0.0012551352,-0.015484972694410157,0.5061773634451321,0.6548997868160297,10240,1,8,0.0012179090589535,12225,10240,0.0003860015422105,7.80448317527771e-06,2.0189221686450765e-05,4.097074270248413e-05,0.0003904979676008,0.0033261571079492,3.3229600376216695e-05,4.14812029703171e-06,Background,-0.015484972694410157,0.5061773634451321,0.6548997868160297,0.5061773634451321
PET100,716,74,30.85672187805176,0.0012396267,-0.015487184862929097,0.5061782458668688,0.6548997868160297,10241,1,8,0.0012117233352904,12610,10241,0.0001536272466182,2.2917985916137695e-05,3.1404197216033936e-05,0.0001699831336736,0.0004186742007732,0.0033088531345129,8.326023817062378e-07,2.663582563400269e-06,Background,-0.015487184862929097,0.5061782458668688,0.6548997868160297,0.5061782458668688
NR1D1,698,638,39.60952377319336,0.0012560134,-0.01549517390363941,0.5061814326505881,0.6548997868160297,10242,0,5,0.0012380481670323,10720,10242,0.0006421798607334,-2.650915848789737e-05,5.244930071057752e-05,-0.00017493031919,0.0004488416016101,0.0033838534727692,1.589209568919614e-05,-5.850940215168521e-05,Background,-0.01549517390363941,0.5061814326505881,0.6548997868160297,0.5061814326505881
FERRY3,673,554,41.55574798583984,0.0012799101,-0.01549564340396362,0.506181619931633,0.6548997868160297,10243,0,5,0.0012223240783036,11916,10243,0.0007631501066498,-4.495680332183838e-05,3.5556036891648546e-05,-9.574927389621736e-05,0.000265909358859,0.0034810393117368,1.0319088232790818e-06,-3.639235728769563e-05,Background,-0.01549564340396362,0.506181619931633,0.6548997868160297,0.506181619931633
DNM2,644,936,41.07183074951172,0.0013093413,-0.015499026029583505,0.5061829692419716,0.6548997868160297,10244,0,4,0.0013452604404903,4898,10244,-0.0075220703147351,-0.0005036797374486,3.321655094623566e-05,-3.1402334570884705e-05,0.0015936363488435,0.0037912633270025,0.0015995614230632,-0.0005953591316938,Background,-0.015499026029583505,0.5061829692419716,0.6548997868160297,0.5061829692419716
CCDC7,557,540,41.27614974975586,0.0014110798,-0.015501547829085667,0.5061839751735665,0.6548997868160297,10245,0,5,0.0012390282858359,10648,10245,0.0004565812123473,-7.860308528506721e-07,-0.0014802013756707,0.0001419521868228,0.000380665063858,0.0043986495584249,1.5310946764657274e-05,-6.35273681837134e-05,Background,-0.015501547829085667,0.5061839751735665,0.6548997868160297,0.5061839751735665
ELOVL6,713,267,41.96980285644531,0.0012422267,-0.015506087862101389,0.506185786167025,0.6548997868160297,10246,0,5,0.0011918096458245,13867,10246,0.000222448259592,-1.6279484498227248e-06,4.2932111682603136e-05,-2.5816261768341064e-05,0.0003716144710779,0.0036009408067911,1.0916965038632044e-05,-3.212317460565828e-05,Background,-0.015506087862101389,0.506185786167025,0.6548997868160297,0.506185786167025
GLRX5,674,164,29.21318626403809,0.0012788203,-0.015517319246211502,0.5061902663019923,0.6548997868160297,10247,0,6,0.0013623375290161,4332,10247,0.0008023880654945,0.000620745238848,3.3788455766625702e-06,-4.904530942440033e-05,7.230229675769806e-05,0.003858920186758,-0.0038112271577119,0.0007685722084715,Background,-0.015517319246211502,0.5061902663019923,0.6548997868160297,0.5061902663019923
RPL35,726,125,24.295490264892575,0.0012305246,-0.015535450059699432,0.5061974985782806,0.6548997868160297,10248,0,7,0.001208994374153,12797,10248,0.0003422312438488,1.914806034619687e-06,4.345831257523969e-05,2.2172927856445312e-05,0.0003967974334955,0.0033351629972457,9.389594197273254e-06,-6.68652355670929e-05,Background,-0.015535450059699432,0.5061974985782806,0.6548997868160297,0.5061974985782806
MAPK8,712,429,41.84068298339844,0.0012429777,-0.015536278639389318,0.506197829093862,0.6548997868160297,10249,0,6,0.0012596640933107,9060,10249,0.0006916224956512,0.0001027956604957,4.1530467569828033e-05,-6.975419819355011e-05,0.0005495399236679,0.0029017301276326,8.888542652130127e-06,-8.270516991615295e-05,Background,-0.015536278639389318,0.506197829093862,0.6548997868160297,0.506197829093862
PDE4DIP,408,2315,42.670127868652344,0.0016557209,-0.015537384107789818,0.5061982700587205,0.6548997868160297,10250,0,4,0.001335845633104,5240,10250,-0.0065402798354625,0.0010437034070491,5.6889839470386505e-05,-0.0001377053558826,-0.0065400302410125,0.0215224828571081,-1.7892569303512573e-05,0.0009652711451053,Background,-0.015537384107789818,0.5061982700587205,0.6548997868160297,0.5061982700587205
UNG,699,327,42.02013397216797,0.0012547731,-0.015557392694410133,0.5062062513652101,0.6548997868160297,10251,0,5,0.0011973865305813,13538,10251,0.0002856776118278,-9.746290743350984e-05,2.7054000383941457e-05,-0.0002442840486764,0.0003543384373188,0.0041251191869378,3.7402010093501303e-06,-0.0001344662159681,Background,-0.015557392694410133,0.5062062513652101,0.6548997868160297,0.5062062513652101
NR2C2AP,717,139,36.69572448730469,0.0012383659,-0.01556046257565483,0.506207475922405,0.6548997868160297,10252,0,5,0.0012418502333254,10444,10252,-0.0078110336326062,5.2422285079956055e-05,4.238915062160231e-05,-0.000196935608983,0.0017253010300919,0.0047088898718357,9.713698091218248e-06,-2.475082510500215e-05,Background,-0.01556046257565483,0.506207475922405,0.6548997868160297,0.506207475922405
ALKBH2,710,291,42.16020202636719,0.0012446154,-0.015570662845772578,0.5062115447484853,0.6548997868160297,10253,0,6,0.0011828846054806,14327,10253,0.0002353973686695,9.339310054201633e-06,1.1594042007345706e-05,-3.849901258945465e-05,0.0002619046717882,0.0037098000757396,3.1342729926109314e-05,-6.120645593910012e-06,Background,-0.015570662845772578,0.5062115447484853,0.6548997868160297,0.5062115447484853
C1orf210,725,123,32.320159912109375,0.0012311495,-0.015586034074208588,0.5062176762373549,0.6548997868160297,10254,0,5,0.0012311699422699,11242,10254,0.0004315339028835,1.5551227988908067e-05,-5.453821813716786e-06,7.122568786144257e-05,0.0005532782524824,0.0032134291250258,-0.0001336932182312,-3.3615153370192274e-05,Background,-0.015586034074208588,0.5062176762373549,0.6548997868160297,0.5062176762373549
ANKRD42,688,543,41.17269134521485,0.0012649434,-0.015589814373541313,0.5062191841753783,0.6548997868160297,10255,0,5,0.0011961632551015,13620,10255,0.0003145914524793,-4.02890145778656e-06,4.659872502088547e-05,-8.547492325305939e-05,0.0002965312451124,0.003762625157833,9.464100003242493e-06,-4.247017204761505e-05,Background,-0.015589814373541313,0.5062191841753783,0.6548997868160297,0.5062191841753783
ARL14EP,713,286,41.52745056152344,0.0012417609,-0.015599247862101368,0.5062229471352327,0.6548997868160297,10256,0,7,0.001237485535591,10776,10256,0.0006531268591061,1.8874183297157288e-05,4.6862292947480455e-05,-0.0003128051757812,0.0003978256136178,0.0034573660232126,9.868297638604416e-06,6.9234552029229235e-06,Background,-0.015599247862101368,0.5062229471352327,0.6548997868160297,0.5062229471352327
FAM76A,707,323,41.53358459472656,0.0012471136,-0.015616785970707812,0.506229942976093,0.6548997868160297,10257,0,5,0.001314753651178,6052,10257,0.0008597095729783,1.714378595352173e-05,-2.1595496946247295e-05,-0.0003216862678527,0.0015377850504592,0.0039297458715736,-0.0036087564658373,3.409200508031063e-05,Background,-0.015616785970707812,0.506229942976093,0.6548997868160297,0.506229942976093
FAM107B,682,322,40.56293487548828,0.0012702931,-0.015668059981094155,0.5062503958443074,0.6548997868160297,10258,0,6,0.0013104957277185,6220,10258,0.0004488013219088,-0.0036651822738349,0.0001030974235618,-0.0001285579055547,0.0002798344939947,0.0042111305519938,2.1994117560097948e-05,0.0007983380928635,Background,-0.015668059981094155,0.5062503958443074,0.6548997868160297,0.5062503958443074
SP2,694,633,41.69409942626953,0.0012588652,-0.01567219115126738,0.5062520437404219,0.6548997868160297,10259,0,6,0.0012182558414762,12199,10259,0.001195709221065,1.3038523320574312e-05,4.514680040301755e-05,1.8263235688209537e-05,-0.001976893749088,0.003805624321103,2.3284930648515e-05,-2.186744677601382e-05,Background,-0.01567219115126738,0.5062520437404219,0.6548997868160297,0.5062520437404219
GPT,683,499,34.506717681884766,0.0012692999,-0.015674285540992438,0.5062528791784158,0.6548997868160297,10260,0,5,0.0012075849401094,12898,10260,0.0002690311521291,3.556908268365078e-05,-4.303081732359715e-05,5.0129368901252747e-05,0.00042624771595,0.0035927738063037,-6.598606705665588e-05,-6.5527747210580856e-06,Background,-0.015674285540992438,0.5062528791784158,0.6548997868160297,0.5062528791784158
RPS8,695,209,36.751487731933594,0.0012578549,-0.015686802092162347,0.506257871946035,0.6548997868160297,10261,0,5,0.0012045299310937,13105,10261,0.0004824029747396,-3.651157021522522e-05,4.42108248535078e-05,-0.0003558248281478,0.0002155564725399,0.0040394873358309,1.1887412256328387e-05,-2.719088297453709e-05,Background,-0.015686802092162347,0.506257871946035,0.6548997868160297,0.506257871946035
PIGX,682,268,41.3150749206543,0.0012701846,-0.015689759981094183,0.5062590518277842,0.6548997868160297,10262,0,5,0.0013306150978442,5431,10262,-0.0068464148789644,0.0006412812508642,4.312303644837811e-05,-0.000113945454359,0.0005856901407241,0.0040224501863121,-3.5520635719876736e-05,0.0006271512247622,Background,-0.015689759981094183,0.5062590518277842,0.6548997868160297,0.5062590518277842
FGF3,629,263,39.16083526611328,0.0013242378,-0.015724687668403504,0.506272984240221,0.6548997868160297,10263,0,5,0.0014502446848028,2049,10263,-0.0083610555157065,0.0009668163838796,-2.7935948310187086e-05,6.977841258049011e-05,0.0021640169434249,0.0045963125303387,-0.0045992233790457,0.0007290311041288,Background,-0.015724687668403504,0.506272984240221,0.6548997868160297,0.506272984240221
RALA,731,209,41.60071563720703,0.0012250909,-0.01574978060008042,0.5062829936320635,0.6548997868160297,10264,0,5,0.0011682960215333,14954,10264,-6.797537207603455e-05,1.6588717699050903e-05,4.12743647757452e-05,-0.0001969374716281,0.0004023406654596,0.0039900965057313,1.0054566701001022e-05,-2.143158417311497e-05,Background,-0.01574978060008042,0.5062829936320635,0.6548997868160297,0.5062829936320635
PAX4,721,356,43.46012878417969,0.0012338504,-0.015751758852573534,0.5062837827427343,0.6548997868160297,10265,0,6,0.0012127788139509,12537,10265,0.0004067124682478,4.333816832513549e-05,3.2227490009972826e-05,1.9334256649017334e-06,0.0003676712512969,0.0033656093291938,-1.3411013810582517e-07,-6.117485463619232e-05,Background,-0.015751758852573534,0.5062837827427343,0.6548997868160297,0.5062837827427343
SOCS1,685,237,36.26153945922851,0.001266906,-0.015769501467260364,0.506290860142839,0.6548997868160297,10266,0,6,0.0013911024345423,3460,10266,0.0004164725542068,0.0007646940648555,4.183128839940764e-05,-9.762495756149292e-05,0.0003061071038246,0.0041666985489428,-0.0044113849289715,0.0007884111255407,Background,-0.015769501467260364,0.506290860142839,0.6548997868160297,0.506290860142839
COASY,712,584,41.533226013183594,0.001241653,-0.01580121863938933,0.5063035118874516,0.6548997868160297,10267,0,4,0.0011918079043863,13868,10267,0.0002859663218259,-2.9925256967544556e-05,6.133224815130234e-05,-7.088296115398407e-05,0.00028046220541,0.0037239827215671,-9.816139936447144e-07,-3.335624933242798e-05,Background,-0.01580121863938933,0.5063035118874516,0.6548997868160297,0.5063035118874516
SAR1A,716,198,41.301963806152344,0.0012379418,-0.015824164862929084,0.5063126649618025,0.6548997868160297,10268,0,6,0.0012355992791491,10916,10268,0.0006266701966524,9.747222065925598e-06,2.0503997802734375e-05,9.33036208152771e-05,0.0003723260015249,0.0030611678957939,-1.2725591659545898e-05,-2.378039062023163e-05,Background,-0.015824164862929084,0.5063126649618025,0.6548997868160297,0.5063126649618025
HSPB2,724,196,41.94286346435547,0.0012307964,-0.015832581700832335,0.5063160223737044,0.6548997868160297,10269,0,5,0.0012070719423016,12930,10269,0.0004850216209888,1.8067657947540286e-07,1.4669261872768402e-05,-0.0001915358006954,0.000328779220581,0.0036235339939594,-1.6259029507637024e-05,-2.8623268008232117e-05,Background,-0.015832581700832335,0.5063160223737044,0.6548997868160297,0.5063160223737044
ATP6V1D,714,247,41.98732376098633,0.0012395618,-0.01585905618985209,0.5063265828408292,0.6548997868160297,10270,0,5,0.0012020933420766,13244,10270,0.0004893665900453,8.501112461090088e-06,-2.398148808424594e-06,-8.819624781608582e-06,0.0002894606441259,0.0034645751584321,7.499015737266745e-06,-5.278735625324771e-05,Background,-0.01585905618985209,0.5063265828408292,0.6548997868160297,0.5063265828408292
RAB1A,697,212,26.711387634277344,0.001255121,-0.015859894914766824,0.5063269174015818,0.6548997868160297,10271,0,5,0.0013074275003775,6367,10271,-0.0078172339126467,1.0589141311356798e-05,-0.000128393061459,0.0003205575048923,0.0012865556636825,0.0040348228067159,0.0003584139049053,-2.5263052521040663e-05,Background,-0.015859894914766824,0.5063269174015818,0.6548997868160297,0.5063269174015818
RPL3,695,406,35.858821868896484,0.0012569827,-0.01586124209216233,0.506327454780009,0.6548997868160297,10272,0,6,0.00123715211743,10795,10272,0.0003685764968395,1.043082374962978e-05,6.556883454322815e-05,-4.738569259643555e-05,0.000675207003951,0.0031979584600776,2.829545337590389e-05,-9.123608469963074e-05,Background,-0.01586124209216233,0.506327454780009,0.6548997868160297,0.506327454780009
BRD2,702,814,41.73526382446289,0.0012503146,-0.015893953629992144,0.5063405031506671,0.6548997868160297,10273,0,6,0.0012055285076954,13037,10273,0.0005256160511635,5.347282422007993e-05,4.442223143996671e-05,-0.0001268666237592,0.0001491252332925,0.0036390398163348,1.201965642394498e-05,-1.7333768482785672e-05,Background,-0.015893953629992144,0.5063405031506671,0.6548997868160297,0.5063405031506671
CDC20,717,517,41.66934967041016,0.0012365977,-0.01591410257565486,0.5063485404004697,0.6548997868160297,10274,0,6,0.0012067326238325,12954,10274,0.0002816598862409,1.766160494298674e-05,3.572460627765395e-05,-0.0001838039606809,0.0003823153674602,0.0036730940919369,3.770366674871184e-05,-2.839043372659944e-05,Background,-0.01591410257565486,0.5063485404004697,0.6548997868160297,0.5063485404004697
C8orf76,715,409,41.33474349975586,0.0012383799,-0.015915802296635317,0.5063492184051639,0.6548997868160297,10275,0,6,0.0012089011686192,12802,10275,0.000283183529973,-2.644945880092564e-06,7.668323814868927e-05,-0.0001615043729543,0.0003668200224637,0.0036104458849877,3.859029311570339e-05,1.8812819462254993e-06,Background,-0.015915802296635317,0.5063492184051639,0.6548997868160297,0.5063492184051639
TTC32,725,165,40.29903030395508,0.0012294516,-0.01592561407420855,0.5063531322420342,0.6548997868160297,10276,0,5,0.0011903441364518,13962,10276,0.0002668611705303,0.0001296009868383,2.153963214368559e-05,-0.0002133809030055,0.0001631714403629,0.0038194712251424,-8.761880053498317e-06,-1.182593132398324e-05,Background,-0.01592561407420855,0.5063531322420342,0.6548997868160297,0.5063531322420342
TPM2,690,284,41.66205596923828,0.0012613505,-0.015928997948925484,0.5063544820415116,0.6548997868160297,10277,0,5,0.0012028494408335,13203,10277,0.0002938602119684,1.0292984370607884e-05,-0.0002364888787269,-0.0001115035265684,0.0002814941108226,0.0039949240162968,0.0001017600297927,-2.7213238354306668e-05,Background,-0.015928997948925484,0.5063544820415116,0.6548997868160297,0.5063544820415116
KBTBD13,677,460,33.19430923461914,0.0012737107,-0.01595299841641801,0.5063640556262684,0.6548997868160297,10278,0,6,0.0013711189437751,4075,10278,0.0003993771970272,0.0007124209078028,5.865469938726165e-05,-0.0001057181507349,0.000241769477725,0.0044078500941395,-0.004326400347054,0.0006631613941863,Background,-0.01595299841641801,0.5063640556262684,0.6548997868160297,0.5063640556262684
PAXX,684,218,36.58048248291016,0.0012668495,-0.015972373216758443,0.5063717840686038,0.6548997868160297,10279,0,5,0.001233844181411,11047,10279,0.0003787726163864,-0.0001825951039791,7.236376404762268e-06,0.0001983661204576,0.0004066824913024,0.003538429737091,-2.3361295461654663e-05,-0.0001000091433525,Background,-0.015972373216758443,0.5063717840686038,0.6548997868160297,0.5063717840686038
ULK4,625,1328,42.424415588378906,0.001327334,-0.01597953120656176,0.5063746393289802,0.6548997868160297,10280,0,4,0.0012815025636478,7625,10280,0.0017593590309843,-5.125995357957436e-06,5.188770956010558e-05,-5.872361361980438e-05,0.0003586076200008,0.0041666408069431,-0.0034628044813871,-3.8459893403341994e-05,Background,-0.01597953120656176,0.5063746393289802,0.6548997868160297,0.5063746393289802
PRPF31,699,512,34.383338928222656,0.0012525829,-0.015995432694410148,0.5063809822941228,0.6548997868160297,10281,0,6,0.0011786250641459,14541,10281,8.838251233100891e-05,-6.006656985846348e-05,4.862343121203594e-05,-0.0001233350485563,0.0003314260393381,0.0040000481531023,1.296401023864746e-05,2.3677956050960347e-05,Background,-0.015995432694410148,0.5063809822941228,0.6548997868160297,0.5063809822941228
AXDND1,647,1131,41.156455993652344,0.0013035628,-0.016027144938619103,0.5063936320275881,0.6548997868160297,10282,0,5,0.0012304651317754,11292,10282,0.0022287215106189,9.739782399265096e-06,2.3123819119064137e-05,-7.739104330539703e-05,-0.0024707440752536,0.0033750459551811,4.455459475138923e-06,-1.65235142048914e-05,Background,-0.016027144938619103,0.5063936320275881,0.6548997868160297,0.5063936320275881
GOLPH3,687,299,37.45207214355469,0.0012636062,-0.016047573567221952,0.5064017808232785,0.6548997868160297,10283,0,6,0.0012562246867251,9337,10283,0.0007684119045734,3.3970922231674194e-05,2.0585033780662343e-05,-0.0002565905451774,0.000398127362132,0.0035860154312103,-0.0002835802733898,8.396804332733154e-05,Background,-0.016047573567221952,0.5064017808232785,0.6548997868160297,0.5064017808232785
DTX2,683,684,42.01668548583984,0.0012673682,-0.016060625540992475,0.5064069871364927,0.6548997868160297,10284,0,6,0.0012076648766854,12897,10284,0.0002994351089,2.77124454441946e-05,3.603474397095851e-05,-6.417371332645416e-05,0.0004059504717588,0.0035989894531667,1.231582064065151e-05,-3.442912202444859e-05,Background,-0.016060625540992475,0.5064069871364927,0.6548997868160297,0.5064069871364927
BRMS1L,707,323,38.14421081542969,0.0012448604,-0.01606742597070783,0.5064096997654076,0.6548997868160297,10285,0,5,0.001171809632991,14832,10285,-8.783861994743347e-05,2.7101589239464374e-06,9.082630276679993e-05,-0.0003680922091007,0.0002743974328041,0.0043598846532404,6.184354424476624e-05,-2.744234006968327e-05,Background,-0.01606742597070783,0.5064096997654076,0.6548997868160297,0.5064096997654076
HSPB7,706,174,38.80546951293945,0.0012457229,-0.016077619592676923,0.5064137659069725,0.6548997868160297,10286,0,6,0.0012167571844611,12285,10286,0.0002198815345764,0.000116879120469,-2.916994708357379e-05,-0.0001052822917699,0.0004728306084871,0.0034854114055633,3.8119032979011536e-05,5.470595624501584e-06,Background,-0.016077619592676923,0.5064137659069725,0.6548997868160297,0.5064137659069725
SLC50A1,715,170,41.79815673828125,0.0012375271,-0.01608636229663532,0.5064172532902257,0.6548997868160297,10287,0,7,0.0012267703543261,11568,10287,0.0003695525228977,0.0001333430409431,3.158022809657268e-05,-0.0002948194742202,0.0002923868596553,0.0036737902555614,2.10106918530073e-06,4.8585246986476704e-05,Background,-0.01608636229663532,0.5064172532902257,0.6548997868160297,0.5064172532902257
SLC20A2,691,756,36.42949295043945,0.0012595778,-0.016094457720974148,0.5064204824792246,0.6548997868160297,10288,0,3,0.0012099192235047,12730,10288,0.0005182528402656,-0.0001174863427877,-5.8362249546917155e-05,-4.5182183384895325e-05,0.0003302097320556,0.0039603500626981,-8.425302803516388e-05,-0.0002029817551374,Background,-0.016094457720974148,0.5064204824792246,0.6548997868160297,0.5064204824792246
RFC4,704,370,41.794891357421875,0.0012474436,-0.01610003393236973,0.5064227067775144,0.6548997868160297,10289,0,5,0.0012373845607381,10780,10289,0.0006237551569938,4.248693585395813e-05,1.559033989906311e-05,-7.157027721405029e-05,0.0004982352256774,0.0032008402049541,-9.642913937568665e-06,-8.381903171539307e-05,Background,-0.01610003393236973,0.5064227067775144,0.6548997868160297,0.5064227067775144
KLC4,710,625,41.10643005371094,0.001241887,-0.016116342845772607,0.5064292122485641,0.6548997868160297,10290,0,7,0.0012096248224006,12755,10290,0.0003240574151277,7.404573261737823e-05,4.379824531497434e-05,1.0853633284568788e-05,0.00030517578125,0.0034425184130668,1.1401258234400302e-05,-3.0228860850911587e-05,Background,-0.016116342845772607,0.5064292122485641,0.6548997868160297,0.5064292122485641
RBM17,695,402,41.10223388671875,0.0012557069,-0.016116402092162346,0.5064292358813844,0.6548997868160297,10291,0,6,0.0012338808468257,11043,10291,0.0006433427333831,2.042205233010463e-05,5.2469793445197865e-05,-0.0002587288618087,0.0003350507467985,0.0036629943642765,1.887977668957319e-05,-9.557977318763732e-05,Background,-0.016116402092162346,0.5064292358813844,0.6548997868160297,0.5064292358813844
IL4,728,185,33.32527542114258,0.0012257105,-0.016148227869776464,0.5064419308776269,0.6548997868160297,10292,0,7,0.0012442286425304,10248,10292,0.000366561114788,8.305534720420837e-05,7.128901779651642e-05,0.0001467689871788,0.0003278460353612,0.0030955877155065,2.893991768360138e-05,-8.523091673851013e-05,Background,-0.016148227869776464,0.5064419308776269,0.6548997868160297,0.5064419308776269
