gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,tier,z_track_b,p_track_b,q_track_b,p_combined
MIER1,697,591,41.60858154296875,0.008989854,0.0782530487216934,0.4688133822860757,0.9116699690455118,8299,0,2,0.0014318429,10445,8299,0.02698657,-0.0031100316,-0.0062163156,0.00031948532,Background,0.0782530487216934,0.4688133822860757,0.9116699690455118,0.4688133822860757
RIIAD1,724,104,37.52139663696289,0.008718493,0.0780657742662325,0.46888786612954425,0.9116699690455118,8300,0,2,0.0017318997,5286,8300,0.0281827,-0.0062396117,-0.0071380567,0.0026319297,Background,0.0780657742662325,0.46888786612954425,0.9116699690455118,0.46888786612954425
CDK4,719,308,41.302154541015625,0.008760349,0.0778864842706143,0.46895917536932835,0.9116699690455118,8301,0,2,0.0016304115,6582,8301,0.027294617,-0.0029472532,-0.008218866,0.0013921948,Background,0.0778864842706143,0.46895917536932835,0.9116699690455118,0.46895917536932835
RAB7A,696,208,41.59696960449219,0.008987451,0.07788638866001221,0.46895921339692154,0.9116699690455118,8302,0,2,0.0015204464,9030,8302,0.023537524,-0.0006805812,-0.005576805,0.0006947643,Background,0.07788638866001221,0.46895921339692154,0.9116699690455118,0.46895921339692154
GNA11,658,375,34.41169357299805,0.009386236,0.07782246305189104,0.46898463885211067,0.9116699690455118,8303,0,2,0.0015558044,8219,8303,0.024451077,-0.0023442775,-0.0042149974,0.00088066666,Background,0.07782246305189104,0.46898463885211067,0.9116699690455118,0.46898463885211067
IGF1,731,154,41.17881393432617,0.008643596,0.07781138244001984,0.46898904601273567,0.9116699690455118,8304,0,2,0.0015508475,8345,8304,0.0370346,-0.0059166225,-0.014639297,0.0008085044,Background,0.07781138244001984,0.46898904601273567,0.9116699690455118,0.46898904601273567
AIG1,708,258,41.64757537841797,0.008858794,0.07762816916925507,0.469061917116013,0.9116699690455118,8305,0,2,0.001641058,6404,8305,0.02654423,-0.0036861058,-0.0066333916,0.001492854,Background,0.07762816916925507,0.469061917116013,0.9116699690455118,0.469061917116013
OLFML2B,678,791,41.33814239501953,0.009163829,0.07761337841747039,0.4690678000233252,0.9116699690455118,8306,0,3,0.0022834996,2114,8306,0.019119833,0.0030064415,-0.005009069,0.0012104474,Background,0.07761337841747039,0.4690678000233252,0.9116699690455118,0.4690678000233252
ICOS,724,224,41.562442779541016,0.008698845,0.07748611377936547,0.4691184188293393,0.9116699690455118,8307,0,2,0.001550581,8355,8307,0.03363377,-0.0072986167,-0.009752996,0.0008155259,Background,0.07748611377936547,0.4691184188293393,0.9116699690455118,0.4691184188293393
TMX4,681,359,41.03056716918945,0.009127588,0.077473815247135,0.4691233105289842,0.9116699690455118,8308,0,2,0.0015758227,7716,8308,0.022182968,0.0010192972,-0.004300842,-0.000646245,Background,0.077473815247135,0.4691233105289842,0.9116699690455118,0.4691233105289842
FGF8,714,161,26.26695442199707,0.00879094,0.07736128498071222,0.46916806927861426,0.9116699690455118,8309,0,2,0.0016785866,5846,8309,0.034565635,-0.0076731425,-0.01112879,0.0018181689,Background,0.07736128498071222,0.46916806927861426,0.9116699690455118,0.46916806927861426
IL20,686,190,40.72515106201172,0.009071741,0.07736042752716982,0.46916841033100887,0.9116699690455118,8310,0,2,0.0017933652,4907,8310,0.030643586,-0.0014525105,-0.01507672,0.004029125,Background,0.07736042752716982,0.46916841033100887,0.9116699690455118,0.46916841033100887
TMEM208,728,178,41.492958068847656,0.00865634,0.07735241831620468,0.46917159599808045,0.9116699690455118,8311,0,1,0.0013201269,13831,8311,0.032320168,-0.0040101763,-0.010246809,-0.00075050606,Background,0.07735241831620468,0.46917159599808045,0.9116699690455118,0.46917159599808045
CDH1,672,905,41.487091064453125,0.009207877,0.07704544124642451,0.4692936977438694,0.9116699690455118,8312,0,2,0.0015794472,7635,8312,0.024261367,-0.0018429367,-0.0050312923,0.0010286203,Background,0.07704544124642451,0.4692936977438694,0.9116699690455118,0.4692936977438694
MYH3,640,1964,42.83870697021485,0.009554879,0.07685138601742969,0.46937088572346164,0.9116699690455118,8313,0,2,0.0017651657,5049,8313,0.102633774,0.0028997455,-0.0033878936,-0.083035864,Background,0.07685138601742969,0.46937088572346164,0.9116699690455118,0.46937088572346164
PENK,707,394,41.73114776611328,0.008830635,0.07651081583181238,0.4695063547050411,0.9116699690455118,8314,0,2,0.0015356046,8684,8314,0.024925537,-0.0026494856,-0.005380745,0.0007659561,Background,0.07651081583181238,0.4695063547050411,0.9116699690455118,0.4695063547050411
NADK2,708,301,43.37417221069336,0.008815335,0.07635097255642698,0.46956993696063254,0.9116699690455118,8315,0,2,0.0016987699,5608,8315,0.024713136,-0.002311625,-0.0069378633,0.002167018,Background,0.07635097255642698,0.46956993696063254,0.9116699690455118,0.46956993696063254
MFAP3,714,375,41.436981201171875,0.0087513225,0.07619528127058238,0.46963186838909976,0.9116699690455118,8316,0,2,0.0015734243,7773,8316,0.028598279,-0.0038854256,-0.008176997,0.00096679956,Background,0.07619528127058238,0.46963186838909976,0.9116699690455118,0.46963186838909976
UBTD1,719,228,28.537443161010746,0.008699647,0.07609777600884131,0.46967065475003766,0.9116699690455118,8317,0,2,0.0015578689,8166,8317,0.027902495,-0.0045096325,-0.006869713,0.00087613286,Background,0.07609777600884131,0.46967065475003766,0.9116699690455118,0.46967065475003766
OR5BS1P,401,322,41.96625518798828,0.013390155,0.0760830562042376,0.46967651012730527,0.9116699690455118,8318,0,2,0.0019539206,3457,8318,0.048855547,-0.020692743,0.035889048,-0.037271544,Background,0.0760830562042376,0.46967651012730527,0.9116699690455118,0.46967651012730527
CDK5R1,709,319,36.48454666137695,0.008793486,0.0759979248649862,0.469710374571495,0.9116699690455118,8319,0,2,0.001515742,9130,8319,0.02721339,-0.0039284574,-0.006354899,0.00065692584,Background,0.0759979248649862,0.469710374571495,0.9116699690455118,0.469710374571495
GPATCH2L,716,489,41.87115478515625,0.008725193,0.07599734400727966,0.46971060563196754,0.9116699690455118,8320,0,2,0.0015898258,7388,8320,0.026863217,-0.0027400157,-0.0077556837,0.001082859,Background,0.07599734400727966,0.46971060563196754,0.9116699690455118,0.46971060563196754
SLC44A2,675,738,41.4502067565918,0.009139658,0.07598595073104178,0.46971513778667495,0.9116699690455118,8321,0,2,0.0019513805,3585,8321,0.05998188,0.028910918,-0.005315464,-0.06529801,Background,0.07598595073104178,0.46971513778667495,0.9116699690455118,0.46971513778667495
CTNS,694,401,41.246368408203125,0.008935482,0.07577045923156377,0.4698008593302025,0.9116699690455118,8322,0,2,0.0017488508,5167,8322,0.02342869,-0.0035000555,-0.0051180804,0.003060402,Background,0.07577045923156377,0.4698008593302025,0.9116699690455118,0.4698008593302025
HAND1,710,224,35.39630889892578,0.008774938,0.07574115228688202,0.4698125176084109,0.9116699690455118,8323,0,1,0.0013169692,14195,8323,0.02582629,-0.0012371507,-0.0065734615,-0.00046580215,Background,0.07574115228688202,0.4698125176084109,0.9116699690455118,0.4698125176084109
BAIAP3,673,1170,40.329368591308594,0.00915165,0.07571769592228497,0.46982184854937514,0.9116699690455118,8324,0,2,0.0015109897,9235,8324,0.026655769,-0.00285188,-0.006136949,0.0006363593,Background,0.07571769592228497,0.46982184854937514,0.9116699690455118,0.46982184854937514
CLDN20,710,222,42.96879577636719,0.008773732,0.07570569236783482,0.4698266235692996,0.9116699690455118,8325,0,3,0.0028702188,883,8325,0.016943464,0.0081702145,-0.010936035,0.0033698152,Background,0.07570569236783482,0.4698266235692996,0.9116699690455118,0.4698266235692996
CMTM5,722,165,38.92246627807617,0.008644363,0.07531610489300734,0.4699816040123442,0.9116699690455118,8326,0,2,0.001672017,5941,8326,0.028933156,-0.004770343,-0.008660282,0.0017861963,Background,0.07531610489300734,0.4699816040123442,0.9116699690455118,0.4699816040123442
MOGAT2,584,334,34.7007942199707,0.010183055,0.07516725899423282,0.4700408170853237,0.9116699690455118,8327,0,1,0.0013150909,14415,8327,0.023029944,-0.001279867,-0.0011843387,-0.00019963668,Background,0.07516725899423282,0.4700408170853237,0.9116699690455118,0.4700408170853237
AP5M1,714,499,41.71507263183594,0.008706505,0.07487623359521808,0.4701565931533427,0.9116699690455118,8328,0,2,0.0015932686,7314,8328,0.027776303,-0.005133778,-0.0063312026,0.0011016722,Background,0.07487623359521808,0.4701565931533427,0.9116699690455118,0.4701565931533427
CLDN12,720,257,41.2392463684082,0.008647405,0.07484129502162429,0.47017049262777605,0.9116699690455118,8329,0,2,0.001633903,6516,8329,0.02707202,-0.0035762442,-0.007625195,0.0014242237,Background,0.07484129502162429,0.47017049262777605,0.9116699690455118,0.47017049262777605
FNDC1,631,2204,41.93058013916016,0.00958194,0.07462761423235582,0.4702555012005899,0.9116699690455118,8330,0,2,0.0019620322,3082,8330,0.04950083,-0.0023467308,0.051906925,-0.07989714,Background,0.07462761423235582,0.4702555012005899,0.9116699690455118,0.4702555012005899
RAB5IF,724,129,25.215423583984375,0.008594784,0.07441607866516205,0.47033965767552965,0.9116699690455118,8331,0,1,0.0013192137,13930,8331,0.030143434,-0.0064280974,-0.0057965266,-0.0007292335,Background,0.07441607866516205,0.47033965767552965,0.9116699690455118,0.47033965767552965
MIA3,426,2236,42.12919616699219,0.012773476,0.07435182247989455,0.47036522136509973,0.9116699690455118,8332,0,3,0.0033900754,625,8332,0.008406291,0.019343514,0.039904278,-0.04210714,Background,0.07435182247989455,0.47036522136509973,0.9116699690455118,0.47036522136509973
CCKAR,714,445,41.49333190917969,0.008683918,0.07421146358699691,0.4704210621909444,0.9116699690455118,8333,0,2,0.0016115172,6916,8333,0.026797732,-0.003492041,-0.0071792193,0.0012413533,Background,0.07421146358699691,0.4704210621909444,0.9116699690455118,0.4704210621909444
AP3M1,716,434,41.85137939453125,0.008663954,0.07419411453457518,0.47042796443324053,0.9116699690455118,8334,0,2,0.001633847,6519,8334,0.025828227,-0.0037392909,-0.0061945105,0.0014334717,Background,0.07419411453457518,0.47042796443324053,0.9116699690455118,0.47042796443324053
DDO,709,371,41.68911361694336,0.008729023,0.07410298757193501,0.47046421903037,0.9116699690455118,8335,0,2,0.0016411971,6401,8335,0.026364878,-0.0032228194,-0.0071796263,0.0014956173,Background,0.07410298757193501,0.47046421903037,0.9116699690455118,0.47046421903037
IGHMBP2,643,1175,41.89360809326172,0.009421446,0.07398627699776188,0.4705106523504883,0.9116699690455118,8336,0,2,0.001963559,3017,8336,0.051529568,-0.0021826662,0.054308336,-0.084812365,Background,0.07398627699776188,0.4705106523504883,0.9116699690455118,0.4705106523504883
NUP88,701,764,42.103816986083984,0.008799543,0.07384985406339467,0.47056492874438866,0.9116699690455118,8337,0,2,0.0016168928,6824,8337,0.024771336,-0.0025096145,-0.0059610745,0.0012984374,Background,0.07384985406339467,0.47056492874438866,0.9116699690455118,0.47056492874438866
GPX7,716,191,41.48139190673828,0.008650931,0.07381064227959014,0.4705805294059766,0.9116699690455118,8338,0,2,0.0016619016,6073,8338,0.02712397,-0.0031409804,-0.008374183,0.0016930612,Background,0.07381064227959014,0.4705805294059766,0.9116699690455118,0.4705805294059766
IVNS1ABP,720,673,42.24185943603515,0.008607155,0.07365496219771245,0.4706424681778769,0.9116699690455118,8339,0,2,0.0014926641,9577,8339,0.028415155,-0.0035272734,-0.008222109,0.0005485231,Background,0.07365496219771245,0.4706424681778769,0.9116699690455118,0.4706424681778769
SAMD8,719,431,41.369384765625,0.008608627,0.07341568602850174,0.47073766781661475,0.9116699690455118,8340,0,2,0.0016238795,6688,8340,0.028265327,-0.0037236959,-0.008655021,0.0013306396,Background,0.07341568602850174,0.47073766781661475,0.9116699690455118,0.47073766781661475
GGACT,702,160,37.97905349731445,0.008774225,0.07339932786819936,0.4707441762189536,0.9116699690455118,8341,0,1,0.0013175748,14130,8341,0.02686999,-0.0033936468,-0.005374704,-0.0005531835,Background,0.07339932786819936,0.4707441762189536,0.9116699690455118,0.4707441762189536
FBXL8,700,389,40.07048034667969,0.008791155,0.0733109145828743,0.47077935324584474,0.9116699690455118,8342,0,2,0.0015552752,8235,8342,0.025588945,-0.0019337335,-0.0069445707,0.0008716677,Background,0.0733109145828743,0.47077935324584474,0.9116699690455118,0.47077935324584474
NLRP1,286,1189,41.45878982543945,0.016687525,0.07329966885999649,0.47078382760216175,0.9116699690455118,8343,0,3,0.0019338306,4199,8343,0.055078164,0.018761542,-0.040464662,1.8606316e-09,Background,0.07329966885999649,0.47078382760216175,0.9116699690455118,0.47078382760216175
TRIM2,701,746,41.43995666503906,0.008780395,0.07328809288330161,0.470788433361021,0.9116699690455118,8344,0,2,0.0016399041,6424,8344,0.023874905,-0.002095513,-0.005725082,0.0015064788,Background,0.07328809288330161,0.470788433361021,0.9116699690455118,0.470788433361021
MAT1A,712,396,41.531402587890625,0.008667489,0.0731558141199059,0.4708410636757047,0.9116699690455118,8345,0,2,0.00163501,6500,8345,0.026317874,-0.0025854101,-0.007837333,0.0014398438,Background,0.0731558141199059,0.4708410636757047,0.9116699690455118,0.4708410636757047
MANF,724,190,41.70219421386719,0.008551205,0.07313039949388875,0.470851175559499,0.9116699690455118,8346,0,2,0.0016641137,6045,8346,0.031066867,-0.003414004,-0.012235024,0.0016845847,Background,0.07313039949388875,0.470851175559499,0.9116699690455118,0.470851175559499
PAX7,669,520,41.79182815551758,0.009105102,0.07312137030475035,0.47085476806667426,0.9116699690455118,8347,0,2,0.0015175991,9098,8347,0.025676247,-0.002318963,-0.0058186064,0.00067152584,Background,0.07312137030475035,0.47085476806667426,0.9116699690455118,0.47085476806667426
CXCR5,710,381,39.97697448730469,0.008685108,0.07309988816747169,0.4708633153257044,0.9116699690455118,8348,0,2,0.0016972733,5622,8348,0.026640981,-0.003736862,-0.007653598,0.0021197048,Background,0.07309988816747169,0.4708633153257044,0.9116699690455118,0.4708633153257044
PSPC1,672,536,41.87125778198242,0.00906975,0.07302298066453285,0.4708939152005574,0.9116699690455118,8349,0,2,0.0015295047,8821,8349,0.05144251,-0.029344978,-0.0046354383,0.00067740935,Background,0.07302298066453285,0.4708939152005574,0.9116699690455118,0.4708939152005574
CYP7B1,706,528,41.72614669799805,0.00872152,0.07301538461308718,0.4708969375186943,0.9116699690455118,8350,0,2,0.0014381672,10383,8350,0.028161217,-0.0036281557,-0.007428672,0.00033864175,Background,0.07301538461308718,0.4708969375186943,0.9116699690455118,0.4708969375186943
RAD51C,651,378,41.542537689208984,0.009295588,0.0729484096273847,0.47092358560900505,0.9116699690455118,8351,0,2,0.0014311812,10458,8351,0.07130342,-0.04944104,-0.0035515,0.00028030574,Background,0.0729484096273847,0.47092358560900505,0.9116699690455118,0.47092358560900505
HOXB7,708,229,38.02359390258789,0.008698233,0.07290951560262228,0.4709390608715424,0.9116699690455118,8352,0,2,0.0015494035,8384,8352,0.025442492,-0.0025863172,-0.0062985495,0.0008388415,Background,0.07290951560262228,0.4709390608715424,0.9116699690455118,0.4709390608715424
BTG4,716,234,42.72459411621094,0.008619647,0.07288946082946701,0.470947040337504,0.9116699690455118,8353,0,1,0.0013210232,13724,8353,0.03477051,-0.007608152,-0.009896534,-2.6531518e-05,Background,0.07288946082946701,0.470947040337504,0.9116699690455118,0.470947040337504
MSANTD4,710,494,41.13329315185547,0.0086717345,0.07270666824427303,0.471019771052294,0.9116699690455118,8354,0,2,0.0015806234,7606,8354,0.023981066,-0.0040258802,-0.0036499659,0.001038251,Background,0.07270666824427303,0.471019771052294,0.9116699690455118,0.471019771052294
SOX9,637,574,31.612524032592773,0.009445271,0.07269404938218937,0.4710247919637444,0.9116699690455118,8355,0,2,0.0013801977,10880,8355,0.050421607,-0.0249503,-0.0067188237,0.00013805961,Background,0.07269404938218937,0.4710247919637444,0.9116699690455118,0.4710247919637444
SLITRK1,710,704,37.964691162109375,0.008665617,0.07252679589371652,0.4710913407885272,0.9116699690455118,8356,0,2,0.0015218785,9006,8356,0.026482638,-0.0035863197,-0.006254432,0.0006893486,Background,0.07252679589371652,0.4710913407885272,0.9116699690455118,0.4710913407885272
RANBP6,714,1105,42.133827209472656,0.0086209215,0.0723573800954794,0.4711587508020438,0.9116699690455118,8357,0,2,0.0015726868,7789,8357,0.02670074,-0.0053048856,-0.0051251687,0.00097115093,Background,0.0723573800954794,0.4711587508020438,0.9116699690455118,0.4711587508020438
RIC3,697,390,41.36100387573242,0.008787378,0.07231875589587346,0.47117411936538434,0.9116699690455118,8358,0,1,0.0013161633,14299,8358,0.024551533,-0.00205372,-0.0045402776,-0.0003827877,Background,0.07231875589587346,0.47117411936538434,0.9116699690455118,0.47117411936538434
SLC17A6,708,582,41.709190368652344,0.008668691,0.07204131931793628,0.4712845125991689,0.9116699690455118,8359,0,2,0.0014846097,9727,8359,0.02498854,-0.0036124042,-0.004563532,0.00052477943,Background,0.07204131931793628,0.4712845125991689,0.9116699690455118,0.4712845125991689
TNFRSF14,396,336,38.85963821411133,0.013340762,0.07171558507222767,0.47141412650265535,0.9116699690455118,8360,0,3,0.0019272328,4333,8360,0.025452368,0.0006133476,-0.0007772222,0.0013930211,Background,0.07171558507222767,0.47141412650265535,0.9116699690455118,0.47141412650265535
CERS5,706,397,41.34083938598633,0.008676915,0.07170515209833296,0.47141827796911506,0.9116699690455118,8361,0,2,0.001631459,6564,8361,0.024550721,-0.0012418213,-0.0073783994,0.0014233283,Background,0.07170515209833296,0.47141827796911506,0.9116699690455118,0.47141827796911506
CPLX2,726,134,25.12119483947754,0.008463944,0.07111434774546571,0.4716533746163705,0.9116699690455118,8362,0,2,0.0014936739,9559,8362,0.032485943,-0.005986398,-0.010114628,0.00054297736,Background,0.07111434774546571,0.4716533746163705,0.9116699690455118,0.4716533746163705
ATP2A3,671,1046,35.35633850097656,0.009013439,0.07107398308472754,0.4716694371417791,0.9116699690455118,8363,0,2,0.0015316445,8785,8363,0.025368417,-0.0036020412,-0.0044827294,0.0007432294,Background,0.07107398308472754,0.4716694371417791,0.9116699690455118,0.4716694371417791
B9D1,727,205,30.680145263671875,0.00844431,0.07081319433270664,0.47177321531464605,0.9116699690455118,8364,0,2,0.0015990611,7167,8364,0.028821517,-0.0078027807,-0.0052671507,0.0011370471,Background,0.07081319433270664,0.47177321531464605,0.9116699690455118,0.47177321531464605
RND1,725,240,41.58595275878906,0.008462957,0.07080627195063689,0.47177597003077215,0.9116699690455118,8365,0,1,0.0013202565,13814,8365,0.03265369,-0.0073341206,-0.008375309,-1.8341467e-05,Background,0.07080627195063689,0.47177597003077215,0.9116699690455118,0.47177597003077215
FEM1A,582,695,37.68956756591797,0.010054692,0.07077765912631306,0.47178735632914953,0.9116699690455118,8366,0,2,0.0018154035,4822,8366,0.0041956035,0.09077208,-0.003672136,-0.07118617,Background,0.07077765912631306,0.47178735632914953,0.9116699690455118,0.47178735632914953
TPRG1L,671,287,41.03897476196289,0.0090018045,0.07073525842835962,0.4718042294698801,0.9116699690455118,8367,0,2,0.0015330758,8745,8367,0.026226265,-0.002282858,-0.006686814,0.0007470151,Background,0.07073525842835962,0.4718042294698801,0.9116699690455118,0.4718042294698801
ETS1,712,497,40.54525375366211,0.008580082,0.0705845407199807,0.4718642072199555,0.9116699690455118,8368,0,2,0.0016445158,6339,8368,0.025491105,-0.0039906455,-0.0058746403,0.0015343489,Background,0.0705845407199807,0.4718642072199555,0.9116699690455118,0.4718642072199555
GPR65,721,365,41.96830368041992,0.008493266,0.07057958056441481,0.4718661811128027,0.9116699690455118,8369,0,2,0.0016220891,6734,8369,0.030910973,-0.005576293,-0.009649012,0.0013008676,Background,0.07057958056441481,0.4718661811128027,0.9116699690455118,0.4718661811128027
PLEKHA2,696,432,41.61669921875,0.00873746,0.07056133083160923,0.47187344359602,0.9116699690455118,8370,0,2,0.0016622031,6069,8370,0.024384802,-0.0038894592,-0.004744839,0.0017244142,Background,0.07056133083160923,0.47187344359602,0.9116699690455118,0.47187344359602
TMED7,708,232,37.78147888183594,0.008617243,0.07052933764931114,0.47188617530907145,0.9116699690455118,8371,0,2,0.0016742923,5904,8371,0.025875801,-0.003728453,-0.006754904,0.0018420301,Background,0.07052933764931114,0.47188617530907145,0.9116699690455118,0.47188617530907145
SLC20A1,715,739,45.03927993774414,0.008546001,0.07043685580211839,0.47192297869727456,0.9116699690455118,8372,0,2,0.0015673827,7929,8372,0.027317598,-0.004084263,-0.0070766527,0.0009353162,Background,0.07043685580211839,0.47192297869727456,0.9116699690455118,0.47192297869727456
TMEM88,716,172,33.88271713256836,0.008535698,0.07041751793353355,0.47193067428197444,0.9116699690455118,8373,0,3,0.0015650556,7994,8373,0.026756529,0.0002830592,-0.010318793,0.0003506121,Background,0.07041751793353355,0.47193067428197444,0.9116699690455118,0.47193067428197444
SAA4,311,143,33.63977813720703,0.015670076,0.07031869053142263,0.47197000321852534,0.9116699690455118,8374,0,2,0.0019460579,3804,8374,0.03010022,0.041949287,-0.04070937,-2.1522114e-12,Background,0.07031869053142263,0.47197000321852534,0.9116699690455118,0.47197000321852534
NOMO3,660,1250,41.90216827392578,0.009102818,0.0702327532723731,0.47200420267023346,0.9116699690455118,8375,0,2,0.0014896595,9645,8375,0.024388885,-0.0016047712,-0.0051269718,0.0005484908,Background,0.0702327532723731,0.47200420267023346,0.9116699690455118,0.47200420267023346
PPP1R8,719,357,36.99163818359375,0.008500354,0.07022520120712937,0.4720072080876938,0.9116699690455118,8376,0,2,0.0016184754,6798,8376,0.028467929,-0.005574054,-0.007178723,0.0012855752,Background,0.07022520120712937,0.4720072080876938,0.9116699690455118,0.4720072080876938
FAP,709,762,41.2259521484375,0.008594736,0.07015552244819004,0.47203493749940933,0.9116699690455118,8377,0,2,0.0015838584,7518,8377,0.025378011,-0.0033204136,-0.005919121,0.0010509954,Background,0.07015552244819004,0.47203493749940933,0.9116699690455118,0.47203493749940933
PCDH12,715,1215,41.91458511352539,0.008536045,0.0701437645396256,0.47203961669898303,0.9116699690455118,8378,0,2,0.0017046793,5540,8378,0.026258344,-0.0052040545,-0.006210126,0.0022279234,Background,0.0701437645396256,0.47203961669898303,0.9116699690455118,0.47203961669898303
MOS,698,363,36.907936096191406,0.00870056,0.07006788085211514,0.47206981560786104,0.9116699690455118,8379,0,3,0.0018249796,4793,8379,0.024144359,0.00042938348,-0.008382898,0.0012102728,Background,0.07006788085211514,0.47206981560786104,0.9116699690455118,0.47206981560786104
MB,712,154,36.82427978515625,0.0085574,0.06991729869980953,0.4721297422259765,0.9116699690455118,8380,0,1,0.0013189306,13965,8380,0.029524881,-0.0013015997,-0.008539552,-0.0025689225,Background,0.06991729869980953,0.4721297422259765,0.9116699690455118,0.4721297422259765
HSD17B2,711,400,42.6847038269043,0.0085648345,0.06984998098870891,0.47215653260880697,0.9116699690455118,8381,0,3,0.002050486,2504,8381,0.059310347,-0.044466347,0.0012068413,0.0010788296,Background,0.06984998098870891,0.47215653260880697,0.9116699690455118,0.47215653260880697
MFSD6,704,793,41.8205680847168,0.008631612,0.06979532328115168,0.47217828479147106,0.9116699690455118,8382,0,2,0.0015720715,7804,8382,0.025321126,-0.0012384504,-0.0077941017,0.0009746405,Background,0.06979532328115168,0.47217828479147106,0.9116699690455118,0.47217828479147106
ERP44,714,409,41.2484130859375,0.0085318,0.06973439783631777,0.4722025314496196,0.9116699690455118,8383,0,2,0.0015938947,7300,8383,0.028839186,-0.0053729424,-0.0075032124,0.0011005618,Background,0.06973439783631777,0.4722025314496196,0.9116699690455118,0.4722025314496196
ESD,707,316,41.64430236816406,0.008598185,0.06968112444579748,0.4722237328841822,0.9116699690455118,8384,0,2,0.001715114,5425,8384,0.025427528,-0.002894389,-0.0077338964,0.0023971149,Background,0.06968112444579748,0.4722237328841822,0.9116699690455118,0.4722237328841822
LIX1,714,284,41.140037536621094,0.00852862,0.06964080556527055,0.47223977881041956,0.9116699690455118,8385,0,1,0.0013179113,14094,8385,0.02748556,-0.003814417,-0.006362783,-0.0002511231,Background,0.06964080556527055,0.47223977881041956,0.9116699690455118,0.47223977881041956
PIGF,721,219,41.39702606201172,0.008459161,0.0695741254822348,0.47226631594800267,0.9116699690455118,8386,0,1,0.0013190871,13948,8386,0.029864054,-0.0045636687,-0.0079980595,-0.0003840013,Background,0.0695741254822348,0.47226631594800267,0.9116699690455118,0.47226631594800267
PCYOX1L,708,507,41.98601150512695,0.008583528,0.06953850298211908,0.4722804929332177,0.9116699690455118,8387,0,2,0.0016438555,6352,8387,0.024963608,-0.0022533694,-0.0070761796,0.001533001,Background,0.06953850298211908,0.4722804929332177,0.9116699690455118,0.4722804929332177
HDDC3,715,179,34.57326889038086,0.008511301,0.06941533442721871,0.4723295116268165,0.9116699690455118,8388,0,2,0.0016232282,6708,8388,0.027089452,-0.005278069,-0.0061218236,0.0013330412,Background,0.06941533442721871,0.4723295116268165,0.9116699690455118,0.4723295116268165
SNX10,717,209,42.04069137573242,0.008491773,0.0694073117272782,0.4723327045201827,0.9116699690455118,8389,0,2,0.0015861526,7470,8389,0.028766071,-0.0038285656,-0.009002185,0.001048214,Background,0.0694073117272782,0.4723327045201827,0.9116699690455118,0.4723327045201827
SLC15A4,645,600,42.28528594970703,0.009234604,0.06923978922041715,0.4723993759351508,0.9116699690455118,8390,0,2,0.0015183113,9081,8390,0.023947377,-0.0025678317,-0.003592643,0.00068230764,Background,0.06923978922041715,0.4723993759351508,0.9116699690455118,0.4723993759351508
MTHFS,658,154,32.00572967529297,0.00908894,0.06919697522779014,0.4724164153785107,0.9116699690455118,8391,0,3,0.0022620005,2168,8391,0.020717008,0.0032576136,-0.006848342,0.0010515931,Background,0.06919697522779014,0.4724164153785107,0.9116699690455118,0.4724164153785107
DAB2IP,639,1148,41.754608154296875,0.009300001,0.0691638615578716,0.47242959424716346,0.9116699690455118,8392,0,2,0.0019629456,3044,8392,0.050443154,-0.0027384679,0.05359959,-0.08270428,Background,0.0691638615578716,0.47242959424716346,0.9116699690455118,0.47242959424716346
KCNJ2,725,428,36.04268264770508,0.008406331,0.06913527972718236,0.47244096951898057,0.9116699690455118,8393,0,2,0.0015251233,8939,8393,0.02586179,-0.0039260723,-0.005830968,0.00070790877,Background,0.06913527972718236,0.47244096951898057,0.9116699690455118,0.47244096951898057
TOR1AIP1,644,660,41.847652435302734,0.009240901,0.06909600403054891,0.47245660087506114,0.9116699690455118,8394,0,2,0.0013956949,10785,8394,0.10403155,-0.02626393,-0.05945343,0.00016763085,Background,0.06909600403054891,0.47245660087506114,0.9116699690455118,0.47245660087506114
SDR39U1,711,293,40.9837646484375,0.0085373875,0.06904276228113841,0.4724777906558833,0.9116699690455118,8395,0,2,0.0015851001,7491,8395,0.028819583,-0.0040935413,-0.008692224,0.0010409616,Background,0.06904276228113841,0.4724777906558833,0.9116699690455118,0.4724777906558833
LRRC42,726,436,41.933650970458984,0.008392355,0.06900130711658839,0.4724942895262677,0.9116699690455118,8396,0,2,0.0016763224,5877,8396,0.030127404,-0.005995362,-0.009171783,0.0018244614,Background,0.06900130711658839,0.4724942895262677,0.9116699690455118,0.4724942895262677
CCNI,716,429,41.49048614501953,0.008484401,0.06890703830027173,0.4725318080424689,0.9116699690455118,8397,0,2,0.0014624994,10078,8397,0.02594445,-0.004834555,-0.004573904,0.00043280685,Background,0.06890703830027173,0.4725318080424689,0.9116699690455118,0.4725318080424689
SDC3,643,499,40.771446228027344,0.009245112,0.06889126622224014,0.47253808527424723,0.9116699690455118,8398,0,1,0.0013158256,14341,8398,0.02405223,-0.001577476,-0.0036975192,-0.00028701266,Background,0.06889126622224014,0.47253808527424723,0.9116699690455118,0.47253808527424723
