gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,composite_rank,tier,z_track_b,p_track_b,q_track_b,p_combined
FAM43B,663,374,29.47617530822754,0.024861801,0.05253250356944267,0.47905219848901565,0.768483839414457,7081,0,0,0.0,7081,Background,0.05253250356944267,0.47905219848901565,0.768483839414457,0.47905219848901565
NOTCH2NLR,700,283,41.738258361816406,0.024915095,0.05252935584776561,0.47905345251684134,0.768483839414457,7082,0,0,0.0,7082,Background,0.05252935584776561,0.47905345251684134,0.768483839414457,0.47905345251684134
EN1,618,478,39.0010871887207,0.024790598,0.052528379276706866,0.4790538415751952,0.768483839414457,7083,0,0,0.0,7083,Background,0.052528379276706866,0.4790538415751952,0.768483839414457,0.4790538415751952
P3H1,694,747,41.367488861083984,0.024906436,0.05246841805317884,0.4790777297009344,0.768483839414457,7084,0,0,0.0,7084,Background,0.05246841805317884,0.4790777297009344,0.768483839414457,0.4790777297009344
TOP3B,692,868,41.26276779174805,0.024902971,0.05233719541284029,0.4791300081312732,0.768483839414457,7085,0,0,0.0,7085,Background,0.05233719541284029,0.4791300081312732,0.768483839414457,0.4791300081312732
GRIA3,647,896,40.88883972167969,0.02483617,0.05229769085682914,0.47914574661516907,0.768483839414457,7086,0,0,0.0,7086,Background,0.05229769085682914,0.47914574661516907,0.768483839414457,0.47914574661516907
MSN,693,578,40.92886734008789,0.024903927,0.05224720274086617,0.4791658609601963,0.768483839414457,7087,0,0,0.0,7087,Background,0.05224720274086617,0.4791658609601963,0.768483839414457,0.4791658609601963
RFTN2,711,539,43.231441497802734,0.024928696,0.05224142184484526,0.4791681640587748,0.768483839414457,7088,0,0,0.0,7088,Background,0.05224142184484526,0.4791681640587748,0.768483839414457,0.4791681640587748
NEK1,476,1143,41.740745544433594,0.024547169,0.05220069841816609,0.47918438821843107,0.768483839414457,7089,0,0,0.0,7089,Background,0.05220069841816609,0.47918438821843107,0.768483839414457,0.47918438821843107
GPN2,721,317,41.83086013793945,0.024941804,0.05218830860689236,0.4791893243097996,0.768483839414457,7090,0,0,0.0,7090,Background,0.05218830860689236,0.4791893243097996,0.768483839414457,0.4791893243097996
HMOX2,728,341,38.81879425048828,0.02495087,0.05216209110814746,0.47919976935183944,0.768483839414457,7091,0,0,0.0,7091,Background,0.05216209110814746,0.47919976935183944,0.768483839414457,0.47919976935183944
RNF40,717,1018,41.78304672241211,0.024936121,0.05211487754504668,0.4792185792543618,0.768483839414457,7092,0,0,0.0,7092,Background,0.05211487754504668,0.4792185792543618,0.768483839414457,0.4792185792543618
DESI1,709,169,41.39503479003906,0.024924947,0.05203334392157935,0.4792510623916841,0.768483839414457,7093,0,0,0.0,7093,Background,0.05203334392157935,0.4792510623916841,0.768483839414457,0.4792510623916841
BEST3,697,715,41.58424758911133,0.024908433,0.05202969007298483,0.4792525180945436,0.768483839414457,7094,0,0,0.0,7094,Background,0.05202969007298483,0.4792525180945436,0.768483839414457,0.4792525180945436
FEZF2,695,492,41.9080696105957,0.024905385,0.05197823916199759,0.47927301630174857,0.768483839414457,7095,0,0,0.0,7095,Background,0.05197823916199759,0.47927301630174857,0.768483839414457,0.47927301630174857
SMIM6,720,78,25.04037094116211,0.024938982,0.05188887004765955,0.4793086213725053,0.768483839414457,7096,0,0,0.0,7096,Background,0.05188887004765955,0.4793086213725053,0.768483839414457,0.4793086213725053
LTO1,693,139,41.535255432128906,0.024901936,0.05184900274086621,0.47932450474620497,0.768483839414457,7097,0,0,0.0,7097,Background,0.05184900274086621,0.47932450474620497,0.768483839414457,0.47932450474620497
HEXA,706,530,41.476173400878906,0.024919938,0.051848439098989285,0.4793247293047386,0.768483839414457,7098,0,0,0.0,7098,Background,0.051848439098989285,0.4793247293047386,0.768483839414457,0.4793247293047386
IGF2BP1,652,576,41.426326751708984,0.024841618,0.0518394054123017,0.47932832838426553,0.768483839414457,7099,0,0,0.0,7099,Background,0.0518394054123017,0.47932832838426553,0.768483839414457,0.47932832838426553
SPRY4,720,308,37.68424606323242,0.02493872,0.051836470047660066,0.4793294978529917,0.768483839414457,7100,0,0,0.0,7100,Background,0.051836470047660066,0.4793294978529917,0.768483839414457,0.4793294978529917
CFAP119,702,379,41.25299453735352,0.024914047,0.0517675677456593,0.4793569490378217,0.768483839414457,7101,0,0,0.0,7101,Background,0.0517675677456593,0.4793569490378217,0.768483839414457,0.4793569490378217
TRMT13,697,506,43.43876647949219,0.024907086,0.05176029007298438,0.4793598485219611,0.768483839414457,7102,0,0,0.0,7102,Background,0.05176029007298438,0.4793598485219611,0.768483839414457,0.4793598485219611
FLT3LG,677,257,38.68544387817383,0.024878228,0.05168096582475398,0.47939145202010425,0.768483839414457,7103,0,0,0.0,7103,Background,0.05168096582475398,0.47939145202010425,0.768483839414457,0.47939145202010425
DDIT4L,710,210,40.92635726928711,0.02492424,0.05162079676233819,0.4794154240053408,0.768483839414457,7104,0,0,0.0,7104,Background,0.05162079676233819,0.4794154240053408,0.768483839414457,0.4794154240053408
PYGO2,691,421,41.85926818847656,0.024897767,0.05157819826796112,0.47943239573709534,0.768483839414457,7105,0,0,0.0,7105,Background,0.05157819826796112,0.47943239573709534,0.768483839414457,0.47943239573709534
TNFRSF11A,643,655,47.943355560302734,0.02482617,0.051548976762727516,0.4794440379435673,0.768483839414457,7106,0,0,0.0,7106,Background,0.051548976762727516,0.4794440379435673,0.768483839414457,0.4794440379435673
PTX3,690,398,41.32672119140625,0.024895728,0.05145281351623607,0.47948235068544187,0.768483839414457,7107,0,0,0.0,7107,Background,0.05145281351623607,0.47948235068544187,0.768483839414457,0.47948235068544187
TLN2,628,2591,41.58096694946289,0.024801385,0.05139029732341496,0.4795072580864058,0.768483839414457,7108,0,0,0.0,7108,Background,0.05139029732341496,0.4795072580864058,0.768483839414457,0.4795072580864058
TMEM276,704,199,42.01768112182617,0.024914872,0.05138273439224336,0.47951027127850815,0.768483839414457,7109,0,0,0.0,7109,Background,0.05138273439224336,0.47951027127850815,0.768483839414457,0.47951027127850815
CFAP100,645,642,40.75408935546875,0.024828194,0.05132667882470979,0.47953260474492926,0.768483839414457,7110,0,0,0.0,7110,Background,0.05132667882470979,0.47953260474492926,0.768483839414457,0.47953260474492926
HYLS1,705,401,42.18984603881836,0.02491485,0.05110429552465448,0.47962120656691337,0.768483839414457,7111,0,0,0.0,7111,Background,0.05110429552465448,0.47962120656691337,0.768483839414457,0.47962120656691337
EEF1B2,710,232,42.02309799194336,0.024921445,0.05106179676233821,0.4796381390132264,0.768483839414457,7112,0,0,0.0,7112,Background,0.05106179676233821,0.4796381390132264,0.768483839414457,0.4796381390132264
IFI16,104,852,42.01321029663086,0.023005353,0.0509665078860336,0.4796761043413517,0.768483839414457,7113,0,0,0.0,7113,Background,0.0509665078860336,0.4796761043413517,0.768483839414457,0.4796761043413517
PAQR8,713,358,39.41912841796875,0.024924975,0.05095778070504653,0.4796795814646149,0.768483839414457,7114,0,0,0.0,7114,Background,0.05095778070504653,0.4796795814646149,0.768483839414457,0.4796795814646149
REXO5,508,794,42.83685302734375,0.024582867,0.05093551233521481,0.4796884537371202,0.768483839414457,7115,0,0,0.0,7115,Background,0.05093551233521481,0.4796884537371202,0.768483839414457,0.4796884537371202
CLPP,693,291,30.684329986572266,0.024897346,0.050931002740866455,0.479690250472918,0.768483839414457,7116,0,0,0.0,7116,Background,0.050931002740866455,0.479690250472918,0.768483839414457,0.479690250472918
TIMM8B,724,85,41.73481750488281,0.024939273,0.050890520662923155,0.4797063795693087,0.768483839414457,7117,0,0,0.0,7117,Background,0.050890520662923155,0.4797063795693087,0.768483839414457,0.4797063795693087
KAT14,695,789,43.281158447265625,0.024899786,0.05085843916199789,0.47971916168432194,0.768483839414457,7118,0,0,0.0,7118,Background,0.05085843916199789,0.47971916168432194,0.768483839414457,0.47971916168432194
RECQL5,686,1035,41.65959548950195,0.024886852,0.050813443035381545,0.47973708936152465,0.768483839414457,7119,0,0,0.0,7119,Background,0.050813443035381545,0.47973708936152465,0.768483839414457,0.47973708936152465
CDC14A,643,628,42.16752624511719,0.024822185,0.05075197676272722,0.4797615792578371,0.768483839414457,7120,0,0,0.0,7120,Background,0.05075197676272722,0.4797615792578371,0.768483839414457,0.4797615792578371
RBP1,143,198,31.938156127929688,0.02342474,0.05075142800710159,0.47976179789789686,0.768483839414457,7121,0,0,0.0,7121,Background,0.05075142800710159,0.47976179789789686,0.768483839414457,0.47976179789789686
SLC9C1,226,1138,42.77495193481445,0.023928678,0.050732962940290255,0.47976915491634237,0.768483839414457,7122,0,0,0.0,7122,Background,0.050732962940290255,0.47976915491634237,0.768483839414457,0.47976915491634237
PSMD13,700,376,40.76046371459961,0.024906067,0.05072375584776537,0.4797728232917551,0.768483839414457,7123,0,0,0.0,7123,Background,0.05072375584776537,0.4797728232917551,0.768483839414457,0.4797728232917551
CPLX3,724,158,33.04480743408203,0.02493805,0.05064592066292284,0.47980383517825315,0.768483839414457,7124,0,0,0.0,7124,Background,0.05064592066292284,0.47980383517825315,0.768483839414457,0.47980383517825315
NOSIP,698,306,35.74904251098633,0.02490281,0.05062691555433527,0.47981140740561395,0.768483839414457,7125,0,0,0.0,7125,Background,0.05062691555433527,0.47981140740561395,0.768483839414457,0.47981140740561395
AMIGO1,722,501,41.73497009277344,0.024934942,0.05055149783081553,0.47984145624808006,0.768483839414457,7126,0,0,0.0,7126,Background,0.05055149783081553,0.47984145624808006,0.768483839414457,0.47984145624808006
NUCB1,665,472,35.78375244140625,0.024854746,0.05052252399090282,0.47985300038662565,0.768483839414457,7127,0,0,0.0,7127,Background,0.05052252399090282,0.47985300038662565,0.768483839414457,0.47985300038662565
PIGP,243,158,41.434715270996094,0.023994962,0.05047327307501346,0.47987262362336586,0.768483839414457,7128,0,0,0.0,7128,Background,0.05047327307501346,0.47987262362336586,0.768483839414457,0.47987262362336586
SNX29,629,864,41.975547790527344,0.024798235,0.050435078426511876,0.47988784170145377,0.768483839414457,7129,0,0,0.0,7129,Background,0.050435078426511876,0.47988784170145377,0.768483839414457,0.47988784170145377
REEP5,708,189,41.49760818481445,0.024915315,0.05037866534248481,0.47991031869232875,0.768483839414457,7130,0,0,0.0,7130,Background,0.05037866534248481,0.47991031869232875,0.768483839414457,0.47991031869232875
DENND10,685,367,41.24699020385742,0.024883075,0.05034355379492164,0.4799243084212634,0.768483839414457,7131,0,0,0.0,7131,Background,0.05034355379492164,0.4799243084212634,0.768483839414457,0.4799243084212634
SFTPB,694,436,34.97957992553711,0.024895426,0.050266418053178386,0.47995504221801083,0.768483839414457,7132,0,0,0.0,7132,Background,0.050266418053178386,0.47995504221801083,0.768483839414457,0.47995504221801083
PLD5,650,550,41.502593994140625,0.024830617,0.0502562160859539,0.4799591070765132,0.768483839414457,7133,0,0,0.0,7133,Background,0.0502562160859539,0.4799591070765132,0.768483839414457,0.4799591070765132
C5orf58,704,87,40.79246520996094,0.02490892,0.050192334392243354,0.47998456006252443,0.768483839414457,7134,0,0,0.0,7134,Background,0.050192334392243354,0.47998456006252443,0.768483839414457,0.47998456006252443
EPN3,715,666,41.82061767578125,0.024923684,0.050162404540396444,0.47999648532389527,0.768483839414457,7135,0,0,0.0,7135,Background,0.050162404540396444,0.47999648532389527,0.768483839414457,0.47999648532389527
FGD1,653,1059,42.16709518432617,0.024834687,0.05014576361593304,0.48000311574781146,0.768483839414457,7136,0,0,0.0,7136,Background,0.05014576361593304,0.48000311574781146,0.768483839414457,0.48000311574781146
HKDC1,669,963,41.81705474853515,0.024858804,0.05014423292259082,0.48000372563883,0.768483839414457,7137,0,0,0.0,7137,Background,0.05014423292259082,0.48000372563883,0.768483839414457,0.48000372563883
GFI1,684,490,40.34657669067383,0.024880517,0.05011809044592544,0.48001414188115593,0.768483839414457,7138,0,0,0.0,7138,Background,0.05011809044592544,0.48001414188115593,0.768483839414457,0.48001414188115593
SESTD1,689,699,41.9417610168457,0.024886629,0.049916043378897546,0.4800946462365275,0.768483839414457,7139,0,0,0.0,7139,Background,0.049916043378897546,0.4800946462365275,0.768483839414457,0.4800946462365275
IGHG2,189,423,38.190696716308594,0.023730934,0.04990947382188638,0.4800972638479451,0.768483839414457,7140,0,0,0.0,7140,Background,0.04990947382188638,0.4800972638479451,0.768483839414457,0.4800972638479451
RPL13A,704,207,28.885093688964844,0.024907354,0.04987913439224306,0.48010935247286135,0.768483839414457,7141,0,0,0.0,7141,Background,0.04987913439224306,0.48010935247286135,0.768483839414457,0.48010935247286135
TSSK3,725,269,41.83385467529297,0.024935225,0.0498181504891726,0.48013365132150543,0.768483839414457,7142,0,0,0.0,7142,Background,0.0498181504891726,0.48013365132150543,0.768483839414457,0.48013365132150543
MSLNL,263,807,34.28852462768555,0.024059467,0.049753608361959245,0.48015936801402453,0.768483839414457,7143,0,0,0.0,7143,Background,0.049753608361959245,0.48015936801402453,0.768483839414457,0.48015936801402453
RASAL2,652,1299,41.836181640625,0.024830839,0.04968360541230191,0.4801872606546113,0.768483839414457,7144,0,0,0.0,7144,Background,0.04968360541230191,0.4801872606546113,0.768483839414457,0.4801872606546113
SLC6A2,691,626,30.82233428955078,0.024887944,0.04961359826796061,0.4802151550635873,0.768483839414457,7145,0,0,0.0,7145,Background,0.04961359826796061,0.4802151550635873,0.768483839414457,0.4802151550635873
MTIF2,709,743,42.265167236328125,0.024912803,0.04960454392157962,0.48021876278304065,0.768483839414457,7146,0,0,0.0,7146,Background,0.04960454392157962,0.48021876278304065,0.768483839414457,0.48021876278304065
NT5DC2,664,601,32.32925796508789,0.024848621,0.04959667550096317,0.48022189796970627,0.768483839414457,7147,0,0,0.0,7147,Background,0.04959667550096317,0.48022189796970627,0.768483839414457,0.48022189796970627
DGKD,652,1240,42.01750564575195,0.024830354,0.049586605412301615,0.4802259104168385,0.768483839414457,7148,0,0,0.0,7148,Background,0.049586605412301615,0.4802259104168385,0.768483839414457,0.4802259104168385
MYC,688,483,43.541404724121094,0.024883471,0.049568090088470546,0.4802332878901811,0.768483839414457,7149,0,0,0.0,7149,Background,0.049568090088470546,0.4802332878901811,0.768483839414457,0.4802332878901811
ETV1,712,477,37.96453857421875,0.02491641,0.04951421715911897,0.4802547537212237,0.768483839414457,7150,0,0,0.0,7150,Background,0.04951421715911897,0.4802547537212237,0.768483839414457,0.4802547537212237
DDX25,704,487,42.025291442871094,0.024905479,0.04950413439224338,0.4802587712364321,0.768483839414457,7151,0,0,0.0,7151,Background,0.04950413439224338,0.4802587712364321,0.768483839414457,0.4802587712364321
IMPACT,699,340,40.91288757324219,0.024898043,0.049395938190414934,0.4803018825335044,0.768483839414457,7152,0,0,0.0,7152,Background,0.049395938190414934,0.4803018825335044,0.768483839414457,0.4803018825335044
CADPS2,644,1329,41.82550811767578,0.024815908,0.049182662635666174,0.48038686387845425,0.768483839414457,7153,0,0,0.0,7153,Background,0.049182662635666174,0.48038686387845425,0.768483839414457,0.48038686387845425
ATPAF1,696,381,41.32014083862305,0.02489189,0.04899986389054686,0.48045970220524437,0.768483839414457,7154,0,0,0.0,7154,Background,0.04899986389054686,0.48045970220524437,0.768483839414457,0.48045970220524437
RAB34,725,261,41.850337982177734,0.024931107,0.048994550489173117,0.48046181940277327,0.768483839414457,7155,0,0,0.0,7155,Background,0.048994550489173117,0.48046181940277327,0.768483839414457,0.48046181940277327
TFPT,685,266,41.21541595458984,0.02487615,0.04895855379492137,0.4804761627929799,0.768483839414457,7156,0,0,0.0,7156,Background,0.04895855379492137,0.4804761627929799,0.768483839414457,0.4804761627929799
MAB21L3,712,382,44.20723342895508,0.024913609,0.04895401715911893,0.48047797048125435,0.768483839414457,7157,0,0,0.0,7157,Background,0.04895401715911893,0.48047797048125435,0.768483839414457,0.48047797048125435
PPIL2,659,527,42.08335876464844,0.024836373,0.048653032711182265,0.4805979029910788,0.768483839414457,7158,0,0,0.0,7158,Background,0.048653032711182265,0.4805979029910788,0.768483839414457,0.4805979029910788
PPIG,686,804,41.61616897583008,0.024875859,0.04861484303538138,0.48061312046014903,0.768483839414457,7159,0,0,0.0,7159,Background,0.04861484303538138,0.48061312046014903,0.768483839414457,0.48061312046014903
TSPAN11,692,260,41.59807586669922,0.024883948,0.0485325954128403,0.4806458938285753,0.768483839414457,7160,0,0,0.0,7160,Background,0.0485325954128403,0.4806458938285753,0.768483839414457,0.4806458938285753
USHBP1,679,740,40.75983428955078,0.02486535,0.04852484264018103,0.48064898309756615,0.768483839414457,7161,0,0,0.0,7161,Background,0.04852484264018103,0.48064898309756615,0.768483839414457,0.48064898309756615
PCSK2,683,641,41.71075439453125,0.024870636,0.04842865527852,0.4806873112410132,0.768483839414457,7162,0,0,0.0,7162,Background,0.04842865527852,0.4806873112410132,0.768483839414457,0.4806873112410132
SEMA6B,638,975,41.42162322998047,0.024802493,0.048394202183117685,0.4807010399402836,0.768483839414457,7163,0,0,0.0,7163,Background,0.048394202183117685,0.4807010399402836,0.768483839414457,0.4807010399402836
LDAF1,709,168,42.79387664794922,0.024906602,0.048364343921579456,0.480712937731368,0.768483839414457,7164,0,0,0.0,7164,Background,0.048364343921579456,0.480712937731368,0.768483839414457,0.480712937731368
SOX15,714,253,40.90481185913086,0.024913294,0.04835271049232551,0.48071757337465804,0.768483839414457,7165,0,0,0.0,7165,Background,0.04835271049232551,0.48071757337465804,0.768483839414457,0.48071757337465804
RBL2,663,1117,43.53046417236328,0.024840815,0.048335303569442545,0.4807245096219289,0.768483839414457,7166,0,0,0.0,7166,Background,0.048335303569442545,0.4807245096219289,0.768483839414457,0.4807245096219289
ST3GAL3,693,361,41.59358978271485,0.024884105,0.048282802740866326,0.4807454299963386,0.768483839414457,7167,0,0,0.0,7167,Background,0.048282802740866326,0.4807454299963386,0.768483839414457,0.4807454299963386
NTRK2,693,823,41.733856201171875,0.024882618,0.047985402740866046,0.48086393806535505,0.768483839414457,7168,0,0,0.0,7168,Background,0.047985402740866046,0.48086393806535505,0.768483839414457,0.48086393806535505
KCNIP2,704,262,37.913944244384766,0.024897717,0.047951734392243095,0.4808773543489248,0.768483839414457,7169,0,0,0.0,7169,Background,0.047951734392243095,0.4808773543489248,0.768483839414457,0.4808773543489248
CASKIN2,680,1271,41.652488708496094,0.024863455,0.04785654194381442,0.4809152870922322,0.768483839414457,7170,0,0,0.0,7170,Background,0.04785654194381442,0.4809152870922322,0.768483839414457,0.4809152870922322
CCDC85C,593,436,32.70075988769531,0.024724197,0.04784856667059689,0.48091846512519626,0.768483839414457,7171,0,0,0.0,7171,Background,0.04784856667059689,0.48091846512519626,0.768483839414457,0.48091846512519626
POU3F4,691,453,41.785491943359375,0.024878766,0.04777799826796089,0.48094658568294063,0.768483839414457,7172,0,0,0.0,7172,Background,0.04777799826796089,0.48094658568294063,0.768483839414457,0.48094658568294063
MRPS18C,650,142,37.23016357421875,0.024818106,0.04775401608595395,0.4809561422809722,0.768483839414457,7173,0,0,0.0,7173,Background,0.04775401608595395,0.4809561422809722,0.768483839414457,0.4809561422809722
CORO1A,717,468,41.87652969360352,0.02491405,0.04770067754504698,0.48097739705819664,0.768483839414457,7174,0,0,0.0,7174,Background,0.04770067754504698,0.48097739705819664,0.768483839414457,0.48097739705819664
SWAP70,714,593,42.64753723144531,0.02491002,0.047697910492325996,0.4809784996974305,0.768483839414457,7175,0,0,0.0,7175,Background,0.047697910492325996,0.4809784996974305,0.768483839414457,0.4809784996974305
RALGPS2,715,590,41.6255989074707,0.024911331,0.047691804540395816,0.48098093285077514,0.768483839414457,7176,0,0,0.0,7176,Background,0.047691804540395816,0.48098093285077514,0.768483839414457,0.48098093285077514
TGFBR1,717,443,38.27059173583984,0.024913989,0.04768847754504715,0.480982258621396,0.768483839414457,7177,0,0,0.0,7177,Background,0.04768847754504715,0.480982258621396,0.768483839414457,0.480982258621396
JOSD2,691,148,36.02485656738281,0.024878142,0.04765319826796066,0.4809963170336357,0.768483839414457,7178,0,0,0.0,7178,Background,0.04765319826796066,0.4809963170336357,0.768483839414457,0.4809963170336357
DUSP10,705,524,41.78587341308594,0.024897406,0.0476154955246548,0.4810113411972075,0.768483839414457,7179,0,0,0.0,7179,Background,0.0476154955246548,0.4810113411972075,0.768483839414457,0.4810113411972075
GABRG1,669,468,41.08281707763672,0.02484606,0.047595432922590414,0.4810193359531125,0.768483839414457,7180,0,0,0.0,7180,Background,0.047595432922590414,0.4810193359531125,0.768483839414457,0.4810193359531125
CXCR5,710,381,39.97697448730469,0.02490409,0.04759079676233818,0.48102118341991784,0.768483839414457,7181,0,0,0.0,7181,Background,0.04759079676233818,0.48102118341991784,0.768483839414457,0.48102118341991784
ARHGEF9,693,526,37.61422348022461,0.024880424,0.04754660274086664,0.4810387943475088,0.768483839414457,7182,0,0,0.0,7182,Background,0.04754660274086664,0.4810387943475088,0.768483839414457,0.4810387943475088
MOSMO,708,167,27.953046798706055,0.024900926,0.047500865342484794,0.481057020336146,0.768483839414457,7183,0,0,0.0,7183,Background,0.047500865342484794,0.481057020336146,0.768483839414457,0.481057020336146
MAPKAP1,706,330,42.301055908203125,0.024897758,0.04741243909898926,0.4810922576014938,0.768483839414457,7184,0,0,0.0,7184,Background,0.04741243909898926,0.4810922576014938,0.768483839414457,0.4810922576014938
SDCCAG8,681,747,41.533958435058594,0.024862673,0.04741147870781018,0.48109264031175303,0.768483839414457,7185,0,0,0.0,7185,Background,0.04741147870781018,0.48109264031175303,0.768483839414457,0.48109264031175303
ERLIN1,716,364,41.30357360839844,0.024911247,0.04740726087838695,0.4810943210922779,0.768483839414457,7186,0,0,0.0,7186,Background,0.04740726087838695,0.4810943210922779,0.768483839414457,0.4810943210922779
LAMB2,700,1816,41.9748420715332,0.02488944,0.04739835584776503,0.4810978696963575,0.768483839414457,7187,0,0,0.0,7187,Background,0.04739835584776503,0.4810978696963575,0.768483839414457,0.4810978696963575
KRT6A,134,655,40.31528854370117,0.02326224,0.0472670963013051,0.4811501760530394,0.768483839414457,7188,0,0,0.0,7188,Background,0.0472670963013051,0.4811501760530394,0.768483839414457,0.4811501760530394
GHITM,703,383,41.48541259765625,0.024892827,0.04724835777229208,0.4811576433016018,0.768483839414457,7189,0,0,0.0,7189,Background,0.04724835777229208,0.4811576433016018,0.768483839414457,0.4811576433016018
MYH8,619,1937,41.77614974975586,0.024765706,0.04721684129896514,0.48117020253820786,0.768483839414457,7190,0,0,0.0,7190,Background,0.04721684129896514,0.48117020253820786,0.768483839414457,0.48117020253820786
FABP6,702,132,31.713043212890625,0.024891263,0.04721076774565902,0.48117262283631435,0.768483839414457,7191,0,0,0.0,7191,Background,0.04721076774565902,0.48117262283631435,0.768483839414457,0.48117262283631435
ALDH1A3,700,526,41.78977966308594,0.024888465,0.04720335584776497,0.4811755764628398,0.768483839414457,7192,0,0,0.0,7192,Background,0.04720335584776497,0.4811755764628398,0.768483839414457,0.4811755764628398
SERP2,665,67,25.128950119018555,0.024837816,0.04713652399090246,0.48120220887113074,0.768483839414457,7193,0,0,0.0,7193,Background,0.04713652399090246,0.48120220887113074,0.768483839414457,0.48120220887113074
SRPRA,712,646,41.89677429199219,0.024904381,0.047108417159118926,0.4812134094322156,0.768483839414457,7194,0,0,0.0,7194,Background,0.047108417159118926,0.4812134094322156,0.768483839414457,0.4812134094322156
IFT70B,550,696,37.11288833618164,0.024639549,0.04706114135099512,0.4812322488560565,0.768483839414457,7195,0,0,0.0,7195,Background,0.04706114135099512,0.4812322488560565,0.768483839414457,0.4812322488560565
DDOST,697,471,41.77936553955078,0.02488352,0.04704709007298455,0.48123784830267724,0.768483839414457,7196,0,0,0.0,7196,Background,0.04704709007298455,0.48123784830267724,0.768483839414457,0.48123784830267724
FMNL2,610,1135,41.573951721191406,0.024749514,0.0470061058692163,0.481254180564993,0.768483839414457,7197,0,0,0.0,7197,Background,0.0470061058692163,0.481254180564993,0.768483839414457,0.481254180564993
TP53,705,490,42.92696762084961,0.024894318,0.04699789552465444,0.4812574524025264,0.768483839414457,7198,0,0,0.0,7198,Background,0.04699789552465444,0.4812574524025264,0.768483839414457,0.4812574524025264
EVA1B,697,174,27.80879783630371,0.024883041,0.046951290072985014,0.4812760247853599,0.768483839414457,7199,0,0,0.0,7199,Background,0.046951290072985014,0.4812760247853599,0.768483839414457,0.4812760247853599
TECR,707,315,27.868663787841797,0.024896715,0.04693096305496483,0.48128412516289765,0.768483839414457,7200,0,0,0.0,7200,Background,0.04693096305496483,0.48128412516289765,0.768483839414457,0.48128412516289765
DUSP26,691,212,40.56170654296875,0.024874497,0.046924198267960654,0.4812868209524857,0.768483839414457,7201,0,0,0.0,7201,Background,0.046924198267960654,0.4812868209524857,0.768483839414457,0.4812868209524857
LRMDA,684,230,40.0881462097168,0.024864547,0.046924090445925326,0.48128686391992387,0.768483839414457,7202,0,0,0.0,7202,Background,0.046924090445925326,0.48128686391992387,0.768483839414457,0.48128686391992387
FABP4,716,134,37.04641342163086,0.024908626,0.0468830608783867,0.48130321435423384,0.768483839414457,7203,0,0,0.0,7203,Background,0.0468830608783867,0.48130321435423384,0.768483839414457,0.48130321435423384
NABP2,713,214,41.126434326171875,0.0249043,0.046822780705046974,0.48132723628314683,0.768483839414457,7204,0,0,0.0,7204,Background,0.046822780705046974,0.48132723628314683,0.768483839414457,0.48132723628314683
PACRGL,711,258,41.943214416503906,0.024901249,0.04675202184484528,0.48135543410391807,0.768483839414457,7205,0,0,0.0,7205,Background,0.04675202184484528,0.48135543410391807,0.768483839414457,0.48135543410391807
RAI14,671,1008,41.937705993652344,0.024844352,0.04666288131292967,0.4813909572614319,0.768483839414457,7206,0,0,0.0,7206,Background,0.04666288131292967,0.4813909572614319,0.768483839414457,0.4813909572614319
RGS5,696,202,41.947628021240234,0.02487993,0.04660786389054719,0.48141288218261347,0.768483839414457,7207,0,0,0.0,7207,Background,0.04660786389054719,0.48141288218261347,0.768483839414457,0.48141288218261347
H2AC19,144,133,29.193599700927734,0.023341028,0.04654823924039974,0.48143664318759605,0.768483839414457,7208,0,0,0.0,7208,Background,0.04654823924039974,0.48143664318759605,0.768483839414457,0.48143664318759605
S1PR3,714,386,41.843536376953125,0.024903892,0.04647231049232578,0.4814669016301707,0.768483839414457,7209,0,0,0.0,7209,Background,0.04647231049232578,0.4814669016301707,0.768483839414457,0.4814669016301707
TRMT112,697,126,32.138702392578125,0.024880474,0.04643789007298463,0.48148061858165175,0.768483839414457,7210,0,0,0.0,7210,Background,0.04643789007298463,0.48148061858165175,0.768483839414457,0.48148061858165175
IL6ST,680,948,42.57614517211914,0.024856111,0.04638774194381454,0.4815006032540765,0.768483839414457,7211,0,0,0.0,7211,Background,0.04638774194381454,0.4815006032540765,0.768483839414457,0.4815006032540765
CBFA2T3,529,675,41.50605773925781,0.024593132,0.04636725312264431,0.4815087683253806,0.768483839414457,7212,0,0,0.0,7212,Background,0.04636725312264431,0.4815087683253806,0.768483839414457,0.4815087683253806
KCNK4,702,434,36.201541900634766,0.02488601,0.04616016774565898,0.48159129507321735,0.768483839414457,7213,0,0,0.0,7213,Background,0.04616016774565898,0.48159129507321735,0.768483839414457,0.48159129507321735
UAP1,690,526,41.55633544921875,0.0248691,0.04612721351623661,0.481604427919714,0.768483839414457,7214,0,0,0.0,7214,Background,0.04612721351623661,0.481604427919714,0.768483839414457,0.481604427919714
TMEM25,720,329,41.660186767578125,0.024910137,0.046119870047659633,0.48160735442526165,0.768483839414457,7215,0,0,0.0,7215,Background,0.046119870047659633,0.48160735442526165,0.768483839414457,0.48160735442526165
RGS11,657,481,30.986576080322266,0.024819547,0.04589502368343781,0.4816969602624815,0.768483839414457,7216,0,0,0.0,7216,Background,0.04589502368343781,0.4816969602624815,0.768483839414457,0.4816969602624815
