gene,codon_length,taxa_count,fg_count,n_microbats,n_odontocetes,psi_track_b,max_rho_track_a,p_min_track_a,p_evd_track_a,max_synergy_track_a,top3_synergy_track_a,best_site_codon,best_site_lrt,best_site_rho,rho_microbats,rho_odontocetes,rho_megabats,rho_mysticetes,z_track_b,p_track_b,q_track_b,rank_track_b,rank_track_a,q_track_a,min_rank,dual_track_score,composite_rank,composite_score,z_score,p_combined,p_value,fdr_q,psi_score,rank_prod,tier
PPARA,472,673,103,66,37,0.2299764943973032,0.6702409982681274,1.942890293094024e-15,4.896083538595742e-13,19.523542404174805,16.371536254882812,324,41.22642517089844,0.4735686480998993,0.8372933268547058,0.6355070471763611,0.8579698204994202,0.3922213017940521,-0.14690990430318895,0.5583984328771783,0.9128864851350191,9163,6024,1.0541123167921588e-12,6378,6377.999905756543,8522,6024.506883937479,-0.14690990430318895,9.791611965681568e-13,9.791611965681568e-13,2.108224633584907e-12,0.2299764943973032,7429.529729397414,Tier 0: Core Bottleneck Transducer
SSBP2,370,668,106,70,36,0.2498386622223,0.6150559186935425,1.942890293094024e-15,1.1463052729254085e-13,7.22123908996582,4.678425312042236,232,36.39307403564453,0.1984234452247619,0.7568652629852295,0.0,0.0,0.9615752696990968,0.3152342165467736,0.3762919139497789,0.9128864851350191,5751,9599,1.0541123167921588e-12,6015,6014.999917610516,8523,5762.510841370136,0.3152342165467736,2.2926105458509483e-13,2.2926105458509483e-13,2.108224633584907e-12,0.2498386622223,7429.929272880059,Tier 0: Core Bottleneck Transducer
ARPP21,867,702,110,71,39,0.2421663672673365,0.634323000907898,1.942890293094024e-15,1.1909917496659274e-12,22.078086853027344,18.649660110473633,129,42.9010009765625,0.5146287083625793,0.7895463705062866,0.9198497533798218,0.760712206363678,0.9703153371810912,0.21435996164210913,0.4151331809615481,0.9128864851350191,6478,8523,1.414196884870259e-12,7416,7415.999905089147,8524,7123.520319255072,0.21435996164210913,2.3820390104845046e-12,2.3820390104845046e-12,2.8284596843022054e-12,0.2421663672673365,7430.477373628158,Tier 0: Core Bottleneck Transducer
RASA1,1148,679,106,68,38,0.1998936280387331,0.6900569796562195,1.942890293094024e-15,6.489253578931937e-13,21.24593734741211,15.15576457977295,918,42.97758102416992,0.4943493008613586,0.8615558743476868,0.8673067688941956,0.9999827146530152,0.4938767850399017,-0.851485081606575,0.8027500265148017,0.9427843295047053,12797,4315,1.0696845473000951e-12,4638,4637.9999061897415,8525,4315.571499833722,-0.851485081606575,1.2977952046355767e-12,1.2977952046355767e-12,2.1392775903624488e-12,0.1998936280387331,7430.952496147449,Tier 0: Core Bottleneck Transducer
C19orf53,106,691,109,70,39,0.2521106646758162,0.5833188891410828,1.942890293094024e-15,1.651456749129784e-13,4.773075580596924,4.233792781829834,73,8.182618141174316,0.5833188891410828,0.4640510082244873,0.8487613201141357,0.882585883140564,0.5146551728248596,0.4262770268716344,0.33495299787436916,0.9128864851350191,4966,11121,1.0541123167921588e-12,5586,5585.999919106603,8526,5346.547622214832,0.4262770268716344,3.3034686097721533e-13,3.3034686097721533e-13,2.108224633584907e-12,0.2521106646758162,7431.479395113734,Tier 0: Core Bottleneck Transducer
SLC5A9,686,655,105,65,40,0.2489568285852939,0.6260655522346497,1.942890293094024e-15,8.762435221850209e-13,14.208449363708496,13.173731803894045,476,24.40044593811035,0.5823028683662415,0.7957155108451843,0.8803348541259766,0.90457022190094,0.5202054381370544,0.26092372045480605,0.3970756660097077,0.9128864851350191,6144,8989,1.1845280845218296e-12,6176,6175.999907055305,8527,5920.495809777187,0.26092372045480605,1.7525425555220409e-12,1.7525425555220409e-12,2.3691312104184395e-12,0.2489568285852939,7431.58233487324,Tier 0: Core Bottleneck Transducer
UROS,271,699,105,66,39,0.2530981014152348,0.5653340816497803,1.942890293094024e-15,4.1383563242894147e-13,19.372976303100582,12.641095161437988,49,35.39291763305664,0.5473687052726746,0.7130629420280457,0.6225471496582031,0.8421689867973328,0.999993860721588,0.4690424942496965,0.31951963100980807,0.9128864851350191,4676,11812,1.0541123167921588e-12,5429,5428.99990733079,8528,5192.565480545394,0.4690424942496965,8.276157537068229e-13,8.276157537068229e-13,2.108224633584907e-12,0.2530981014152348,7431.884821497169,Tier 0: Core Bottleneck Transducer
BYSL,448,709,111,71,40,0.2274213300961097,0.6685919165611267,1.942890293094024e-15,4.837796829802949e-13,15.879488945007324,9.967833518981934,175,23.75064468383789,0.6685919165611267,0.8359752893447876,0.8268460631370544,0.8902931213378906,0.4930582046508789,-0.12262310841882736,0.5487972226661518,0.9128864851350191,8973,6158,1.0541123167921588e-12,6512,6511.9999091175705,8529,6158.524542733621,-0.12262310841882736,9.67559365960824e-13,9.67559365960824e-13,2.108224633584907e-12,0.2274213300961097,7433.420074232318,Tier 0: Core Bottleneck Transducer
C11orf68,302,689,111,72,39,0.2376687853060118,0.6528896689414978,1.942890293094024e-15,2.584044089814718e-13,6.8270697593688965,6.22955846786499,248,18.657480239868164,0.3659159541130066,0.7974258661270142,0.731221079826355,0.4760512113571167,0.8144300580024719,0.07591190573128064,0.4697445923944845,0.9128864851350191,7517,7351,1.0541123167921588e-12,7729,7728.999913832104,8530,7351.506917193216,0.07591190573128064,5.168088179630104e-13,5.168088179630104e-13,2.108224633584907e-12,0.2376687853060118,7433.536641464815,Tier 0: Core Bottleneck Transducer
UPP2,335,464,81,47,34,0.2775539687077886,0.6175915002822876,1.942890293094024e-15,4.954370247388534e-13,7.997092247009277,7.836744785308838,92,17.430465698242188,0.4587996900081634,0.8107648491859436,0.8105854988098145,0.9042093753814696,0.685653805732727,0.30378099218719856,0.3806473744266917,0.9128864851350191,5832,9475,1.0541123167921588e-12,2409,2408.9999113163844,8531,2255.3900897904887,0.30378099218719856,9.909295606291835e-13,9.909295606291835e-13,2.108224633584907e-12,0.2775539687077886,7433.58594488555,Tier 0: Core Bottleneck Transducer
C6orf226,119,626,95,59,36,0.2631483684262747,0.5360919833183289,1.942890293094024e-15,1.8846035843010258e-13,7.599059581756592,6.3420329093933105,46,23.148221969604492,0.3282783329486847,0.5715444087982178,0.7173291444778442,0.323330819606781,0.4157545566558838,0.5213063842271893,0.3010766771547296,0.9128864851350191,4329,12765,1.0541123167921588e-12,3957,3956.999913620206,8532,3754.549351513136,0.5213063842271893,3.768652057090094e-13,3.768652057090094e-13,2.108224633584907e-12,0.2631483684262747,7433.68582871243,Tier 0: Core Bottleneck Transducer
TAF1C,916,674,109,70,39,0.2373978859026293,0.6572186350822449,1.942890293094024e-15,1.4571677198194565e-12,17.441179275512695,12.714393615722656,261,29.892793655395508,0.5834576487541199,0.8201138377189636,0.8534923791885376,0.9636016488075256,0.479014128446579,0.03293154457872377,0.4868645887478335,0.9128864851350191,7852,7043,1.6352079913035922e-12,7415,7414.999907291609,8533,7043.49813767875,0.03293154457872377,2.914390950792267e-12,2.914390950792267e-12,3.270478276247331e-12,0.2373978859026293,7436.506975724557,Tier 0: Core Bottleneck Transducer
IYD,311,705,109,72,37,0.2413328302162752,0.6361255645751953,1.942890293094024e-15,4.429789868253394e-13,12.635268211364746,11.73888111114502,22,29.04500389099121,0.4350238144397735,0.6060836911201477,0.8382694125175476,0.929707646369934,0.4498507380485534,0.2013983188651453,0.42019356481627035,0.9128864851350191,6568,8420,1.0541123167921588e-12,7583,7582.999907849983,8534,7288.522381110742,0.2013983188651453,8.859024624996437e-13,8.859024624996437e-13,2.108224633584907e-12,0.2413328302162752,7436.569101406912,Tier 0: Core Bottleneck Transducer
CKLF,111,701,108,68,40,0.2569393999660852,0.5038790702819824,1.942890293094024e-15,1.8457457784391529e-13,10.312975883483888,7.994575500488281,56,38.2077522277832,0.2699184119701385,0.4870574176311493,0.6274120807647705,0.2647575438022613,0.2640002369880676,0.5657592065445091,0.2857787404903629,0.9128864851350191,4078,13562,1.0541123167921588e-12,4844,4843.999911117812,8535,4620.604655803126,0.5657592065445091,3.690936445366333e-13,3.690936445366333e-13,2.108224633584907e-12,0.2569393999660852,7436.789361007881,Tier 0: Core Bottleneck Transducer
NAGS,577,695,108,70,38,0.2316103504836793,0.6639946699142456,1.942890293094024e-15,7.072120666859746e-13,9.82701015472412,8.376029014587402,313,25.573339462280273,0.3842677772045135,0.7392167448997498,0.8568547368049622,0.9195749163627625,0.4857287108898163,-0.0548096540728883,0.5218549454361154,0.9128864851350191,8488,6516,1.0863233983064597e-12,6879,6878.999910665496,8536,6516.51463252411,-0.0548096540728883,1.4144241333724494e-12,1.4144241333724494e-12,2.172646796613688e-12,0.2316103504836793,7436.921943922768,Tier 0: Core Bottleneck Transducer
SPEGNB,260,461,108,68,40,0.2799769128372944,0.6073460578918457,1.942890293094024e-15,4.177214130151279e-13,7.431289196014404,6.888523101806641,216,13.858501434326172,0.5362260341644287,0.7654091119766235,0.8455822467803955,0.4937589168548584,0.5048781633377075,0.347682205896555,0.3640394307786376,0.9128864851350191,5532,10002,1.0541123167921588e-12,2209,2208.9999126766443,8537,2063.4012304622547,0.347682205896555,8.35387314879199e-13,8.35387314879199e-13,2.108224633584907e-12,0.2799769128372944,7438.485329689102,Tier 0: Core Bottleneck Transducer
DHRS11,297,701,109,70,39,0.2068699245223235,0.6861739158630371,1.942890293094024e-15,3.5554892363614317e-13,12.549823760986328,11.480326652526855,23,24.114728927612305,0.5204215049743652,0.4870640635490417,0.8477979898452759,0.5643997192382812,0.5769427418708801,-0.6331632410991721,0.7366864762267025,0.926558572031828,11954,4629,1.0541123167921588e-12,4957,4956.999908012611,8538,4629.56158962421,-0.6331632410991721,7.110423361211815e-13,7.110423361211815e-13,2.108224633584907e-12,0.2068699245223235,7438.754331203579,Tier 0: Core Bottleneck Transducer
POLR3C,534,713,112,73,39,0.2441752794342971,0.6205063462257385,1.942890293094024e-15,6.197820034968016e-13,16.01351547241211,13.684096336364746,175,33.22482681274414,0.4819743633270263,0.7685883045196533,0.8559670448303223,0.8371295928955078,0.4981745183467865,0.2879751585448411,0.38668287707999177,0.9128864851350191,5953,9298,1.0593931812840396e-12,7045,7044.999906810089,8539,6759.53398736282,0.2879751585448411,1.2395640069939873e-12,1.2395640069939873e-12,2.1187863625687356e-12,0.2441752794342971,7439.824863530055,Tier 0: Core Bottleneck Transducer
BCS1L,428,718,110,70,40,0.2300022178133932,0.6629974842071533,1.942890293094024e-15,3.613775945154232e-13,6.998791217803955,5.303717136383057,405,13.756248474121094,0.5087717771530151,0.7936699986457825,0.8230411410331726,0.5051757097244263,0.5036299824714661,-0.04036452504135878,0.5160987439484741,0.9128864851350191,8379,6606,1.0541123167921588e-12,6969,6968.999915863656,8540,6606.5260392417695,-0.04036452504135878,7.227551890309769e-13,7.227551890309769e-13,2.108224633584907e-12,0.2300022178133932,7439.870563390199,Tier 0: Core Bottleneck Transducer
DGCR2,590,644,108,71,37,0.2510494593368741,0.6217119693756104,1.942890293094024e-15,6.392109064277296e-13,11.435995101928713,11.127299308776855,570,27.175580978393555,0.4208187758922577,0.7245408296585083,0.8677994012832642,0.9996255040168762,0.4786473512649536,0.2819710786123485,0.38898284338876576,0.9128864851350191,5997,9230,1.0646434007024388e-12,5771,5770.999908245859,8541,5526.490721649485,0.2819710786123485,1.2784218128558678e-12,1.2784218128558678e-12,2.129286801405558e-12,0.2510494593368741,7439.913305946515,Tier 0: Core Bottleneck Transducer
CCDC97,405,701,107,68,39,0.2432781907247095,0.6295742988586426,1.942890293094024e-15,4.701794509286432e-13,11.176824569702148,7.93185567855835,318,26.41605758666992,0.4231072068214416,0.7289528846740723,0.6826555728912354,0.8962641954421997,0.3884263038635254,0.2386391343592245,0.40569270842388166,0.9128864851350191,6296,8793,1.0541123167921588e-12,7195,7194.999911195881,8542,6908.522148320585,0.2386391343592245,9.403033907062763e-13,9.403033907062763e-13,2.108224633584907e-12,0.2432781907247095,7440.479016837558,Tier 0: Core Bottleneck Transducer
MCAM,676,698,100,62,38,0.247703768182738,0.6101282835006714,1.942890293094024e-15,1.0685896612011425e-12,13.74632167816162,11.533133506774902,469,39.876930236816406,0.3447186648845672,0.7748637199401855,0.6486597061157227,0.4228676557540893,0.4271285533905029,0.337524730642945,0.3678606862148224,0.9128864851350191,5611,9867,1.320368635450294e-12,6409,6408.99990797885,8543,6145.532490854673,0.337524730642945,2.1371793224034263e-12,2.1371793224034263e-12,2.640737270901998e-12,0.247703768182738,7440.681218813234,Tier 0: Core Bottleneck Transducer
ETV4,500,681,109,69,40,0.1995736371539531,0.6899831295013428,1.942890293094024e-15,6.256106743760799e-13,23.02446937561035,16.818544387817383,301,36.28824234008789,0.6344884037971497,0.8672158122062683,0.8366569876670837,0.8182387351989746,0.5547000765800476,-0.8543797579442377,0.8035526960556921,0.9427843295047053,12814,4323,1.0602615849871912e-12,4646,4645.9999056121305,8544,4323.572464250083,-0.8543797579442377,1.2511658376013202e-12,1.2511658376013202e-12,2.1205231699750476e-12,0.1995736371539531,7442.77649805501,Tier 0: Core Bottleneck Transducer
C10orf53,93,727,111,73,38,0.2497917175273511,0.5704501271247864,1.942890293094024e-15,1.690314554991658e-13,5.76174783706665,5.367849826812744,87,12.001173973083496,0.480098694562912,0.4782506227493286,0.7766904830932617,0.2352664321660995,0.5015800595283508,0.454362249734944,0.32478405923575054,0.9128864851350191,4773,11606,1.0541123167921588e-12,6022,6021.999915703888,8545,5769.577818423678,0.454362249734944,3.381184221495914e-13,3.381184221495914e-13,2.108224633584907e-12,0.2497917175273511,7442.8111624573685,Tier 0: Core Bottleneck Transducer
MRPS9,405,716,110,71,39,0.2302246711279956,0.6628777384757996,1.942890293094024e-15,5.809241976349444e-13,11.68282985687256,11.383651733398438,347,30.558019638061523,0.3823163211345672,0.7855491638183594,0.7729873657226562,0.3750333487987518,0.4917806684970855,-0.03954054690603196,0.5157702864888277,0.9128864851350191,8371,6618,1.0573133745255766e-12,6982,6981.999908075162,8546,6618.525207848354,-0.03954054690603196,1.161792884118995e-12,1.161792884118995e-12,2.114526387079818e-12,0.2302246711279956,7443.0691250316895,Tier 0: Core Bottleneck Transducer
SLC25A35,302,724,114,74,40,0.2552949107200805,0.4882946014404297,1.942890293094024e-15,3.264055692397428e-13,7.706835269927979,7.222894191741943,250,16.916929244995117,0.4555693864822387,0.5424494743347168,0.8243361711502075,0.9999775886535645,0.5539829134941101,0.5795930529267203,0.2810945394806662,0.9128864851350191,3990,13886,1.0541123167921588e-12,5077,5076.999912161168,8547,4847.622979714,0.5795930529267203,6.527556273283608e-13,6.527556273283608e-13,2.108224633584907e-12,0.2552949107200805,7443.462903783427,Tier 0: Core Bottleneck Transducer
AGO3,866,652,108,70,38,0.2284306230926845,0.6746199131011963,1.942890293094024e-15,3.147482274811824e-13,8.598557472229004,5.9132080078125,292,34.8243408203125,0.246912270784378,0.8379575610160828,0.0,0.6674520969390869,0.0,-0.23670599098371803,0.5935575565501863,0.9128864851350191,9773,5670,1.0541123167921588e-12,6018,6017.999914465065,8548,5670.503126039242,-0.23670599098371803,6.294409438112325e-13,6.294409438112325e-13,2.108224633584907e-12,0.2284306230926845,7443.984819973775,Tier 0: Core Bottleneck Transducer
HIPK3,1412,689,106,71,35,0.1804276052425669,0.6938304901123047,1.942890293094024e-15,1.435795926595453e-12,21.956323623657227,20.28692054748535,1023,38.01539993286133,0.5775639414787292,0.8477683067321777,0.96235454082489,0.8329445123672485,0.4986924529075622,-1.293636318859569,0.9021044643970205,0.986512461050841,13748,4031,1.6173815656224346e-12,4348,4347.99990469772,8549,4031.5931493182575,-1.293636318859569,2.871536342041736e-12,2.871536342041736e-12,3.234700599580243e-12,0.1804276052425669,7444.339325957677,Tier 0: Core Bottleneck Transducer
PLSCR3,322,709,108,69,39,0.2466576894875737,0.6095771193504333,1.942890293094024e-15,4.2743586448059394e-13,15.560663223266602,12.53192901611328,97,37.23143005371094,0.4179442822933197,0.7520168423652649,0.6479160189628601,0.9999770522117616,0.3883288204669952,0.3382368828479676,0.36759234177247174,0.9128864851350191,5602,9893,1.0541123167921588e-12,6580,6579.99990738993,8550,6312.538909211839,0.3382368828479676,8.549272401126018e-13,8.549272401126018e-13,2.108224633584907e-12,0.2466576894875737,7444.500386191138,Tier 0: Core Bottleneck Transducer
TGFB2,415,701,110,70,40,0.2036364350464723,0.6875765323638916,1.942890293094024e-15,3.322342401190229e-13,9.010184288024902,7.778531551361084,234,31.322105407714844,0.287662148475647,0.8619228601455688,0.2738590240478515,0.9999951124191284,0.0727833807468414,-0.7105897186577783,0.7613307419604411,0.9313270454495378,12290,4511,1.0541123167921588e-12,4838,4837.999911391426,8551,4511.567808446957,-0.7105897186577783,6.645239913893874e-13,6.645239913893874e-13,2.108224633584907e-12,0.2036364350464723,7445.816946447179,Tier 0: Core Bottleneck Transducer
SLC9A7,742,627,100,66,34,0.2356456625959187,0.6687566637992859,1.942890293094024e-15,5.964673199796874e-13,21.088159561157227,18.92999267578125,711,36.70071029663086,0.5745981335639954,0.8231825232505798,0.9237710237503052,0.9999841451644896,0.9363659024238586,-0.13097753523578196,0.5521034607108981,0.9128864851350191,9029,6141,1.0582330641556401e-12,6495,6494.999905017563,8552,6141.477685400731,-0.13097753523578196,1.1929346399597307e-12,1.1929346399597307e-12,2.1165642946443954e-12,0.2356456625959187,7446.280212293921,Tier 0: Core Bottleneck Transducer
SMAD1,468,713,114,74,40,0.2375102251500362,0.6461307406425476,1.942890293094024e-15,1.4377388168894745e-13,7.667283535003662,7.14698600769043,239,41.64445495605469,0.1841129511594772,0.474814623594284,0.8769294619560242,0.4212584495544433,0.3179618716239929,0.12825399871499565,0.44897398404025707,0.9128864851350191,7131,7776,1.0541123167921588e-12,8166,8165.999912274477,8553,7776.521815763219,0.12825399871499565,2.874922522266843e-13,2.874922522266843e-13,2.108224633584907e-12,0.2375102251500362,7446.519724005302,Tier 0: Core Bottleneck Transducer
BAG2,214,716,112,73,39,0.23194205676889,0.6599176526069641,1.942890293094024e-15,2.1177504194722627e-13,10.053170204162598,9.090213775634766,116,20.35649871826172,0.4938555657863617,0.817405104637146,0.7955384850502014,0.7609484195709229,0.463167279958725,0.0016227801864158416,0.4993526046559845,0.9128864851350191,8097,6852,1.0541123167921588e-12,7220,7219.999909910593,8554,6852.523811107416,0.0016227801864158416,4.2349457274326596e-13,4.2349457274326596e-13,2.108224633584907e-12,0.23194205676889,7448.533009928868,Tier 0: Core Bottleneck Transducer
C20orf204,248,689,105,68,37,0.2403159105152921,0.6443865895271301,1.942890293094024e-15,3.613775945154232e-13,9.193840026855469,6.496540069580078,121,20.17109107971191,0.4557928740978241,0.8007311224937439,0.5025538206100464,0.3573640882968902,0.300081342458725,0.139246826964932,0.44462755317222447,0.9128864851350191,7040,7884,1.0541123167921588e-12,7753,7752.999913339487,8555,7452.51000997672,0.139246826964932,7.227551890309769e-13,7.227551890309769e-13,2.108224633584907e-12,0.2403159105152921,7450.057717897224,Tier 0: Core Bottleneck Transducer
C1QL3,255,686,106,69,37,0.2588402188960978,0.4941354095935821,1.942890293094024e-15,8.354428260303957e-14,12.08813762664795,5.630228519439697,7,24.46320915222168,0.4941354095935821,0.1426387876272201,0.8363692760467529,0.0919380560517311,0.2621387839317322,0.5751433977392884,0.2825971598399355,0.9128864851350191,4022,13803,1.0541123167921588e-12,4532,4531.999915082436,8556,4317.602593947456,0.5751433977392884,1.6708856520608606e-13,1.6708856520608606e-13,2.108224633584907e-12,0.2588402188960978,7450.883571765164,Tier 0: Core Bottleneck Transducer
KLHL13,658,678,101,67,34,0.1933496133512476,0.6919178366661072,1.942890293094024e-15,4.876654635664813e-13,7.797469615936279,6.712277889251709,7,11.269357681274414,0.6919178366661072,0.8495281934738159,0.1904787570238113,0.8132554292678833,0.1263327449560165,-1.010324467408676,0.8438300687667378,0.9587635158931745,13231,4196,1.0541123167921588e-12,4517,4516.999912966337,8557,4196.580778184237,-1.010324467408676,9.753309271332e-13,9.753309271332e-13,2.108224633584907e-12,0.1933496133512476,7450.991611859457,Tier 0: Core Bottleneck Transducer
RPL28,137,702,109,69,40,0.2570062881560195,0.4992509484291076,1.942890293094024e-15,1.0297318553397797e-13,4.330472946166992,4.145567417144775,63,8.705350875854492,0.4974495768547058,0.6274912357330322,0.15811388194561,0.918873965740204,0.0,0.5697279891278676,0.2844311016969091,0.9128864851350191,4057,13685,1.0541123167921588e-12,4832,4831.999919434203,8558,4608.60834718989,0.5697279891278676,2.0594637106796654e-13,2.0594637106796654e-13,2.108224633584907e-12,0.2570062881560195,7451.177423736466,Tier 0: Core Bottleneck Transducer
RNF151,288,689,108,70,38,0.2383303242383203,0.6502869725227356,1.942890293094024e-15,4.352074256529667e-13,7.063432693481445,6.576328754425049,16,16.38897132873535,0.4309869408607483,0.790829598903656,0.6576852202415466,0.6935163140296936,0.4209649562835693,0.09173983711279002,0.46345237269659817,0.9128864851350191,7400,7503,1.0541123167921588e-12,7889,7888.999913199005,8559,7503.50824742268,0.09173983711279002,8.70470362457354e-13,8.70470362457354e-13,2.108224633584907e-12,0.2383303242383203,7451.322030351393,Tier 0: Core Bottleneck Transducer
CRYL1,275,666,101,68,33,0.2530511453880997,0.5951215028762817,1.942890293094024e-15,3.905209489118227e-13,12.39731788635254,11.297332763671877,85,23.056800842285156,0.5376859307289124,0.7252902984619141,0.7092771530151367,0.9999821186065674,0.6799449324607849,0.3869151510129188,0.3494095120956967,0.9128864851350191,5236,10604,1.0541123167921588e-12,5436,5435.999908131845,8560,5198.525507149983,0.3869151510129188,7.809863866725664e-13,7.809863866725664e-13,2.108224633584907e-12,0.2530511453880997,7451.345113467769,Tier 0: Core Bottleneck Transducer
ERI1,359,712,113,74,39,0.2488358804125115,0.5914865136146545,1.942890293094024e-15,3.9440672949800906e-13,11.617156982421877,9.490532875061035,66,31.96245574951172,0.3634625971317291,0.5262103080749512,0.764300525188446,0.4936743974685669,0.4617045521736145,0.39735846017296633,0.3455515716193518,0.9128864851350191,5163,10754,1.0541123167921588e-12,6199,6198.999909532405,8561,5942.555237778517,0.39735846017296633,7.887579478449425e-13,7.887579478449425e-13,2.108224633584907e-12,0.2488358804125115,7451.369135937368,Tier 0: Core Bottleneck Transducer
PRRG4,233,698,114,74,40,0.2450009416833473,0.6229142546653748,1.942890293094024e-15,3.78863607153263e-13,13.172021865844728,10.282574653625488,181,34.911197662353516,0.3773007690906524,0.7465954422950745,0.6614540219306946,0.7003801465034485,0.4269525110721588,0.2728179619848322,0.3924965757418133,0.9128864851350191,6061,9162,1.0541123167921588e-12,6889,6888.999908863225,8562,6609.524476222148,0.2728179619848322,7.576717031554381e-13,7.576717031554381e-13,2.108224633584907e-12,0.2450009416833473,7451.904588761185,Tier 0: Core Bottleneck Transducer
CDKL1,301,708,109,71,38,0.2183105758893181,0.6785714030265808,1.942890293094024e-15,3.652633751016098e-13,8.774621963500977,6.895248889923096,289,17.4317626953125,0.5033697485923767,0.5725383162498474,0.8527742028236389,0.3753454983234405,0.5222628116607666,-0.3431701939273362,0.6342647867710839,0.9138678470318116,10430,5325,1.0541123167921588e-12,5665,5664.999912665845,8563,5325.541237113402,-0.3431701939273362,7.30526750203353e-13,7.30526750203353e-13,2.108224633584907e-12,0.2183105758893181,7452.499580677613,Tier 0: Core Bottleneck Transducer
DEUP1,627,682,111,74,37,0.2324906508217757,0.6643251776695251,1.942890293094024e-15,1.0433320873909466e-12,18.856801986694336,14.484261512756348,374,42.46943283081055,0.4440087974071502,0.7607054710388184,0.8410975337028503,0.8502393960952759,0.6253048181533813,-0.06481588314114899,0.5258397024377303,0.9128864851350191,8558,6492,1.3029734972940346e-12,6855,6854.999906458171,8564,6492.508114399734,-0.06481588314114899,2.086719685934213e-12,2.086719685934213e-12,2.6060163201279916e-12,0.2324906508217757,7453.75985660928,Tier 0: Core Bottleneck Transducer
KISS1,161,628,99,59,40,0.2488257827168788,0.6377615332603455,1.942890293094024e-15,2.681188604469394e-13,8.454439163208008,7.827918529510498,91,22.5790958404541,0.3744365870952606,0.721190333366394,0.6365718245506287,0.5167540907859802,0.3676547408103943,0.18570491302359887,0.42633808765385606,0.9128864851350191,6686,8314,1.0541123167921588e-12,6205,6204.999911327699,8565,5948.474293315597,0.18570491302359887,5.361822097427194e-13,5.361822097427194e-13,2.108224633584907e-12,0.2488257827168788,7455.696077496722,Tier 0: Core Bottleneck Transducer
DDRGK1,324,717,113,73,40,0.2195181023584653,0.6766607761383057,1.942890293094024e-15,4.4492187711843263e-13,10.310698509216309,8.616652488708496,84,15.23761749267578,0.6766607761383057,0.8418774008750916,0.6802549958229065,0.729112446308136,0.4727063477039337,-0.29392193755112594,0.6155912228039799,0.9137186162778254,10121,5494,1.0541123167921588e-12,5839,5838.999910398629,8566,5494.541735949451,-0.29392193755112594,8.89843754237063e-13,8.89843754237063e-13,2.108224633584907e-12,0.2195181023584653,7456.860867684202,Tier 0: Core Bottleneck Transducer
LRTM1,366,728,112,74,38,0.2376802623988727,0.6405267715454102,1.942890293094024e-15,5.984102102727803e-13,12.946025848388672,11.27558422088623,266,29.442646026611328,0.4397031962871551,0.660271167755127,0.517241895198822,0.6311811804771423,0.5483754873275757,0.16608470447833273,0.4340451455188701,0.9128864851350191,6836,8138,1.0582330641556401e-12,8201,8200.999908146252,8567,7890.533022946458,0.16608470447833273,1.19687593169715e-12,1.19687593169715e-12,2.1165642946443954e-12,0.2376802623988727,7458.6438445604845,Tier 0: Core Bottleneck Transducer
SPATC1L,356,644,99,64,35,0.2502202111591675,0.6245180368423462,1.942890293094024e-15,5.750955267556657e-13,15.98086166381836,12.016616821289062,143,29.70962905883789,0.537901759147644,0.731034517288208,0.9102519750595092,0.8600785136222839,0.7999429106712341,0.26219408088293283,0.39658590829170975,0.9128864851350191,6134,9073,1.0573133745255766e-12,5950,5949.999907682488,8568,5699.49125374127,0.26219408088293283,1.1501910535116622e-12,1.1501910535116622e-12,2.114526387079818e-12,0.2502202111591675,7460.146245215304,Tier 0: Core Bottleneck Transducer
IGFBPL1,292,651,103,67,36,0.2319953531175743,0.6700548529624939,1.942890293094024e-15,4.352074256529667e-13,7.14709997177124,6.427345275878906,277,25.86684799194336,0.2763034701347351,0.8307906985282898,0.8189278244972229,0.7125372290611267,0.558698296546936,-0.15422163100867806,0.5612825064270713,0.9128864851350191,9210,6043,1.0541123167921588e-12,6397,6396.999913463761,8569,6043.496308613236,-0.15422163100867806,8.70470362457354e-13,8.70470362457354e-13,2.108224633584907e-12,0.2319953531175743,7460.296910981492,Tier 0: Core Bottleneck Transducer
IL13,194,586,79,43,36,0.2590333203468739,0.6154056191444397,1.942890293094024e-15,2.797762022055003e-13,12.966910362243652,11.7395658493042,108,29.06098175048828,0.4461965560913086,0.5963220596313477,0.8233157992362976,0.4876245260238647,0.5459157824516296,0.3067884404034523,0.3795022037407729,0.9128864851350191,5813,9577,1.0541123167921588e-12,4501,4500.999907849561,8570,4286.461024276688,0.3067884404034523,5.594968932598476e-13,5.594968932598476e-13,2.108224633584907e-12,0.2590333203468739,7461.306923053092,Tier 0: Core Bottleneck Transducer
SAT2,184,707,110,70,40,0.2360273986568569,0.6514668464660645,1.942890293094024e-15,2.992051051364349e-13,10.731629371643066,9.007771492004396,5,31.51113510131836,0.3405662477016449,0.7914701104164124,0.4630638062953949,0.9295441508293152,0.381471574306488,0.07895134048426389,0.4685356634259479,0.9128864851350191,7489,7434,1.0541123167921588e-12,7817,7816.999909992234,8571,7434.518889258397,0.07895134048426389,5.983546991217281e-13,5.983546991217281e-13,2.108224633584907e-12,0.2360273986568569,7461.449323020293,Tier 0: Core Bottleneck Transducer
