gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_proboscidea,delta_mysticeti,delta_giant_odontoceti,delta_rodents,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
SLC17A5,668,509,0.25530388951301575,42.52714538574219,0.028072449709487995,0.28482675552368164,2.1783574943630472e-11,12.006682395935059,6.884619235992432,90,42.154335021972656,0.28482675552368164,4,3,0.09538582694698244,0.09147738501620893,0.012854076663292701,0.07905783138352693,-0.003908441930773517,0.003473918900162807,0.6957716953160145,0.6957716953160145,0.24328590890617086,0.8667758360870726,3837,5.379710099516927e-11,6447,4.3567094376584237e-11,4.3567094376584237e-11,1.0759406490019201e-10,0.028072449709487995,0.028072449709487995,0.28482675552368164,5985,Tier 0: Core Bottleneck Transducer
ANGPTL2,691,509,0.12194302678108215,41.74467849731445,0.022202567539662908,0.2759542763233185,2.2006396704667862e-11,1.3411858081817627,1.1543961763381958,15,4.860174179077148,0.2759542763233185,4,3,0.11064233176244076,0.1068147322317778,0.01855708873314924,0.07774609156667023,0.014339151462621302,-0.0038275995306629547,-0.22958622537608167,-0.22958622537608167,0.5907933442273078,0.8890814136339231,10336,5.4338764451913055e-11,6789,4.4012793409820006e-11,4.4012793409820006e-11,1.0867752890502193e-10,0.022202567539662908,0.022202567539662908,0.2759542763233185,5986,Tier 0: Core Bottleneck Transducer
CLK3,716,504,0.08221428096294403,41.8411865234375,0.01796778730413276,0.2709823548793793,2.205213789328141e-11,11.271222114562988,5.3675618171691895,195,41.59393310546875,0.2709823548793793,4,3,0.10751765421971261,0.0968488850176363,-0.010668769202076303,0.07980621818760493,0.00147478538895878,0.026236650643148913,-0.9281958767357383,-0.9281958767357383,0.8233470135538152,0.9804420873645517,13071,5.4439098856730106e-11,7017,4.410422027589789e-11,4.410422027589789e-11,1.0887819771466081e-10,0.01796778730413276,0.01796778730413276,0.2709823548793793,5987,Tier 0: Core Bottleneck Transducer
NAA30,693,424,0.15226922929286957,37.50234603881836,0.024460505154038383,0.27723875641822815,2.205402527242323e-11,2.9826903343200684,1.749454140663147,108,25.259092330932617,0.11808382719755173,4,4,0.07795186468518484,0.07795186468518484,0.004277255283617202,0.05563488789821321,0.004278937263024392,0.013760784240330025,0.17814718794294523,0.17814718794294523,0.4293036920384209,0.8667758360870726,7691,5.4439098856730106e-11,6740,4.4108050545332844e-11,4.4108050545332844e-11,1.0887819771466081e-10,0.024460505154038383,0.024460505154038383,0.27723875641822815,5988,Tier 0: Core Bottleneck Transducer
FGF20,691,213,0.07557515054941177,41.35974884033203,0.013729459956156377,0.2738245129585266,2.2152446543554077e-11,2.3299126625061035,1.9574856758117676,166,8.508780479431152,0.2738245129585266,4,3,0.07472281578642534,0.06770979824567891,0.03025282754269349,0.03804907256106728,0.006420915682664557,-0.007013017540746437,-1.729950674568039,-1.729950674568039,0.9581804558281554,0.9999912216022939,14406,5.46733760737217e-11,6888,4.430483757644765e-11,4.430483757644765e-11,1.0934661514428162e-10,0.013729459956156377,0.013729459956156377,0.2738245129585266,5989,Tier 0: Core Bottleneck Transducer
PLEKHF2,717,250,0.06256664544343948,42.01106643676758,0.014452557580857974,0.26726028323173523,2.224470607689838e-11,2.3298356533050537,1.89064359664917,142,36.61885070800781,0.06362394243478775,4,3,0.1074977139173757,0.10377855199306274,0.0418196378159209,0.04905675349711994,-0.0037191619243129516,0.016621322604334857,-1.576188194037805,-1.576188194037805,0.9425087807470546,0.9999912216022939,14210,5.4892373936747015e-11,7202,4.4489467665442817e-11,4.4489467665442817e-11,1.0978488485736888e-10,0.014452557580857974,0.014452557580857974,0.26726028323173523,5990,Tier 0: Core Bottleneck Transducer
DSG3,697,1298,0.472052663564682,41.856868743896484,0.03946985140148305,0.28326138854026794,2.2306656521671083e-11,7.506441593170166,6.134884357452393,243,36.33688735961914,0.20657910406589508,4,2,0.1126055031298733,0.10170677625416372,0.01249385316758609,0.10011164996228722,-0.008068248258984098,-0.0028304786167254827,2.8786768956751834,2.8786768956751834,0.0019967362280816224,0.8667758360870726,27,5.5036521701748624e-11,6500,4.461325753268852e-11,4.461325753268852e-11,1.100729064437834e-10,0.03946985140148305,0.03946985140148305,0.28326138854026794,5991,Tier 0: Core Bottleneck Transducer
RIC1,681,1433,0.2816464900970459,42.93016052246094,0.025947061253148072,0.28578558564186096,2.2443213953696923e-11,7.266508102416992,6.19096565246582,622,40.806217193603516,0.17807355523109436,4,2,0.07033540886989116,0.06590824992317856,0.0137239341502788,0.056611474719612365,-0.004001612138971025,-0.00042554680774156846,0.3897884463014962,0.3897884463014962,0.34834649394923023,0.8667758360870726,6075,5.536467011144949e-11,6410,4.488637239674631e-11,4.488637239674631e-11,1.1072920328490539e-10,0.025947061253148072,0.025947061253148072,0.28578558564186096,5992,Tier 0: Core Bottleneck Transducer
FAM184B,555,1178,0.45671966671943665,41.148494720458984,0.03775476110746635,0.3162277638912201,2.2695734180642215e-11,8.187604904174805,6.036807537078857,1072,25.891481399536133,0.3162277638912201,4,3,0.09200019017983005,0.08853570927288662,0.01686423884446357,0.07418979118326438,-0.0034644809069434334,0.0009461601521021021,1.5270002999233634,1.5270002999233634,0.06338046839577192,0.8667758360870726,519,5.597260456075374e-11,1273,4.5391468361799525e-11,4.5391468361799525e-11,1.119452091227779e-10,0.03775476110746635,0.03775476110746635,0.3162277638912201,5993,Tier 0: Core Bottleneck Transducer
APOC3,655,103,0.18420541286468506,40.43989562988281,0.02423378234801168,0.28116631507873535,2.2696844403666815e-11,1.8256263732910156,1.552530288696289,96,21.11616325378418,0.08645635098218918,4,3,0.08949359159689807,0.08428124809898482,0.02070976060475257,0.06342418156846859,0.00535964942367691,-0.005212343497913252,-0.0068233161934037586,-0.0068233161934037586,0.5027220881997446,0.870186044856546,8992,5.597260456075374e-11,6584,4.5393688807848775e-11,4.5393688807848775e-11,1.119452091227779e-10,0.02423378234801168,0.02423378234801168,0.28116631507873535,5994,Tier 0: Core Bottleneck Transducer
DCP1B,690,688,0.3797568082809448,41.51734924316406,0.03227663350562673,0.28208446502685547,2.289191058908901e-11,4.390309810638428,2.946500062942505,186,40.07509994506836,0.1095520630478859,4,3,0.11481272028602811,0.10722525419610747,0.011059830552408612,0.09194585389833286,0.011807035835286635,-0.007587466089920647,1.547992885689981,1.547992885689981,0.060812004690765295,0.8667758360870726,490,5.6444714118447574e-11,6549,4.5783876689853287e-11,4.5783876689853287e-11,1.1288956511234854e-10,0.03227663350562673,0.03227663350562673,0.28208446502685547,5995,Tier 0: Core Bottleneck Transducer
FAM193A,557,1610,0.47165143489837646,41.699180603027344,0.03186776972918695,0.3162277638912201,2.3037405316462794e-11,8.026102066040039,5.154204368591309,419,35.893821716308594,0.22360679507255554,4,3,0.09434208753749211,0.08768013716166742,0.01706255960130408,0.06962372226051365,0.0076558056756743775,-0.006661950375824687,0.7161199919961153,0.7161199919961153,0.23695863011797752,0.8667758360870726,3675,5.679446486475449e-11,1273,4.607475512230508e-11,4.607475512230508e-11,1.13588792878334e-10,0.03186776972918695,0.03186776972918695,0.3162277638912201,5996,Tier 0: Core Bottleneck Transducer
OPN1MW2,635,377,0.18883980810642242,40.22553253173828,0.02262747138300873,0.2899209260940552,2.3059609776954784e-11,4.111780643463135,3.1590468883514404,241,16.44712257385254,0.25,3,2,0.02356341226206469,0.01491975940644647,0.01657022506820697,0.006993187193857723,-0.008643652855618222,,-0.33901052666528897,-0.33901052666528897,0.632699099937889,0.9015381182583975,10923,5.684020360856345e-11,6256,4.6119164043290084e-11,4.6119164043290084e-11,1.1368027038762525e-10,0.02262747138300873,0.02262747138300873,0.2899209260940552,5997,Tier 0: Core Bottleneck Transducer
PCBP4,721,376,0.08098988234996796,41.146629333496094,0.01605333919563514,0.26875367760658264,2.3171464746683183e-11,10.484742164611816,4.593945026397705,205,39.01245880126953,0.26875367760658264,4,3,0.1115466469670785,0.1102765926271619,0.01756291904402077,0.08054735352674514,0.013436374396312588,-0.0012700543399166056,-1.2741534597618112,-1.2741534597618112,0.8986954823178601,0.9999912216022939,13780,5.7106874643266376e-11,7135,4.6342929493903284e-11,4.6342929493903284e-11,1.1421374928785601e-10,0.01605333919563514,0.01605333919563514,0.26875367760658264,5998,Tier 0: Core Bottleneck Transducer
HTR1D,703,389,0.1878703087568283,41.97128677368164,0.02298705596882979,0.2768329381942749,2.321343117701304e-11,7.042041778564453,6.504957675933838,359,25.437875747680664,0.2768329381942749,4,3,0.03142836976710302,0.02254132285402256,0.009524637717254043,0.02182762814465976,7.610390518920763e-05,-0.008887046913080458,-0.048214606433511185,-0.048214606433511185,0.5192273952622607,0.8724241635292364,9259,5.7201245797274817e-11,6759,4.642691786571618e-11,4.642691786571618e-11,1.1440262838336838e-10,0.02298705596882979,0.02298705596882979,0.2768329381942749,5999,Tier 0: Core Bottleneck Transducer
NDRG4,693,379,0.09783519804477692,31.263792037963867,0.020733368291605027,0.2757054269313812,2.3322010988818855e-11,3.386312246322632,2.075597047805786,362,27.823871612548828,0.12170528620481491,4,3,0.10224010160367454,0.08683550908986508,-0.015404592513809458,0.09327533439776874,0.0017145258345417768,0.007250241371364027,-0.48405104533993026,-0.48405104533993026,0.6858251785381899,0.9195792828362792,11606,5.745970608609596e-11,6802,4.6644021978181627e-11,4.6644021978181627e-11,1.1491941217353201e-10,0.020733368291605027,0.020733368291605027,0.2757054269313812,6000,Tier 0: Core Bottleneck Transducer
CEL,604,986,0.35611894726753235,40.84062194824219,0.034738563306252135,0.30073097348213196,2.374050955794146e-11,3.5571115016937256,2.715120315551758,414,22.646778106689453,0.15706920623779297,4,3,0.10738831690610609,0.10421364613478754,0.01760771844940097,0.087088630998005,-0.0031746707713185525,0.0026919674587001204,1.4098314016982845,1.4098314016982845,0.07929473601322223,0.8667758360870726,705,5.848152742188902e-11,6009,4.748101911644653e-11,4.748101911644653e-11,1.1696305484516643e-10,0.034738563306252135,0.034738563306252135,0.30073097348213196,6001,Tier 0: Core Bottleneck Transducer
SULF1,688,930,0.22077316045761108,40.991363525390625,0.026731603715947024,0.28104475140571594,2.392086528828752e-11,3.904562473297119,2.8122947216033936,24,30.439537048339844,0.12827272713184357,4,2,0.09608605194468946,0.0898598761149894,0.012236024852056947,0.0838500270926325,-0.0019186016570377803,-0.004307574172662278,0.5585306649838947,0.5585306649838947,0.2882410354082765,0.8667758360870726,4777,5.891648561352588e-11,6587,4.7841730577147246e-11,4.7841730577147246e-11,1.178329712284611e-10,0.026731603715947024,0.026731603715947024,0.28104475140571594,6002,Tier 0: Core Bottleneck Transducer
TUT1,687,901,0.32736459374427795,42.49454116821289,0.031055390628891004,0.28355419635772705,2.3955781802411143e-11,10.668051719665527,6.044734477996826,309,37.62261962890625,0.28355419635772705,4,4,0.09283052247191573,0.09283052247191573,0.008664495568450658,0.0697310766420384,0.0067309643477788264,0.0077039859136478536,1.314418531729917,1.314418531729917,0.09435269874121344,0.8667758360870726,924,5.899314974471316e-11,6488,4.791156360539617e-11,4.791156360539617e-11,1.1798629949083955e-10,0.031055390628891004,0.031055390628891004,0.28355419635772705,6003,Tier 0: Core Bottleneck Transducer
CHST10,686,368,0.1665002703666687,34.81571578979492,0.028487080795814468,0.27792054414749146,2.4419410937483396e-11,2.5765838623046875,2.389768600463867,119,9.270936965942383,0.27792054414749146,4,3,0.12982865918674338,0.12190250165926175,0.013306925095340427,0.10344275332201384,0.013078980769389108,-0.007926157527481634,0.857565695859142,0.857565695859142,0.1955661620243585,0.8667758360870726,2808,6.012536391219022e-11,6704,4.883876636441187e-11,4.883876636441187e-11,1.2025059114654147e-10,0.028487080795814468,0.028487080795814468,0.27792054414749146,6004,Tier 0: Core Bottleneck Transducer
DCAF17,689,552,0.18878303468227386,41.2440299987793,0.019841391904604842,0.2795508801937103,2.4713564527850603e-11,3.190237283706665,2.291123151779175,491,36.37430191040039,0.08770579844713211,4,2,0.06570235038004138,0.0635271368768606,0.01295047405027147,0.052751876329769916,-0.0008240133506827484,-0.0013512001524980434,-0.6528363969335762,-0.6528363969335762,0.743069121829731,0.9434551497172711,12259,6.084000402348925e-11,6644,4.942707354516074e-11,4.942707354516074e-11,1.2167987139079109e-10,0.019841391904604842,0.019841391904604842,0.2795508801937103,6005,Tier 0: Core Bottleneck Transducer
KCNG4,681,553,0.29058322310447693,38.84794998168945,0.03232568991868042,0.28172704577445984,2.495448292418828e-11,5.909883499145508,4.003329753875732,402,31.939193725585938,0.18503546714782715,4,3,0.10074653692096339,0.09208965019735178,0.02202168536427648,0.07427109705236373,0.004453754504323176,-0.008656886723611602,1.5004108232272437,1.5004108232272437,0.06675400882492016,0.8667758360870726,563,6.142338412364244e-11,6560,4.990896584899929e-11,4.990896584899929e-11,1.2284676824881768e-10,0.03232568991868042,0.03232568991868042,0.28172704577445984,6006,Tier 0: Core Bottleneck Transducer
FMO3,537,537,0.33971038460731506,42.14293670654297,0.03369135628419892,0.3162274956703186,2.5146051907082554e-11,5.100272178649902,3.489809036254883,70,34.1085090637207,0.1495307832956314,4,3,0.11843711533742751,0.1079132205403574,0.021815360166768594,0.08502767815949572,0.011594077011163204,-0.01052389479707011,0.856847497962969,0.856847497962969,0.19576458580279987,0.8667758360870726,2812,6.188512948389676e-11,5481,5.02920483036462e-11,5.02920483036462e-11,1.2377012235487062e-10,0.03369135628419892,0.03369135628419892,0.3162274956703186,6007,Tier 0: Core Bottleneck Transducer
CNTNAP2,546,1356,0.30427414178848267,41.41419219970703,0.031000959057762352,0.31622764468193054,2.5172641748521657e-11,7.879771709442139,6.002368927001953,58,28.264793395996094,0.27878397703170776,4,3,0.09353576536086207,0.09169094106258864,0.021671670382397368,0.06979058293908585,-0.001844824298273434,0.0020735120393788444,0.5389345483939638,0.5389345483939638,0.29496600874675266,0.8667758360870726,4932,6.194077481149038e-11,4561,5.0345339008828205e-11,5.0345339008828205e-11,1.238816862174233e-10,0.031000959057762352,0.031000959057762352,0.31622764468193054,6008,Tier 0: Core Bottleneck Transducer
ADSS1,659,459,0.15691211819648743,36.642024993896484,0.02667041387963135,0.28374841809272766,2.5666968550223442e-11,2.7473554611206055,1.9982134103775024,210,12.914742469787598,0.21273016929626465,4,3,0.0974804274736059,0.08476143993643422,0.020065525383482965,0.06682957360519663,0.010585328484926299,-0.01271898753717168,0.4168055652371581,0.4168055652371581,0.3384103157221665,0.8667758360870726,5883,6.314715227639925e-11,6482,5.1333881589954444e-11,5.1333881589954444e-11,1.2629416798312483e-10,0.02667041387963135,0.02667041387963135,0.28374841809272766,6009,Tier 0: Core Bottleneck Transducer
ASCL3,714,185,0.16877686977386475,41.251766204833984,0.02710348829224561,0.27129846811294556,2.6046331757728048e-11,4.00843620300293,3.1842424869537354,31,14.775004386901855,0.27129846811294556,4,2,0.11138646341510788,0.10017390252651676,-1.4832572045687147e-05,0.09801059010328414,0.013375873311823749,-0.011197728316545452,0.7487222900985993,0.7487222900985993,0.22701230296713276,0.8667758360870726,3465,6.407035400455037e-11,6999,5.209266351613451e-11,5.209266351613451e-11,1.2814070801076956e-10,0.02710348829224561,0.02710348829224561,0.27129846811294556,6010,Tier 0: Core Bottleneck Transducer
FBXO17,600,290,0.14035095274448395,31.969268798828125,0.021014771766015385,0.29599472880363464,2.607214444304991e-11,4.807837963104248,3.3615963459014893,101,16.242984771728516,0.29599472880363464,4,3,0.07304974944772648,0.06681697431932096,0.013396959408705552,0.058513482035330855,0.0011393080036900694,-0.006232775128405518,-0.6928038050377754,-0.6928038050377754,0.7557836579981472,0.949270538136414,12393,6.412371629017458e-11,6096,5.214428888677958e-11,5.214428888677958e-11,1.28247432582021e-10,0.021014771766015385,0.021014771766015385,0.29599472880363464,6011,Tier 0: Core Bottleneck Transducer
CPTP,711,214,0.18626397848129272,30.96424674987793,0.022300224733934736,0.272042453289032,2.6114888029496865e-11,4.008331775665283,2.627060651779175,51,29.929922103881836,0.13392390310764313,4,3,0.10193177356350788,0.10187556840163701,0.020601104331180474,0.0740977634015586,0.007232905830768793,-5.6205161870866186e-05,-0.1453211434656173,-0.1453211434656173,0.5577713390747241,0.8824154514144251,9835,6.421869621913874e-11,6965,5.2229776059675714e-11,5.2229776059675714e-11,1.2843739243995453e-10,0.022300224733934736,0.022300224733934736,0.272042453289032,6012,Tier 0: Core Bottleneck Transducer
RPL10L,694,217,0.09768915921449661,42.117671966552734,0.023509804710289975,0.2750692367553711,2.6239899142066384e-11,2.0939860343933105,1.9194082021713257,54,7.612578392028809,0.2750692367553711,4,4,0.11991844712974761,0.11991844712974761,0.010570740435752509,0.06615622809909716,0.0023288508198492986,0.04086262777504865,0.012916219934250957,0.012916219934250957,0.49484731703492735,0.8687034326114446,8867,6.45159169239307e-11,6832,5.247985379597253e-11,5.247985379597253e-11,1.2903197033456142e-10,0.023509804710289975,0.023509804710289975,0.2750692367553711,6013,Tier 0: Core Bottleneck Transducer
PPP1R12B,651,1027,0.37379905581474304,43.308746337890625,0.032762204726360857,0.29088497161865234,2.6348589976174328e-11,4.556094646453857,3.4459731578826904,313,37.45923614501953,0.12162807583808899,4,3,0.11600929361620364,0.11504944094592714,0.012941649329107208,0.1002400416500068,-0.0009598526702764934,0.002827602637089634,1.389317550775824,1.389317550775824,0.08236810464280775,0.8667758360870726,747,6.477292349480884e-11,6238,5.2697124441891674e-11,5.2697124441891674e-11,1.2954571052787205e-10,0.032762204726360857,0.032762204726360857,0.29088497161865234,6014,Tier 0: Core Bottleneck Transducer
PPP2R2D,525,463,0.14225155115127563,41.62838363647461,0.03737536757807593,0.3162265121936798,2.642885910085261e-11,5.59575080871582,4.342328071594238,141,33.88395690917969,0.16514454782009125,4,2,0.1565727218494208,0.12402468347817067,-0.008799825378103022,0.1473287144602015,0.009244007389219324,-0.02374821299314711,1.2752021067979704,1.2752021067979704,0.10111885790471997,0.8667758360870726,1030,6.495999064643482e-11,5498,5.28577182024037e-11,5.28577182024037e-11,1.2991998129458645e-10,0.03737536757807593,0.03737536757807593,0.3162265121936798,6015,Tier 0: Core Bottleneck Transducer
PRR9,712,120,0.15543204545974731,37.23344421386719,0.02192715320900876,0.2700202465057373,2.6445845513128926e-11,7.331388473510742,3.995077133178711,16,27.151254653930664,0.2700202465057373,4,3,0.08984619316915908,0.06869315070423669,0.012209227817857536,0.07340876377689758,-0.021153042464922382,0.004228201574403971,-0.21035137871976853,-0.21035137871976853,0.5833032811119763,0.8870921965324526,10235,6.498122040368822e-11,7054,5.2891635515806e-11,5.2891635515806e-11,1.2996230441026617e-10,0.02192715320900876,0.02192715320900876,0.2700202465057373,6016,Tier 0: Core Bottleneck Transducer
COL18A1,553,1436,0.5512941479682922,40.34942626953125,0.0334320524875915,0.3162277638912201,2.664252152193605e-11,5.567246437072754,4.66830587387085,452,21.378381729125977,0.2604147791862488,4,3,0.1022091983063149,0.10064060671966524,0.017006992294777236,0.08130655703461745,-0.001568591586649672,0.003895648976920227,0.912366305603929,0.912366305603929,0.18078796030488187,0.8667758360870726,2521,6.54541493072059e-11,1273,5.3285043044581926e-11,5.3285043044581926e-11,1.3090829861615565e-10,0.0334320524875915,0.0334320524875915,0.3162277638912201,6017,Tier 0: Core Bottleneck Transducer
NR3C2,724,1061,0.2545509338378906,44.730712890625,0.03214069927655568,0.275232195854187,2.6990076839785637e-11,6.703396320343018,4.591896057128906,222,41.299461364746094,0.16231195628643036,4,3,0.10905646726170405,0.10533303095004608,0.011037842459097618,0.08905035608112664,0.00896826872147979,-0.0037234363116579747,1.7401411542344927,1.7401411542344927,0.040917117713471486,0.8667758360870726,294,6.629754396214348e-11,6826,5.3980098169148505e-11,5.3980098169148505e-11,1.3259495157029598e-10,0.03214069927655568,0.03214069927655568,0.275232195854187,6018,Tier 0: Core Bottleneck Transducer
OLIG3,724,284,0.06499821692705154,41.82425308227539,0.016445234674105236,0.26809707283973694,2.7072510899361826e-11,1.413336992263794,1.2145942449569702,214,29.74783706665039,0.047510579228401184,4,3,0.093993300368768,0.08825005619611291,0.03163059182846046,0.046912939898644104,-0.005743244172655091,0.015449768641663437,-1.1963141423185621,-1.1963141423185621,0.88421300403138,0.9999912216022939,13646,6.648954002200476e-11,7165,5.414502179945657e-11,5.414502179945657e-11,1.3297908004580957e-10,0.016445234674105236,0.016445234674105236,0.26809707283973694,6019,Tier 0: Core Bottleneck Transducer
OPN1MW3,629,383,0.1906505823135376,41.58595275878906,0.022665678496676462,0.2903550863265991,2.720312863820543e-11,4.126282691955566,3.1692187786102295,247,16.505130767822266,0.25,3,2,0.023247997318189974,0.014205275979761055,0.016331659911598437,0.006916337406591538,-0.009042721338428919,,-0.35202602331238025,-0.35202602331238025,0.6375906268618801,0.9030088956014112,10990,6.679979498064454e-11,6241,5.440625727715087e-11,5.440625727715087e-11,1.3359958996310624e-10,0.022665678496676462,0.022665678496676462,0.2903550863265991,6020,Tier 0: Core Bottleneck Transducer
ACBD4,717,329,0.21638233959674835,40.319820404052734,0.026778887850134783,0.27270761132240295,2.728811621073817e-11,5.94158411026001,3.375981330871582,189,32.94382095336914,0.180355042219162,4,4,0.11306805672654682,0.11306805672654682,0.017337722131676277,0.07380851739732044,0.010236509474819975,0.011685307722730113,0.7033333300683775,0.7033333300683775,0.24092402209668184,0.8667758360870726,3784,6.699792065242118e-11,6938,5.457617691106975e-11,5.457617691106975e-11,1.3399570501541195e-10,0.026778887850134783,0.026778887850134783,0.27270761132240295,6021,Tier 0: Core Bottleneck Transducer
TMEM233,694,146,0.12010360509157181,42.02428436279297,0.01761899106722853,0.2717658281326294,2.8199276247022758e-11,3.4314064979553223,2.028378486633301,65,12.626335144042969,0.2717658281326294,4,3,0.08708296378797736,0.0829710576585048,0.03014177684996054,0.054475590248481504,0.002465596689535313,-0.004111906129472564,-1.0354589952830136,-1.0354589952830136,0.8497726967182901,0.9941050501365478,13306,6.922408674675229e-11,6978,5.6398552494840715e-11,5.6398552494840715e-11,1.3844817349545665e-10,0.01761899106722853,0.01761899106722853,0.2717658281326294,6022,Tier 0: Core Bottleneck Transducer
SLC9A1,704,825,0.18232062458992004,41.07855224609375,0.026560781418077755,0.2757876515388489,2.820454980638958e-11,3.9954793453216553,3.151409864425659,772,33.267303466796875,0.12010229378938675,4,2,0.09164569427224276,0.08845437250159988,0.014579301293876013,0.07706639297836675,-0.0017268639260240631,-0.001464457844618821,0.6020939002398618,0.6020939002398618,0.27355581729884576,0.8667758360870726,4465,6.922611515078212e-11,6797,5.640904410242342e-11,5.640904410242342e-11,1.3845209405523856e-10,0.026560781418077755,0.026560781418077755,0.2757876515388489,6023,Tier 0: Core Bottleneck Transducer
SLC35A5,719,425,0.2039138376712799,42.420127868652344,0.02554411871867185,0.273129940032959,2.8438584819973935e-11,5.451059818267822,5.088226318359375,249,25.38278579711914,0.21475419402122498,4,3,0.095892910488171,0.08978077067317256,0.02017982887992525,0.06804441413910967,0.007668667469136082,-0.0061121398149984515,0.4838173239555293,0.4838173239555293,0.31425775960428165,0.8667758360870726,5393,6.978953355001013e-11,6916,5.687722515190785e-11,5.687722515190785e-11,1.3957920332880304e-10,0.02554411871867185,0.02554411871867185,0.273129940032959,6024,Tier 0: Core Bottleneck Transducer
PDXP,651,299,0.13081146776676178,28.539154052734375,0.02960562671073197,0.2841394245624542,2.8467894707823202e-11,1.8926820755004883,1.5493227243423462,127,11.388982772827148,0.16618534922599792,4,3,0.09698505836744752,0.08726359366842744,0.021717827106777395,0.06490476594868276,-0.009721464699020084,0.010362465311987354,0.8670697100729786,0.8670697100729786,0.19295190784146032,0.8667758360870726,2753,6.985044908921437e-11,6463,5.6935733905305597e-11,5.6935733905305597e-11,1.397007619750925e-10,0.02960562671073197,0.02960562671073197,0.2841394245624542,6025,Tier 0: Core Bottleneck Transducer
CNFN,710,137,0.0792989507317543,35.56951904296875,0.037931777592858984,0.26586443185806274,2.8545166230334913e-11,7.91126823425293,4.518804550170898,22,29.75677490234375,0.26586443185806274,4,4,0.26066066642707986,0.26066066642707986,0.03512528392208262,0.17336753317219947,0.024518841621391813,0.027649007711405976,2.7086021508831695,2.7086021508831695,0.003378365432211097,0.8667758360870726,38,7.002900828075544e-11,7284,5.709038797263588e-11,5.709038797263588e-11,1.4005815274736802e-10,0.037931777592858984,0.037931777592858984,0.26586443185806274,6026,Tier 0: Core Bottleneck Transducer
PADI6,640,714,0.44785168766975403,41.2361946105957,0.0313856491758118,0.29213017225265503,2.8770319459722442e-11,3.0139927864074707,2.204193592071533,391,27.23879051208496,0.11065075546503067,4,3,0.1138060751191373,0.1056400466307931,0.016800875320555925,0.08622307245380757,0.010782127344773806,-0.008166028488344199,1.0988277268520328,1.0988277268520328,0.13592160787376323,0.8667758360870726,1640,7.057024782698385e-11,6200,5.754058340912138e-11,5.754058340912138e-11,1.4114035949359966e-10,0.0313856491758118,0.0313856491758118,0.29213017225265503,6027,Tier 0: Core Bottleneck Transducer
TUBGCP2,671,918,0.2816070020198822,41.90538787841797,0.027880528453893414,0.2846495807170868,2.9018565328021453e-11,2.9365129470825195,2.498504400253296,419,25.10318374633789,0.11697770655155182,4,2,0.09094899463582118,0.07304955872811168,0.011837477033680125,0.07911151760214105,-0.002338586761599943,-0.015560849146109555,0.6776181867243178,0.6776181867243178,0.24900690591456015,0.8667758360870726,3975,7.116795145674838e-11,6450,5.803707514573375e-11,5.803707514573375e-11,1.4233576677461661e-10,0.027880528453893414,0.027880528453893414,0.2846495807170868,6028,Tier 0: Core Bottleneck Transducer
LRP6,672,1616,0.13861015439033508,41.70185852050781,0.022527654325932754,0.2838273048400879,2.9388491639815754e-11,11.620879173278809,5.450464725494385,1601,40.943485260009766,0.2838273048400879,4,4,0.08847475319744098,0.08847475319744098,0.007630100801228127,0.07545772562156189,0.0010413721502004413,0.00434555462445052,-0.2354575281748779,-0.2354575281748779,0.5930731800838056,0.8892520855409207,10381,7.206384071603215e-11,6477,5.877692776934396e-11,5.877692776934396e-11,1.4412754531468305e-10,0.022527654325932754,0.022527654325932754,0.2838273048400879,6029,Tier 0: Core Bottleneck Transducer
TSPEAR,537,670,0.3722262680530548,41.185523986816406,0.03129196792822435,0.3162277638912201,2.959449352202888e-11,5.162468910217285,4.332297325134277,326,29.080110549926758,0.17752577364444733,4,2,0.07934177764953133,0.06585892986948354,0.018324933039579928,0.0610168446099514,-0.0049711001124834175,-0.008511747667564382,0.5330104561032742,0.5330104561032742,0.2970131711452131,0.8667758360870726,4978,7.254966179763504e-11,1273,5.918898704493358e-11,5.918898704493358e-11,1.4509918752079048e-10,0.03129196792822435,0.03129196792822435,0.3162277638912201,6030,Tier 0: Core Bottleneck Transducer
PLCD4,683,778,0.3457934856414795,41.770957946777344,0.024657488980467043,0.2826215922832489,2.9595936811960844e-11,3.501039743423462,2.5936219692230225,156,32.723941802978516,0.1069871038198471,4,3,0.09690673128037602,0.08279731630116048,0.016373885796176543,0.07149946578029087,0.009033379703908608,-0.014109414979215548,0.1731880044784215,0.1731880044784215,0.43125182610319795,0.8667758360870726,7727,7.254966179763504e-11,6533,5.919181811364638e-11,5.919181811364638e-11,1.4509918752079048e-10,0.024657488980467043,0.024657488980467043,0.2826215922832489,6031,Tier 0: Core Bottleneck Transducer
