gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,tier,z_track_b,p_track_b,q_track_b,p_combined
ADM2,693,162,36.66904067993164,0.009917341,-0.07588092667431241,0.530243084293822,0.8794934796835083,10201,0,1,0.0014733911,15000,10201,-0.0031883079,-0.0063202945,0.026685942,Background,-0.07588092667431241,0.530243084293822,0.8794934796835083,0.530243084293822
ENSG00000283599,195,652,43.27972412109375,-0.0073612146,-0.07602174946844376,0.5302991026532456,0.8795001780918366,10202,0,0,0.001,16815,10202,-1.8672206e-09,-9.2940855e-10,-0.01275,Background,-0.07602174946844376,0.5302991026532456,0.8795001780918366,0.5302991026532456
CHCHD2,595,164,39.338722229003906,0.008358008,-0.07635374194479017,0.5304311646497726,0.8796329810716604,10203,0,1,0.0014828965,11936,10203,-0.026629912,-0.001244066,0.04235047,Background,-0.07635374194479017,0.5304311646497726,0.8796329810716604,0.5304311646497726
BCR,570,1337,41.729026794433594,0.00789453,-0.07658213408700885,0.5305220139293908,0.8796974201965203,10204,0,2,0.0027222973,3293,10204,-0.026610151,0.014443167,0.025840713,Background,-0.07658213408700885,0.5305220139293908,0.8796974201965203,0.5305220139293908
TRIM60,242,450,41.59952926635742,-0.0036449088,-0.0775834820516231,0.5309203089073911,0.8802715949743318,10205,0,1,0.0014879602,10803,10205,-0.029895812,-0.0372102,0.06079284,Background,-0.0775834820516231,0.5309203089073911,0.8802715949743318,0.5309203089073911
NRXN2,612,1810,40.549957275390625,0.008612279,-0.07777606466998524,0.5309969068057356,0.8803123322705317,10206,0,2,0.0027497835,3171,10206,-0.0301961,0.016460977,0.028652031,Background,-0.07777606466998524,0.5309969068057356,0.8803123322705317,0.5309969068057356
SLC26A5,699,762,36.71134567260742,0.009920647,-0.07875731685485038,0.5313871726212469,0.8808730244686488,10207,0,2,0.0028824646,1940,10207,-0.09475284,0.07720855,0.034727357,Background,-0.07875731685485038,0.5313871726212469,0.8808730244686488,0.5313871726212469
PKD1L2,538,320,41.24524688720703,0.0071859453,-0.0792925527582317,0.5316000351548855,0.8811395567026511,10208,0,2,0.0015838726,10151,10208,-0.028318152,0.00014934316,0.04061523,Background,-0.0792925527582317,0.5316000351548855,0.8811395567026511,0.5316000351548855
CLEC4D,626,223,37.47835540771485,0.00879705,-0.07950252385539186,0.5316835378884901,0.8811461828797823,10209,0,2,0.0016078386,10051,10209,-1.118383e-08,0.00024482107,0.014992113,Background,-0.07950252385539186,0.5316835378884901,0.8811461828797823,0.5316835378884901
DDX53,307,706,40.66890335083008,2.8631613e-09,-0.07956450621127,0.5317081871869136,0.8811461828797823,10210,0,2,0.0010000006,16304,10210,-1.869107e-09,2.7032706e-12,1.8626451e-09,Background,-0.07956450621127,0.5317081871869136,0.8811461828797823,0.5317081871869136
ENG,675,592,41.55377960205078,0.00953225,-0.08038385299669805,0.5320340156069695,0.8815997986553642,10211,0,1,0.0014760738,14443,10211,-0.0022695689,-0.011066195,0.02984611,Background,-0.08038385299669805,0.5320340156069695,0.8815997986553642,0.5320340156069695
ALG13,269,1194,41.14453887939453,-0.0020433157,-0.08082321321805974,0.5322087265091656,0.8818029428647749,10212,0,2,0.0013871957,15696,10212,0.005148541,3.7277044e-09,-0.008687663,Background,-0.08082321321805974,0.5322087265091656,0.8818029428647749,0.5322087265091656
TTF1,640,1043,41.516700744628906,0.008978565,-0.08107811875894445,0.5323100864556031,0.8818049197456034,10213,0,1,0.0014845516,11378,10213,-0.031429823,-6.71239e-05,0.047048286,Background,-0.08107811875894445,0.5323100864556031,0.8818049197456034,0.5323100864556031
MON1A,711,561,41.416465759277344,0.010020188,-0.08108834289065724,0.5323141519078955,0.8818049197456034,10214,0,2,0.00283768,2680,10214,-0.053211737,0.028363975,0.042203233,Background,-0.08108834289065724,0.5323141519078955,0.8818049197456034,0.5323141519078955
CCNYL1,435,362,40.77602767944336,0.004621502,-0.08200063992568449,0.5326768977079612,0.8822790228895693,10215,0,2,0.002676681,3444,10215,-0.024187578,0.013061595,0.019130666,Background,-0.08200063992568449,0.5326768977079612,0.8822790228895693,0.5326768977079612
OR52J3,292,325,41.6160774230957,-0.0008211046,-0.08207041229908234,0.5327046393522364,0.8822790228895693,10216,0,2,0.0014580664,15586,10216,0.016384829,1.86522e-09,-0.017807027,Background,-0.08207041229908234,0.5327046393522364,0.8822790228895693,0.5327046393522364
FZD8,537,850,41.20448684692383,0.0070718313,-0.08254946665975607,0.5328951080896506,0.8825080971789064,10217,0,2,0.0027137087,3330,10217,-0.026309635,0.014102358,0.02445605,Background,-0.08254946665975607,0.5328951080896506,0.8825080971789064,0.5328951080896506
IGHG4,196,411,37.63165664672851,-0.0075118984,-0.08360423485606602,0.5333144501004358,0.8831161181933228,10218,0,1,0.0010000006,16391,10218,-9.359304e-10,-0.013010988,1.8626451e-09,Background,-0.08360423485606602,0.5333144501004358,0.8831161181933228,0.5333144501004358
KRT37,310,498,40.77687454223633,1.9067448e-09,-0.08424351509625057,0.5335685894559357,0.8834504876792671,10219,0,1,0.0010000006,16311,10219,-2.8004585e-09,1.8653603e-09,0.0,Background,-0.08424351509625057,0.5335685894559357,0.8834504876792671,0.5335685894559357
MRAP,391,118,38.812313079833984,0.0031906345,-0.08469534858326999,0.5337482030127331,0.8836614085103174,10220,0,1,0.001488199,10784,10220,-0.055923026,-0.0006043827,0.062053762,Background,-0.08469534858326999,0.5337482030127331,0.8836614085103174,0.5337482030127331
PRTN3,436,260,34.43183517456055,0.004556469,-0.08518623820313519,0.5339433344333352,0.8838979765788113,10221,0,1,0.0014799121,13136,10221,-0.0022106236,-0.025733091,0.035835758,Background,-0.08518623820313519,0.5339433344333352,0.8838979765788113,0.5339433344333352
PTX4,596,498,38.75712585449219,0.008108297,-0.0857598841521827,0.5341713516239616,0.884188932643067,10222,0,2,0.0028423879,2631,10222,-0.060773212,0.046889916,0.027927281,Background,-0.0857598841521827,0.5341713516239616,0.884188932643067,0.5341713516239616
DAZL,690,305,41.72788619995117,0.009593306,-0.08591765681877159,0.5342340623496351,0.8842062344669692,10223,0,2,0.0020833386,6568,10223,0.0014105893,-0.023540132,0.038745634,Background,-0.08591765681877159,0.5342340623496351,0.8842062344669692,0.5342340623496351
OR5B12,178,416,41.130714416503906,-0.009407712,-0.08610160092385151,0.5343071745002471,0.8842346551390616,10224,0,1,0.0014739448,14896,10224,-0.03550046,0.027284767,-0.008078944,Background,-0.08610160092385151,0.5343071745002471,0.8842346551390616,0.5343071745002471
TTLL6,340,967,42.35481262207031,0.0012600818,-0.0862238232044688,0.5343557534749944,0.8842346551390616,10225,0,2,0.0018589438,8726,10225,0.0006963983,-0.038606264,0.040092397,Background,-0.0862238232044688,0.5343557534749944,0.8842346551390616,0.5343557534749944
ITGA11,652,1190,41.58619689941406,0.009007962,-0.08670159014213577,0.5345456437856319,0.8844623795083992,10226,0,2,0.0027662932,3091,10226,-0.03488309,0.017031029,0.033454303,Background,-0.08670159014213577,0.5345456437856319,0.8844623795083992,0.5345456437856319
GNLY,312,165,41.57756805419922,1.6334354e-09,-0.08733114534493927,0.5347958509091726,0.8847033492334744,10227,0,1,0.001,16674,10227,-1.8691835e-09,2.7352107e-12,0.0,Background,-0.08733114534493927,0.5347958509091726,0.8847033492334744,0.5347958509091726
TRBV24-1,312,117,41.445411682128906,1.3686251e-09,-0.08733115405600249,0.534795854371157,0.8847033492334744,10228,0,2,0.0010000013,16150,10228,-3.731717e-09,1.8653337e-09,1.8626451e-09,Background,-0.08733115405600249,0.534795854371157,0.8847033492334744,0.534795854371157
P2RY13,333,369,42.12720489501953,0.00089351594,-0.08869366282272914,0.5353373154887344,0.8854523234369187,10229,0,2,0.0027463387,3191,10229,-0.063666694,0.012564067,0.05265024,Background,-0.08869366282272914,0.5353373154887344,0.8854523234369187,0.5353373154887344
CKLF,701,111,38.67967224121094,0.009667483,-0.08878136697697774,0.5353721668975082,0.8854523234369187,10230,0,1,0.0014878795,10811,10230,-0.040777735,-0.0028559763,0.060378283,Background,-0.08878136697697774,0.5353721668975082,0.8854523234369187,0.5353721668975082
TGIF2LY,313,255,41.56660461425781,4.13928e-09,-0.0888654979831512,0.5354055981727609,0.8854523234369187,10231,0,0,0.001,16993,10231,-2.8005522e-09,-9.28568e-10,0.0,Background,-0.0888654979831512,0.5354055981727609,0.8854523234369187,0.5354055981727609
RAPGEF6,655,1620,41.82234573364258,0.008977594,-0.08941958606244534,0.5356257708025942,0.8857298711864635,10232,0,2,0.0027768987,3023,10232,-0.0358924,0.01873312,0.032708924,Background,-0.08941958606244534,0.5356257708025942,0.8857298711864635,0.5356257708025942
TDRD12,618,1385,42.65358352661133,0.008350366,-0.09058783295041459,0.5360899499606788,0.8864108231539808,10233,0,1,0.0014840786,11513,10233,-0.030742038,-0.00040066778,0.045605965,Background,-0.09058783295041459,0.5360899499606788,0.8864108231539808,0.5360899499606788
OR8D1,171,330,41.69001007080078,-0.01036946,-0.09155932475249652,0.5364759151027158,0.886962329835641,10234,0,1,0.0010000006,16337,10234,-4.6986115e-10,1.864402e-09,-0.017960439,Background,-0.09155932475249652,0.5364759151027158,0.886962329835641,0.5364759151027158
FAM200A,315,574,42.284542083740234,3.9847965e-09,-0.09191584033665547,0.5366175470146659,0.8870559491710484,10235,0,2,0.001000001,16214,10235,9.326955e-10,-9.318969e-10,1.8626451e-09,Background,-0.09191584033665547,0.5366175470146659,0.8870559491710484,0.5366175470146659
KRT33B,561,428,39.7572021484375,0.0072828326,-0.09196579846173036,0.5366373933637619,0.8870559491710484,10236,0,1,0.0014830797,11865,10236,-0.0004929877,-0.029718023,0.042825244,Background,-0.09196579846173036,0.5366373933637619,0.8870559491710484,0.5366373933637619
ATP2B2,670,1247,40.66706848144531,0.009099661,-0.09313948260729277,0.5371036244186507,0.8877398969584419,10237,0,2,0.0028630986,2342,10237,-0.07574667,0.060930956,0.030576788,Background,-0.09313948260729277,0.5371036244186507,0.8877398969584419,0.5371036244186507
KRT34,572,401,40.30101013183594,0.0074346843,-0.0940174615699999,0.5374523570755635,0.8882295254657682,10238,0,1,0.0014822996,12165,10238,-0.027756404,-0.00023804698,0.040871702,Background,-0.0940174615699999,0.5374523570755635,0.8882295254657682,0.5374523570755635
DYNC2I1,491,1191,44.13463592529297,0.0057164957,-0.09423937925055635,0.5375404980830433,0.888288429296327,10239,0,2,0.002821633,2787,10239,0.034414124,0.027590368,-0.052103233,Background,-0.09423937925055635,0.5375404980830433,0.888288429296327,0.5375404980830433
CEP192,425,2676,44.953643798828125,0.0039684866,-0.0944074565761086,0.5376072536141387,0.888311985463987,10240,0,2,0.0026934883,3396,10240,0.015283031,-0.02649926,0.018089863,Background,-0.0944074565761086,0.5376072536141387,0.888311985463987,0.5376072536141387
MRO,701,254,41.79569625854492,0.009489188,-0.0951434001080456,0.5378995369459957,0.8887081500953273,10241,0,2,0.0024409303,3884,10241,0.003954302,-0.02329021,0.035771664,Background,-0.0951434001080456,0.5378995369459957,0.8887081500953273,0.5378995369459957
PCSK9,361,762,41.33604431152344,0.0017807567,-0.09638897659149356,0.5383941766179118,0.8893628004101469,10242,0,1,0.0014617097,15550,10242,-3.725529e-09,-0.015002828,0.0180872,Background,-0.09638897659149356,0.5383941766179118,0.8893628004101469,0.5383941766179118
ARSH,318,587,40.90179443359375,3.2061032e-09,-0.09644568132973705,0.5384166936294106,0.8893628004101469,10243,0,2,0.0010000013,16146,10243,-4.6632627e-09,1.865427e-09,1.8626451e-09,Background,-0.09644568132973705,0.5384166936294106,0.8893628004101469,0.5384166936294106
ST6GALNAC1,548,828,42.06700897216797,0.006895069,-0.09653826863801729,0.5384534590662852,0.8893628004101469,10244,0,1,0.0014801536,13038,10244,-0.024249984,-9.755371e-05,0.03629015,Background,-0.09653826863801729,0.5384534590662852,0.8893628004101469,0.5384534590662852
IFT172,623,1751,42.015968322753906,0.008256023,-0.09686516557282328,0.5385832637371191,0.8894903682217721,10245,0,2,0.0027457816,3193,10245,-0.029783862,0.016281355,0.027802354,Background,-0.09686516557282328,0.5385832637371191,0.8894903682217721,0.5385832637371191
TRMT2B,299,505,43.77150344848633,-0.0009699753,-0.09854716779026662,0.5392510901383769,0.8905063873844756,10246,0,2,0.0028865763,1876,10246,-0.10204446,0.053989235,0.04637519,Background,-0.09854716779026662,0.5392510901383769,0.8905063873844756,0.5392510901383769
CNNM1,692,981,41.47953796386719,0.00925896,-0.09884545000250941,0.5393695093585409,0.8906150188685968,10247,0,2,0.0028769711,2062,10247,-0.087656215,0.06976813,0.033925075,Background,-0.09884545000250941,0.5393695093585409,0.8906150188685968,0.5393695093585409
PTGIR,688,417,33.65131759643555,0.009182188,-0.09954956729885513,0.5396490328479508,0.8909090088576012,10248,0,2,0.0028049627,2877,10248,-0.041955203,0.023021381,0.034837835,Background,-0.09954956729885513,0.5396490328479508,0.8909090088576012,0.5396490328479508
ALOX15,500,759,40.26955032348633,0.0057714335,-0.09962374972433344,0.5396784809653881,0.8909090088576012,10249,0,2,0.0027888464,2957,10249,0.025889687,-0.040850703,0.024957433,Background,-0.09962374972433344,0.5396784809653881,0.8909090088576012,0.5396784809653881
NIPSNAP3B,348,277,41.504276275634766,0.001178688,-0.09969185536167816,0.5397055165951781,0.8909090088576012,10250,0,1,0.0014710979,15265,10250,0.024449594,-6.966479e-05,-0.022338383,Background,-0.09969185536167816,0.5397055165951781,0.8909090088576012,0.5397055165951781
GUCA1C,334,210,41.4524040222168,0.0005856727,-0.10030331835263752,0.5399482384419554,0.8911485275189204,10251,1,3,0.0012733294,15762,10251,0.00028652977,0.00072787516,1.8626451e-09,Background,-0.10030331835263752,0.5399482384419554,0.8911485275189204,0.5399482384419554
GSTM3,623,227,42.75212097167969,0.008158125,-0.10032275034849213,0.5399559517803766,0.8911485275189204,10252,0,2,0.0018908539,8495,10252,0.0007673451,-0.033796027,0.04715897,Background,-0.10032275034849213,0.5399559517803766,0.8911485275189204,0.5399559517803766
MYH1,502,2003,42.82100296020508,0.005791655,-0.10051879156603258,0.5400337675597467,0.8911900270273008,10253,0,1,0.0014797173,13218,10253,-0.025037397,-0.00040828902,0.035477128,Background,-0.10051879156603258,0.5400337675597467,0.8911900270273008,0.5400337675597467
HOXA13,549,497,39.35740661621094,0.00678315,-0.10114721648089185,0.5402832015611692,0.8915147035707999,10254,0,1,0.0014811071,12650,10254,-0.026102073,-0.0003465279,0.038197365,Background,-0.10114721648089185,0.5402832015611692,0.8915147035707999,0.5402832015611692
SLC22A31,322,478,40.61970520019531,6.8899725e-10,-0.1024019815839641,0.54078119456707,0.8921707430693233,10255,0,2,0.0010000017,16079,10255,-9.380503e-10,2.796782e-09,1.8626451e-09,Background,-0.1024019815839641,0.54078119456707,0.8921707430693233,0.54078119456707
KRT33A,567,441,39.07699966430664,0.007099959,-0.10241468916134219,0.5407862376429657,0.8921707430693233,10256,0,1,0.0014817421,12398,10256,-0.026674313,-0.0006061443,0.039577946,Background,-0.10241468916134219,0.5407862376429657,0.8921707430693233,0.5407862376429657
MEX3B,664,631,41.846336364746094,0.00873203,-0.10300546387562652,0.5410206827612026,0.8924705032972164,10257,0,2,0.0028579675,2435,10257,-0.07316916,0.059024632,0.029268846,Background,-0.10300546387562652,0.5410206827612026,0.8924705032972164,0.5410206827612026
PRR20B,269,280,28.55663299560547,-0.0027533544,-0.10376592361703214,0.5413224452706391,0.8928812413705609,10258,0,1,0.0010000006,16373,10258,-1.8604077e-09,1.8617091e-09,-0.0047689527,Background,-0.10376592361703214,0.5413224452706391,0.8928812413705609,0.5413224452706391
ANHX,567,410,39.86623764038086,0.0070345434,-0.1047053590346641,0.5416951952771979,0.8934089778818782,10259,0,1,0.0014817392,12400,10259,-0.026866328,-0.0005210708,0.03957159,Background,-0.1047053590346641,0.5416951952771979,0.8934089778818782,0.5416951952771979
RAD51B,701,351,42.03416442871094,0.009191142,-0.10577846293416117,0.5421209375025107,0.8940240021971229,10260,0,2,0.0028213817,2788,10260,-0.04836885,0.024969738,0.039318632,Background,-0.10577846293416117,0.5421209375025107,0.8940240021971229,0.5421209375025107
IGSF3,678,1246,40.80181121826172,0.008852941,-0.10611433756260127,0.5422541821779376,0.8941565892652477,10261,0,2,0.0028668393,2277,10261,-0.07957633,0.063625924,0.03128415,Background,-0.10611433756260127,0.5422541821779376,0.8941565892652477,0.5422541821779376
RAMP3,569,156,32.93443298339844,0.007022703,-0.10645885186196216,0.542390849359557,0.8942947935259895,10262,0,1,0.0014593812,15576,10262,-0.0011682729,-0.0036323708,0.016964324,Background,-0.10645885186196216,0.542390849359557,0.8942947935259895,0.542390849359557
BST2,325,224,28.027652740478516,3.892977e-09,-0.10680780393473185,0.5425292718750201,0.8944358647691065,10263,0,2,0.0010000026,16028,10263,-3.7248367e-09,3.7251005e-09,3.7252903e-09,Background,-0.10680780393473185,0.5425292718750201,0.8944358647691065,0.5425292718750201
GIPC1,682,340,37.06089401245117,0.008883267,-0.10711278815457115,0.5426502489721226,0.894548150098238,10264,0,2,0.0022006524,5379,10264,0.0019789552,-0.021898145,0.03530547,Background,-0.10711278815457115,0.5426502489721226,0.894548150098238,0.5426502489721226
FAM177B,518,177,41.33406829833984,0.0059309574,-0.1081483411462984,0.5430609888476832,0.895138035197545,10265,0,1,0.0014813878,12524,10265,-5.5916876e-09,-0.028523054,0.03879578,Background,-0.1081483411462984,0.5430609888476832,0.895138035197545,0.5430609888476832
DYDC2,598,193,39.09700393676758,0.0074615916,-0.10975873414681958,0.5436996406855564,0.8961034405220744,10266,0,2,0.0019015766,8384,10266,0.0009306064,-0.003766636,0.015759885,Background,-0.10975873414681958,0.5436996406855564,0.8961034405220744,0.5436996406855564
CXCL5,519,135,37.043418884277344,0.0058993152,-0.11000864346651561,0.5437987399860321,0.8961794760459397,10267,0,1,0.0014789402,13498,10267,-0.022997886,-0.0008970364,0.034112833,Background,-0.11000864346651561,0.5437987399860321,0.8961794760459397,0.5437987399860321
CENPJ,635,1444,43.97640609741211,0.00806136,-0.11070061844250495,0.5440731222252567,0.8965443346368664,10268,0,2,0.0027589847,3123,10268,-0.032767717,0.01737938,0.029351022,Background,-0.11070061844250495,0.5440731222252567,0.8965443346368664,0.5440731222252567
ERICH5,328,545,41.912139892578125,4.1585366e-09,-0.11116241359747549,0.5442562217695145,0.8965947960532178,10269,0,1,0.0010000003,16495,10269,-9.381753e-10,9.341892e-10,-1.8626451e-09,Background,-0.11116241359747549,0.5442562217695145,0.8965947960532178,0.5442562217695145
FSIP1,664,672,44.14160919189453,0.008501432,-0.11119558017810441,0.5442693717969302,0.8965947960532178,10270,0,2,0.002859417,2413,10270,-0.07420831,0.059219856,0.029713366,Background,-0.11119558017810441,0.5442693717969302,0.8965947960532178,0.5442693717969302
TMEM132C,549,1250,41.68040084838867,0.006490965,-0.11134797453723444,0.5443297931391542,0.8965947960532178,10271,0,2,0.0028079175,2861,10271,-0.052710958,0.043082736,0.020870905,Background,-0.11134797453723444,0.5443297931391542,0.8965947960532178,0.5443297931391542
DNA2,361,1112,44.00968170166016,0.0013324256,-0.11138456790577701,0.5443443015317281,0.8965947960532178,10272,0,2,0.0018073858,9096,10272,0.00059836265,-0.026516907,0.02822638,Background,-0.11138456790577701,0.5443443015317281,0.8965947960532178,0.5443443015317281
MAST4,612,3131,41.80328750610352,0.0076574255,-0.11144609700257604,0.5443686962089069,0.8965947960532178,10273,0,2,0.00274555,3195,10273,-0.030780062,0.016261226,0.027781887,Background,-0.11144609700257604,0.5443686962089069,0.8965947960532178,0.5443686962089069
MCUB,669,366,36.850624084472656,0.008555081,-0.11196462335018424,0.5445742716863692,0.8968460849652878,10274,0,2,0.0027839865,2985,10274,-0.038945895,0.01921931,0.034544423,Background,-0.11196462335018424,0.5445742716863692,0.8968460849652878,0.5445742716863692
BLOC1S1,411,154,40.64094543457031,0.002994913,-0.11309042510111131,0.5450205670223209,0.8974937220455154,10275,0,1,0.0014879694,10801,10275,0.06084077,-0.03686538,-0.01878805,Background,-0.11309042510111131,0.5450205670223209,0.8974937220455154,0.5450205670223209
PRMT8,707,399,41.70401763916016,0.009058202,-0.1134934190441248,0.5451803098927008,0.8976694086594491,10276,0,1,0.0014852087,11205,10276,-0.03281662,-0.00069931033,0.049205188,Background,-0.1134934190441248,0.5451803098927008,0.8976694086594491,0.5451803098927008
NOX5,330,820,39.78160095214844,4.4512016e-09,-0.1140374856617938,0.545395961001309,0.8978497472836539,10277,0,2,0.0010000006,16290,10277,-1.869498e-09,2.8667453e-12,1.8626451e-09,Background,-0.1140374856617938,0.545395961001309,0.8978497472836539,0.545395961001309
SPIN3,330,271,41.14744186401367,4.2600767e-09,-0.11403749199000766,0.5453959635095387,0.8978497472836539,10278,0,1,0.0010000006,16350,10278,-4.6556083e-09,1.8622249e-09,0.0,Background,-0.11403749199000766,0.5453959635095387,0.8978497472836539,0.5453959635095387
FCRL2,275,534,41.45705795288086,-0.0027350169,-0.11438018702032286,0.5455317903115725,0.8979859803552688,10279,0,1,0.0010000003,16571,10279,-2.7998772e-09,9.337948e-10,-0.004737189,Background,-0.11438018702032286,0.5455317903115725,0.8979859803552688,0.5455317903115725
ACP7,631,475,41.52067565917969,0.007867448,-0.11525638737442549,0.5458790471224517,0.8984701826178875,10280,0,1,0.0014842309,11468,10280,-0.032151613,-0.00028258073,0.04606101,Background,-0.11525638737442549,0.5458790471224517,0.8984701826178875,0.5458790471224517
DCLK3,648,943,42.59159851074219,0.0081258025,-0.11576326929004006,0.5460799191978054,0.898713377378355,10281,0,2,0.002759708,3119,10281,-0.033325464,0.017162492,0.030237269,Background,-0.11576326929004006,0.5460799191978054,0.898713377378355,0.5460799191978054
KL,648,1045,41.85848236083984,0.008119493,-0.11598688636414169,0.5461685325941359,0.898771792598014,10282,0,2,0.0028495463,2546,10282,-0.068657905,0.055138495,0.027582789,Background,-0.11598688636414169,0.5461685325941359,0.898771792598014,0.5461685325941359
TCEAL9,209,180,39.11225128173828,-0.0074136616,-0.11685816990751269,0.5465137767257613,0.8992474706455624,10283,0,2,0.0027332965,3246,10283,-0.05302401,0.016549874,0.02363331,Background,-0.11685816990751269,0.5465137767257613,0.8992474706455624,0.5465137767257613
AHI1,181,1233,43.32661056518555,-0.010094228,-0.11698464224201205,0.5465638881867,0.8992474706455624,10284,0,1,0.0010000005,16428,10284,-9.356642e-10,1.3988002e-09,-0.017483717,Background,-0.11698464224201205,0.5465638881867,0.8992474706455624,0.5465638881867
CDHR2,673,1343,41.4139404296875,0.008392793,-0.11985587326541511,0.5477013397795641,0.9010312755537409,10285,0,2,0.0027796512,3015,10285,-0.036645766,0.019573806,0.0316087,Background,-0.11985587326541511,0.5477013397795641,0.9010312755537409,0.5477013397795641
TIE1,675,1161,41.58400344848633,0.00840703,-0.12040499870411177,0.5479188340907643,0.9013014459280314,10286,0,2,0.0027860168,2970,10286,-0.037809648,0.02060389,0.031767163,Background,-0.12040499870411177,0.5479188340907643,0.9013014459280314,0.5479188340907643
B3GALT9,637,373,41.43463134765625,0.0077930675,-0.12133808188404684,0.5482883710707359,0.9018216427060224,10287,0,2,0.0020526738,6934,10287,-0.032069188,0.0012756793,0.044291493,Background,-0.12133808188404684,0.5482883710707359,0.9018216427060224,0.5482883710707359
TTLL2,124,600,41.24453353881836,-0.018300414,-0.12210210053513122,0.5485909208289218,0.9022315688593854,10288,0,1,0.0010000003,16500,10288,-9.245999e-10,9.2851027e-10,-0.03169725,Background,-0.12210210053513122,0.5485909208289218,0.9022315688593854,0.5485909208289218
SLC35E2B,658,426,40.336917877197266,0.0080973795,-0.12228856147507358,0.5486647546860997,0.9022537531369421,10289,0,2,0.001614188,10026,10289,-0.035739638,0.00019225571,0.049572453,Background,-0.12228856147507358,0.5486647546860997,0.9022537531369421,0.5486647546860997
RFXAP,669,307,38.75284194946289,0.0082613025,-0.12240550135720597,0.5487110590886013,0.9022537531369421,10290,0,2,0.0027850475,2979,10290,-0.037604325,0.020652857,0.03126046,Background,-0.12240550135720597,0.5487110590886013,0.9022537531369421,0.5487110590886013
PHRF1,652,1937,41.63849639892578,0.007996685,-0.12256191968325922,0.5487729946388104,0.9022679107267195,10291,0,2,0.002850881,2531,10291,-0.06937432,0.055268325,0.027956663,Background,-0.12256191968325922,0.5487729946388104,0.9022679107267195,0.5487729946388104
SAMD11,641,919,40.78755187988281,0.0078120786,-0.12294228509090625,0.5489235995327759,0.9024278375529119,10292,0,2,0.0028452775,2595,10292,-0.066328414,0.05296352,0.026895804,Background,-0.12294228509090625,0.5489235995327759,0.9024278375529119,0.5489235995327759
FGFR3,625,859,36.349884033203125,0.007527757,-0.12376392213963858,0.549248900951907,0.9028046091986309,10293,0,2,0.0014917784,10571,10293,-0.030512257,1.156167e-05,0.04353915,Background,-0.12376392213963858,0.549248900951907,0.9028046091986309,0.549248900951907
GLYATL2,337,322,41.42858123779297,1.7967994e-09,-0.12392861054001009,0.549314100186058,0.9028046091986309,10294,0,1,0.0010000006,16316,10294,-1.8696729e-09,1.865585e-09,0.0,Background,-0.12392861054001009,0.549314100186058,0.9028046091986309,0.549314100186058
POM121L2,337,1101,43.76951599121094,1.1061905e-09,-0.12392863346127721,0.5493141092603693,0.9028046091986309,10295,0,2,0.0010000021,16043,10295,-2.800963e-09,4.6595394e-09,1.8626451e-09,Background,-0.12392863346127721,0.5493141092603693,0.9028046091986309,0.5493141092603693
KCNG4,681,553,38.84794998168945,0.008392593,-0.12406023593659272,0.5493662090017201,0.9028046091986309,10296,0,2,0.0028676242,2254,10296,-0.08131352,0.064476594,0.031373307,Background,-0.12406023593659272,0.5493662090017201,0.9028046091986309,0.5493662090017201
MLH1,683,725,41.695167541503906,0.008414045,-0.12433556222799665,0.5494752044162845,0.9028960336722864,10297,0,2,0.0027972423,2915,10297,-0.04069486,0.022171162,0.033097252,Background,-0.12433556222799665,0.5494752044162845,0.9028960336722864,0.5494752044162845
GPR88,664,395,34.05708694458008,0.008125582,-0.12454459106408917,0.5495579516854628,0.9029443137034406,10298,0,2,0.0028558106,2465,10298,-0.07319898,0.058612395,0.028660508,Background,-0.12454459106408917,0.5495579516854628,0.9029443137034406,0.5495579516854628
NUP62CL,638,200,39.37824249267578,0.007646678,-0.1270903306141309,0.5505655477719639,0.9045119980873512,10299,0,2,0.0023205208,4414,10299,0.0036439323,-0.0023063018,0.011906804,Background,-0.1270903306141309,0.5505655477719639,0.9045119980873512,0.5505655477719639
INPPL1,682,1274,42.91838836669922,0.008299551,-0.1278924892173866,0.5508829725144206,0.9049456208683492,10300,0,2,0.002868255,2240,10300,-0.082962275,0.06611256,0.031224959,Background,-0.1278924892173866,0.5508829725144206,0.9049456208683492,0.5508829725144206
TPSG1,193,325,39.865535736083984,-0.009243685,-0.12835828067528302,0.5510672774085373,0.9051605022573004,10301,0,1,0.0014858467,11079,10301,-2.7882008e-09,0.05149108,-0.067501605,Background,-0.12835828067528302,0.5510672774085373,0.9051605022573004,0.5510672774085373
NPR1,672,1097,40.95459747314453,0.008121297,-0.12897925477442587,0.5513129680029116,0.9054571388734068,10302,0,2,0.0028604683,2389,10302,-0.07678853,0.061300285,0.02955474,Background,-0.12897925477442587,0.5513129680029116,0.9054571388734068,0.5513129680029116
CCDC77,672,494,39.12298583984375,0.008118316,-0.1290852404196446,0.5513548996343209,0.9054571388734068,10303,0,2,0.0027819092,2999,10303,-0.038461864,0.01935425,0.033168953,Background,-0.1290852404196446,0.5513548996343209,0.9054571388734068,0.5513548996343209
