gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,tier,z_track_b,p_track_b,q_track_b,p_combined
INSC,703,538,41.67572021484375,-0.00016401893,0.04124627290894383,0.4835497822957735,0.6868932456375141,7464,0,2,0.00103420824922,12485,7464,-0.0005102717550471,-0.0001186318695545,0.0002079689875245,-3.2918527722358704e-05,-0.0001358464360237,2.7006502932636067e-05,Background,0.04124627290894383,0.4835497822957735,0.6868932456375141,0.4835497822957735
PGLS,692,266,30.813640594482425,-0.00016302068,0.0412386418750805,0.48355282404980343,0.6868932456375141,7465,0,2,0.0010832207895898,5756,7465,-0.0010096356272697,0.0003503896296024,0.0002523325383663,-9.166449308395386e-05,-3.632437437772751e-05,-0.0001683235168457,Background,0.0412386418750805,0.48355282404980343,0.6868932456375141,0.48355282404980343
RPS6KB2,707,534,37.96420669555664,-0.00016445688,0.04123285573416501,0.48355513042435655,0.6868932456375141,7466,0,2,0.001022939683808,14450,7466,-0.0004718876734841,1.9524257368175313e-05,0.0001304559409618,-2.5274232029914856e-05,-0.0001959567889571,-1.2218943993502762e-05,Background,0.04123285573416501,0.48355513042435655,0.6868932456375141,0.48355513042435655
SLC6A17,701,737,35.527671813964844,-0.00016398507,0.041215720649513676,0.4835619605279534,0.6868932456375141,7467,0,3,0.0010451398957999,9772,7467,-0.0005441503599286,3.911435487680137e-05,0.0001573730260133,-1.3144686818122864e-05,9.352408233098686e-05,-0.0002812352031469,Background,0.041215720649513676,0.4835619605279534,0.6868932456375141,0.4835619605279534
TFCP2L1,684,494,39.97791290283203,-0.0001623732,0.041214257645360325,0.4835625436866576,0.6868932456375141,7468,0,2,0.0010881029141407,5506,7468,-0.0003412971273064,0.0005435794591903,0.0001542819663882,-2.6063993573188785e-05,-0.000248733907938,-0.0002891793847084,Background,0.041214257645360325,0.4835625436866576,0.6868932456375141,0.4835625436866576
STAT6,704,877,43.500980377197266,-0.00016428439,0.041211783365784675,0.48356352994345303,0.6868932456375141,7469,0,2,0.0010382136124583,11484,7469,-0.0004309555515646,-4.1231513023376465e-05,0.0002253092825412,3.83816659450531e-05,-0.0002153431996703,-0.0001116972416639,Background,0.041211783365784675,0.48356352994345303,0.6868932456375141,0.48356352994345303
INPP5K,710,455,42.794715881347656,-0.00016483858,0.04121173352288341,0.4835635498110149,0.6868932456375141,7470,0,1,0.0010356670828265,12142,7470,-0.0002988893538713,-0.0001446538080926,0.0002604499459266,-0.0001076888293027,-0.0001254834787687,-7.499009370803833e-05,Background,0.04121173352288341,0.4835635498110149,0.6868932456375141,0.4835635498110149
EWSR1,682,590,43.75696563720703,-0.00016225257,0.04119949114690226,0.48356842966788677,0.6868932456375141,7471,0,2,0.0010562985143071,7845,7471,-0.0004536716151051,-7.514283061027527e-05,0.0003094468265771,9.107030928134918e-05,-0.0001344447955489,-0.0002829544246196,Background,0.04119949114690226,0.48356842966788677,0.6868932456375141,0.48356842966788677
SSBP3,709,288,41.048004150390625,-0.0001649228,0.04117652253851957,0.4835775850477671,0.6868932456375141,7472,0,2,0.0010740254049119,6278,7472,-0.0004727924242615,-0.0002198629081249,0.0003380188718438,-4.40254807472229e-05,-0.0003421856090426,0.0001917723566293,Background,0.04117652253851957,0.4835775850477671,0.6868932456375141,0.4835775850477671
PML,688,949,41.70201110839844,-0.00016301734,0.04116270525608862,0.48358309267640853,0.6868932456375141,7473,0,1,0.0010415142377908,10636,7473,-0.0002952925860881,-1.3172626495361328e-05,0.000314331613481,-0.0001125149428844,-0.0002034921199083,-0.0001727938652038,Background,0.04116270525608862,0.48358309267640853,0.6868932456375141,0.48358309267640853
NIBAN1,656,1253,41.20665740966797,-0.00015983387,0.04116155256703551,0.4835835521434008,0.6868932456375141,7474,0,1,0.001026187187162,14058,7474,-0.0002266587689518,-6.817467510700226e-05,0.0001807957887649,-0.000146159902215,-0.0001878179609775,-1.041218638420105e-05,Background,0.04116155256703551,0.4835835521434008,0.6868932456375141,0.4835835521434008
ATXN7L1,675,917,44.14959716796875,-0.00016179722,0.04115307884153189,0.4835869298088096,0.6868932456375141,7475,0,1,0.0010338746214958,12567,7475,-0.0003564404323697,-7.26412981748581e-05,0.0002446919679641,-5.278736352920532e-06,-0.0001184958964586,-0.0001971907913684,Background,0.04115307884153189,0.4835869298088096,0.6868932456375141,0.4835869298088096
LYSMD4,678,326,41.95990753173828,-0.00016209853,0.04115199851057149,0.48358736043371364,0.6868932456375141,7476,0,1,0.0010362272836907,11983,7476,-0.0003453455865383,-0.0001037828624248,0.0002654455602169,-2.152472734451294e-05,-0.0001586386933922,-0.0001375898718833,Background,0.04115199851057149,0.48358736043371364,0.6868932456375141,0.48358736043371364
NIF3L1,709,397,42.07957077026367,-0.00016509,0.04114308253851957,0.48359091438203156,0.6868932456375141,7477,0,2,0.0010539507821662,8155,7477,-0.0004768753424286,7.696077227592468e-05,0.0003083413466811,-0.0001292638480663,-0.0001466833055019,-0.0001699142158031,Background,0.04114308253851957,0.48359091438203156,0.6868932456375141,0.48359091438203156
EOMES,692,713,44.358680725097656,-0.00016354982,0.0411328138750805,0.4835950075211022,0.6868932456375141,7478,0,1,0.0010351414348789,12281,7478,-0.0001426674425601,-0.0003969669342041,0.0002557933330535,-5.9837475419044495e-05,-9.80086624622345e-05,-0.0001798607409,Background,0.0411328138750805,0.4835950075211022,0.6868932456375141,0.4835950075211022
SERPINA12,675,423,42.728607177734375,-0.00016191322,0.04112987884153189,0.48359617744003325,0.6868932456375141,7479,0,3,0.001060679147749,7342,7479,-0.000314847799018,1.3029214642301667e-05,0.0003560213372111,-0.0001238565891981,7.277356780832633e-05,-0.0004922710359096,Background,0.04112987884153189,0.48359617744003325,0.6868932456375141,0.48359617744003325
KCNJ14,691,451,41.72560501098633,-0.00016364807,0.04109407509447825,0.48361044900257194,0.6868932456375141,7480,0,1,0.0010123799591285,15277,7480,-0.0001035933601087,-4.441091004991904e-05,7.918104529380798e-05,-4.304759204387665e-05,-0.0002479816321283,-8.549541234970093e-05,Background,0.04109407509447825,0.48361044900257194,0.6868932456375141,0.48361044900257194
RBMS1,714,414,41.24660873413086,-0.00016580542,0.0410914471930256,0.48361149649878776,0.6868932456375141,7481,0,1,0.0010365260748978,11887,7481,-0.0002935342490673,-9.70941036939621e-05,0.0002681240439414,-6.243400275707245e-05,-0.0001955004408955,-0.000113658607006,Background,0.0410914471930256,0.48361149649878776,0.6868932456375141,0.48361149649878776
FBXW7,712,733,41.40584945678711,-0.00016562772,0.04109052334011414,0.4836118647517519,0.6868932456375141,7482,0,1,0.0010300790691142,13383,7482,-0.0002420591190457,-5.850568413734436e-05,0.0002124216407537,-2.977997064590454e-05,-6.877817213535309e-05,-0.0002910401672124,Background,0.04109052334011414,0.4836118647517519,0.6868932456375141,0.4836118647517519
CYP1B1,696,581,41.44386291503906,-0.0001641917,0.04108038115694033,0.4836159074839001,0.6868932456375141,7483,0,1,0.0010360188565135,12050,7483,-0.0003859410062432,-1.4345161616802216e-05,0.0002635829150676,-8.655525743961334e-05,-2.5644898414611816e-05,-0.0002476256340742,Background,0.04108038115694033,0.4836159074839001,0.6868932456375141,0.4836159074839001
GMPR,698,346,41.40324020385742,-0.00016440303,0.041075841760498645,0.48361771691379785,0.6868932456375141,7484,0,2,0.0010617616271727,7228,7484,-0.0004641348496079,-1.3192950063967146e-05,0.0002800403162837,0.0001497417688369,-4.181807889835909e-05,-0.000452134758234,Background,0.041075841760498645,0.48361771691379785,0.6868932456375141,0.48361771691379785
PCDH17,700,1165,39.37103271484375,-0.00016459725,0.0410745625629029,0.48361822680948136,0.6868932456375141,7485,0,1,0.0010406858242785,10861,7485,-0.0001562908291816,-0.0003878772258758,0.0003064572811126,-5.982629954814911e-05,-0.0001702196896076,-0.0001699347048997,Background,0.0410745625629029,0.48361822680948136,0.6868932456375141,0.48361822680948136
RABGAP1L,616,1065,42.89665985107422,-0.00015617591,0.04102696251170945,0.4836372004888217,0.6868932456375141,7486,0,1,0.001111930269176,4539,7486,-0.0008901534602046,-0.0001646019518375,-0.0008634142577648,-8.668750524520874e-05,-0.0001660175621509,0.0015251133590936,Background,0.04102696251170945,0.4836372004888217,0.6868932456375141,0.4836372004888217
NFATC2IP,687,384,44.06502532958984,-0.00016364573,0.04101777164033597,0.48364086403214035,0.6868932456375141,7487,0,1,0.0010460629511837,9554,7487,-0.0004838988534174,-5.140791472513229e-07,0.0003590788692235,-7.605552673339844e-05,-0.0001153042467194,-0.0002298150211572,Background,0.04101777164033597,0.48364086403214035,0.6868932456375141,0.48364086403214035
RPIA,675,319,41.00550079345703,-0.00016249972,0.04101257884153189,0.4836429339173779,0.6868932456375141,7488,0,1,0.0010273305000485,13870,7488,-0.0004011992423329,-2.2429961973102763e-05,0.0001899385824799,-7.094442844390869e-05,-2.784560274449177e-05,-0.0001922473311424,Background,0.04101257884153189,0.4836429339173779,0.6868932456375141,0.4836429339173779
SPTAN1,671,2495,41.77085876464844,-0.00016210828,0.04101134139555429,0.48364342717190123,0.6868932456375141,7489,0,1,0.0010377843786258,11576,7489,-0.0004644969885703,-9.58870950853452e-05,0.0002795122563838,-1.689419150352478e-06,-0.0002571353688836,-4.1406601667404175e-06,Background,0.04101134139555429,0.48364342717190123,0.6868932456375141,0.48364342717190123
SUPV3L1,678,800,41.645225524902344,-0.00016284984,0.0410017365105715,0.4836472557463224,0.6868932456375141,7490,0,2,0.0010402765182505,10949,7490,-0.000448646955192,4.2781241063494235e-05,0.0002365168184041,-0.0001247692853212,-9.69134271144867e-05,-0.0001354347914457,Background,0.0410017365105715,0.4836472557463224,0.6868932456375141,0.4836472557463224
CA8,697,292,34.752506256103516,-0.00016469786,0.040998032756394326,0.48364873208907916,0.6868932456375141,7491,0,2,0.0010578768595155,7665,7491,-0.0005251361872069,-7.874332368373871e-05,0.0003648875281214,-0.0001343600451946,6.487593054771423e-05,-0.0002492293715476,Background,0.040998032756394326,0.48364873208907916,0.6868932456375141,0.48364873208907916
RPS6,690,187,40.94759368896485,-0.00016410046,0.04098446683154764,0.48365413956512043,0.6868932456375141,7492,0,1,0.0010333023872243,12678,7492,-0.0002828082069754,-0.0001374371349811,0.0002397326752543,-0.0001107230782508,-0.000120136886835,-7.337704300880432e-05,Background,0.04098446683154764,0.48365413956512043,0.6868932456375141,0.48365413956512043
RNF40,717,1018,41.78304672241211,-0.00016664973,0.04097699464000059,0.4836571180361531,0.6868932456375141,7493,0,2,0.0010409058092749,10801,7493,-0.0004709940694738,2.681379919522442e-05,0.0002653039991855,-0.0001848395913839,-4.4834709115093574e-05,-0.0001173969358205,Background,0.04097699464000059,0.4836571180361531,0.6868932456375141,0.4836571180361531
INSYN1,710,351,40.66376876831055,-0.00016601647,0.04097615552288341,0.48365745251452347,0.6868932456375141,7494,0,1,0.0010402662326885,10954,7494,-0.0004314584657549,-0.0001083016395568,0.0003025000914931,-5.414150655269623e-05,-0.000173489563167,-6.715953350067139e-05,Background,0.04097615552288341,0.48365745251452347,0.6868932456375141,0.48365745251452347
GIGYF1,683,1113,41.48143005371094,-0.00016349068,0.04097133674999687,0.4836593733137258,0.6868932456375141,7495,0,1,0.0010299182481585,13416,7495,-0.0004316922277212,-8.30870121717453e-05,0.0002110861241817,-1.918897032737732e-05,-0.0002010259777307,-6.737187504768372e-06,Background,0.04097133674999687,0.4836593733137258,0.6868932456375141,0.4836593733137258
KALRN,606,2996,41.16726303100586,-0.00015531146,0.04097001406213812,0.4836599005471447,0.6868932456375141,7496,0,4,0.0012075062179568,1798,7496,-0.0003698952496051,3.88299158657901e-05,0.0003128536045551,-0.0029442661907523,4.355544660938904e-05,0.0024924124591052,Background,0.04097001406213812,0.4836599005471447,0.6868932456375141,0.4836599005471447
NPC1L1,677,1523,41.680625915527344,-0.00016297025,0.04095797100172828,0.4836647010037375,0.6868932456375141,7497,0,1,0.0010288177001072,13614,7497,-0.0002478863170836,-1.06021725514438e-05,0.0002020141109824,-2.5704503059387207e-05,-0.0001047532932716,-0.000300358980894,Background,0.04095797100172828,0.4836647010037375,0.6868932456375141,0.4836647010037375
CCR9,678,380,42.00019836425781,-0.00016308496,0.04095471251057149,0.4836659998638051,0.6868932456375141,7498,0,3,0.0010410520821109,10762,7498,-0.0005196154233999,4.453591827768832e-06,0.0002241833135485,-0.0002214312553405,-0.0001006098318612,5.156547558726743e-05,Background,0.04095471251057149,0.4836659998638051,0.6868932456375141,0.4836659998638051
FABP6,702,132,31.713043212890625,-0.00016539043,0.04095333071740574,0.48366655065742364,0.6868932456375141,7499,0,2,0.0010461696766578,9526,7499,-0.0003991480916738,-0.0001145675705629,0.0002467203885316,-0.0002477634698152,-6.525590288219973e-05,7.169321179389954e-05,Background,0.04095333071740574,0.48366655065742364,0.6868932456375141,0.48366655065742364
CHGB,699,762,40.69929504394531,-0.00016517304,0.04094064231449606,0.4836716083560277,0.6868932456375141,7500,0,1,0.001031101651853,13174,7500,-0.0001917425543069,-6.983242928981781e-05,0.0002209730446338,-7.57761299610138e-05,-0.0002435306087136,-0.0001052320003509,Background,0.04094064231449606,0.4836716083560277,0.6868932456375141,0.4836716083560277
ASTE1,719,695,42.5233154296875,-0.00016704698,0.040933628266348575,0.48367440421269187,0.6868932456375141,7501,0,2,0.0010240267391596,14331,7501,-0.0004159918462391,-0.0001271851360797,0.0001637628301978,-5.6549906730651855e-05,-0.0001065582036972,5.961364024642536e-08,Background,0.040933628266348575,0.48367440421269187,0.6868932456375141,0.48367440421269187
PMS1,682,1008,42.25272750854492,-0.00016360063,0.04092987914690226,0.48367589864253857,0.6868932456375141,7502,0,2,0.0010430122950883,10288,7502,-0.0003998531028628,-5.9197976952418685e-05,0.0002903966233134,2.2899359464645382e-05,-0.0004427101812325,-0.0001624077558517,Background,0.04092987914690226,0.48367589864253857,0.6868932456375141,0.48367589864253857
TOM1L2,666,477,41.39360809326172,-0.00016205841,0.04092090284369797,0.483679476671755,0.6868932456375141,7503,0,1,0.001026518092878,14004,7503,-0.000431821681559,-3.3181153412442654e-05,0.0001834295690059,-7.37365335226059e-05,-0.0001097368076443,-5.953013169346377e-05,Background,0.04092090284369797,0.483679476671755,0.6868932456375141,0.483679476671755
EPAS1,704,917,41.72057342529297,-0.00016582987,0.040902687365784667,0.4836867375169983,0.6868932456375141,7504,0,2,0.001052987005926,8290,7504,-0.000533664599061,-0.0001263804733753,0.0001671006903052,-0.0001195184886455,0.0001887045800685,-0.000146560370922,Background,0.040902687365784667,0.4836867375169983,0.6868932456375141,0.4836867375169983
PNP,634,291,43.59415817260742,-0.0001588,0.040902066322665374,0.4836869850701911,0.6868932456375141,7505,0,2,0.0010461646400873,9527,7505,-0.000282778404653,-5.416562999016605e-06,0.000250905752182,-0.0003375206142663,-0.0001507997512817,6.858818233013153e-05,Background,0.040902066322665374,0.4836869850701911,0.6868932456375141,0.4836869850701911
NXT1,720,142,37.06517791748047,-0.00016730915,0.04089917967271562,0.48368813571406855,0.6868932456375141,7506,0,2,0.0010495251079542,8860,7506,0.0001369463279843,-0.0002128072082996,0.0001942832022905,-0.0001305658370256,-0.0001676529645919,-0.0001978166401386,Background,0.04089917967271562,0.48368813571406855,0.6868932456375141,0.48368813571406855
CD180,717,671,41.72465896606445,-0.00016712786,0.040881368640000595,0.483695235350247,0.6868932456375141,7507,0,2,0.0010395489746337,11133,7507,-0.000681821082253,1.415644277358297e-07,0.0002955459058284,-1.6771256923675537e-05,-0.0001591993495821,-5.759671330451965e-05,Background,0.040881368640000595,0.483695235350247,0.6868932456375141,0.483695235350247
CILP,692,1292,41.3785285949707,-0.00016480761,0.0408812558750805,0.48369528029936437,0.6868932456375141,7508,0,1,0.0010322349600531,12937,7508,-0.0002963999286293,-6.0405582189559937e-05,0.0002305721864104,-6.16069883108139e-05,-0.000130983069539,-0.0001855250447988,Background,0.0408812558750805,0.48369528029936437,0.6868932456375141,0.48369528029936437
DOC2A,708,409,41.03398132324219,-0.00016632181,0.04087831465478086,0.4836964526964588,0.6868932456375141,7509,0,2,0.0010610642857492,7290,7509,-0.0005399947986006,0.0002060402184724,0.0002113282680511,-0.0001322962343692,-0.0001682452857494,-0.0001480896025896,Background,0.04087831465478086,0.4836964526964588,0.6868932456375141,0.4836964526964588
DCAF17,689,552,41.2440299987793,-0.00016457774,0.040869838935826776,0.4836998311957145,0.6868932456375141,7510,0,1,0.0010520233905785,8439,7510,-6.414508243324235e-05,-0.0003510573296807,0.0004218779504299,-8.297711610794067e-05,-0.0002987095504067,-6.382539868354797e-05,Background,0.040869838935826776,0.4836998311957145,0.6868932456375141,0.4836998311957145
DYNC1I1,694,629,41.7807502746582,-0.0001651332,0.040854191587351436,0.4837060683753005,0.6868932456375141,7511,0,2,0.0010314270172405,13102,7511,-0.000338633544743,6.180467607919127e-06,0.0002145860344171,-1.1119991540908811e-06,-8.653082477394491e-05,-0.0002972669899463,Background,0.040854191587351436,0.4837060683753005,0.6868932456375141,0.4837060683753005
MASP2,652,643,41.602657318115234,-0.00016101597,0.04084211648584672,0.4837108816265279,0.6868932456375141,7512,0,3,0.0010707349284145,6486,7512,-0.0007569184526801,7.189624011516571e-05,0.0003798175603151,5.71180135011673e-05,-0.0001121908426284,-0.0001925807446241,Background,0.04084211648584672,0.4837108816265279,0.6868932456375141,0.4837108816265279
SCML4,693,432,41.37160873413086,-0.00016509858,0.040842109323056076,0.48371088448168564,0.6868932456375141,7513,0,3,0.0010386794760271,11340,7513,-0.0004095137119293,8.858207729645073e-05,8.926820009946823e-05,-7.056817412376404e-05,6.395232048816979e-05,-0.0002737361937761,Background,0.040842109323056076,0.48371088448168564,0.6868932456375141,0.48371088448168564
CHDH,700,628,38.19148254394531,-0.00016577123,0.0408397665629029,0.4837118183286187,0.6868932456375141,7514,0,2,0.0010305319305777,13298,7514,-0.0002487674355506,-0.0001098029315471,0.0001922883093357,1.6763806343078613e-05,-4.414469003677368e-05,-0.0003252681344747,Background,0.0408397665629029,0.4837118183286187,0.6868932456375141,0.4837118183286187
ALDOC,730,377,42.277687072753906,-0.00016854511,0.04082980423985166,0.4837157894082669,0.6868932456375141,7515,0,2,0.0010416863582827,10596,7515,-0.0002751909196376,-0.0001102462410926,0.0002792561426758,2.2299587726593018e-05,-0.0002698972821235,-0.0001470930874347,Background,0.04082980423985166,0.4837157894082669,0.6868932456375141,0.4837157894082669
RUVBL1,689,460,38.464412689208984,-0.00016477803,0.04082978093582678,0.4837157986974816,0.6868932456375141,7516,0,1,0.0010301768259115,13367,7516,-0.0004477760521695,-8.44150417833589e-06,0.0002132346853613,-7.54576176404953e-05,-0.0001287963241338,-0.000104896724224,Background,0.04082978093582678,0.4837157986974816,0.6868932456375141,0.4837157986974816
MYOG,717,236,35.306243896484375,-0.00016744966,0.04081700864000059,0.4837208898621973,0.6868932456375141,7517,0,2,0.00105131919415,8558,7517,-0.0004763891920447,6.207823753356934e-05,0.000306224450469,-9.098276495933531e-05,-1.8040645954897627e-05,-0.00032864138484,Background,0.04081700864000059,0.4837208898621973,0.6868932456375141,0.4837208898621973
CBR4,696,244,41.680686950683594,-0.00016554298,0.040810125156940324,0.48372363368841403,0.6868932456375141,7518,0,2,0.0010593576768497,7482,7518,-0.0003146808594465,0.0001171305775642,0.0003009671345353,-0.0001375786960124,-0.0001058969646692,-0.0003422051668167,Background,0.040810125156940324,0.48372363368841403,0.6868932456375141,0.48372363368841403
TET3,680,1972,41.51411819458008,-0.00016416622,0.040777697189810655,0.4837365598156298,0.6868932456375141,7519,0,2,0.00103279615522,12803,7519,-0.0004675695672631,-7.970258593559265e-05,0.0001833634451031,-9.881146252155304e-05,3.6889687180519104e-05,-0.0001124870032072,Background,0.040777697189810655,0.4837365598156298,0.6868932456375141,0.4837365598156298
PDIA5,691,539,41.77497863769531,-0.00016537745,0.04074819909447826,0.483748318080118,0.6868932456375141,7520,0,2,0.0010365414325112,11879,7520,-0.0002703126519918,0.0001342065224889,0.0001027705147862,-9.276717901229858e-05,-0.0002158340066671,-5.5911008530529216e-05,Background,0.04074819909447826,0.483748318080118,0.6868932456375141,0.483748318080118
RNF31,715,1087,41.607513427734375,-0.00016782251,0.04070620371949894,0.4837650579217897,0.6868932456375141,7521,0,1,0.0010387045646226,11332,7521,-0.000453036132967,-0.000104347243905,0.0002879528328776,-4.5042484998703e-05,-0.0001101735979318,-0.0001275427639484,Background,0.04070620371949894,0.4837650579217897,0.6868932456375141,0.4837650579217897
TTYH1,659,461,39.51508712768555,-0.00016242669,0.040704753980482164,0.4837656358050229,0.6868932456375141,7522,0,2,0.0010637926509861,7047,7522,-0.0004576565697789,9.422152652405202e-05,0.0003768317401409,-0.0001226048916578,-6.347000453388318e-05,-0.0003388319164514,Background,0.040704753980482164,0.4837656358050229,0.6868932456375141,0.4837656358050229
SIPA1L1,676,1816,41.89775848388672,-0.00016415185,0.04070192383259671,0.48376676393576507,0.6868932456375141,7523,0,1,0.0010374643440098,11653,7523,-0.0004787696525454,-9.805522859096528e-05,0.0002765990793704,-4.458986222743988e-05,-9.491294622421265e-05,-0.000117877498269,Background,0.04070192383259671,0.48376676393576507,0.6868932456375141,0.48376676393576507
TGIF1,716,253,41.804176330566406,-0.00016798792,0.0406912581575402,0.48377101540236983,0.6868932456375141,7524,0,3,0.0010743201592817,6262,7524,-0.0004830220714211,0.0001000110059976,0.0003921929746866,4.432722926139831e-05,-0.0004179337993264,-0.000190008431673,Background,0.0406912581575402,0.48377101540236983,0.6868932456375141,0.48377101540236983
FAM162A,713,156,40.61012268066406,-0.00016780912,0.04067249444461705,0.4837784948489322,0.6868932456375141,7525,0,2,0.0010455195173657,9665,7525,-0.0002456773072481,-0.000218404456973,0.0003532906994223,1.657754182815552e-07,-0.0002782801166176,-9.826011955738068e-05,Background,0.04067249444461705,0.4837784948489322,0.6868932456375141,0.4837784948489322
PCDH9,714,1243,42.06862258911133,-0.00016794988,0.0406625551930256,0.48378245675907483,0.6868932456375141,7526,0,2,0.0010265829972943,13989,7526,-0.0003247642889618,4.053214070154354e-06,0.0001783156767487,-0.0001006368547677,-0.0002239196473965,-4.009901749668643e-05,Background,0.0406625551930256,0.48378245675907483,0.6868932456375141,0.48378245675907483
RNF43,697,794,42.07491683959961,-0.00016639047,0.040659510756394325,0.48378367030995856,0.6868932456375141,7527,0,1,0.0010315551780629,13072,7527,-5.200598025112413e-05,-4.039380655740388e-06,0.0002247989177703,-7.538497447967529e-05,-0.0001644038129597,-0.0003548823297023,Background,0.040659510756394325,0.48378367030995856,0.6868932456375141,0.48378367030995856
SLITRK1,710,704,37.964691162109375,-0.00016765624,0.040648201522883405,0.48378817831455456,0.6868932456375141,7528,0,1,0.0010454022819855,9695,7528,-0.0001209370821015,-0.0002847090363502,0.0003524161875247,-5.914643406867981e-05,-8.924584835767746e-05,-0.0002487655729055,Background,0.040648201522883405,0.48378817831455456,0.6868932456375141,0.48378817831455456
TRPM8,662,1117,40.94890594482422,-0.00016302898,0.0406456410612884,0.48378919894746314,0.6868932456375141,7529,0,2,0.001057753418379,7682,7529,-0.0006842454895377,-8.913128112908453e-05,0.0002767071127891,-4.483573138713837e-05,-0.0001785736531019,0.0001246891915798,Background,0.0406456410612884,0.48378919894746314,0.6868932456375141,0.48378919894746314
PRDM1,696,905,42.754302978515625,-0.00016637788,0.04064314515694033,0.4837901938471254,0.6868932456375141,7530,0,1,0.001038364129955,11436,7530,-0.0001679798588156,-0.0001825038343667,0.000284818932414,-7.033348083496094e-06,-0.0002187695354223,-0.0001723617315292,Background,0.04064314515694033,0.4837901938471254,0.6868932456375141,0.4837901938471254
POLE3,717,149,27.713394165039062,-0.00016831952,0.040643036640000595,0.4837902371033794,0.6868932456375141,7531,0,2,0.0010591010210361,7512,7531,-1.6703806977602653e-05,-2.381950253038667e-05,-0.0006317130173556,0.0003201942890882,0.0001016641035676,-0.0002353154122829,Background,0.040643036640000595,0.4837902371033794,0.6868932456375141,0.4837902371033794
CSNK1G3,691,457,41.231964111328125,-0.0001659061,0.04064246909447826,0.48379046333435916,0.6868932456375141,7532,0,2,0.0010704777698049,6501,7532,-0.00063366885297,9.19979065656662e-05,0.0004509128630161,-0.0001143161207437,-0.0002897167578339,-9.666010737419128e-05,Background,0.04064246909447826,0.48379046333435916,0.6868932456375141,0.48379046333435916
NFASC,672,1277,41.523067474365234,-0.00016422721,0.04060750330766804,0.4838044011589181,0.6868932456375141,7533,0,1,0.0010368601399081,11799,7533,-0.000406602397561,-5.0473958253860474e-05,0.0002711303532123,-8.271075785160065e-05,-0.0001346487551927,-0.0001165699213743,Background,0.04060750330766804,0.4838044011589181,0.6868932456375141,0.4838044011589181
SDSL,681,330,41.31038284301758,-0.00016523247,0.04058400067935087,0.48381376962818345,0.6868932456375141,7534,0,4,0.0010674442823976,6728,7534,-0.0011027136351913,-0.0001669854391366,6.479118019342422e-05,8.383393287658691e-05,5.890056854696013e-05,0.0002274084836244,Background,0.04058400067935087,0.48381376962818345,0.6868932456375141,0.48381376962818345
LDOC1,697,154,41.306671142578125,-0.0001667992,0.04057776475639433,0.4838162553539087,0.6868932456375141,7535,0,3,0.0010384239133277,11415,7535,-0.0006284229457378,2.3029406293062493e-05,0.0001769792288541,-8.959323167800903e-05,-0.0001168142625829,5.167350536794402e-05,Background,0.04057776475639433,0.4838162553539087,0.6868932456375141,0.4838162553539087
IVD,704,427,41.91468048095703,-0.00016750807,0.040567047365784675,0.483820527456514,0.6868932456375141,7536,0,2,0.0010507179380249,8652,7536,-0.0002832310274243,-0.0003081448376178,0.0003690626472234,-0.0001154728233814,-0.0001718830317258,2.045556902885437e-05,Background,0.040567047365784675,0.483820527456514,0.6868932456375141,0.483820527456514
HNRNPA2B1,713,365,41.55895233154297,-0.00016837518,0.04055928244461705,0.48382362266444234,0.6868932456375141,7537,0,2,0.001027632655038,13835,7537,-0.0003334898501634,5.712736310670152e-06,0.0001843534409999,-4.47593629360199e-05,-1.6603615222265944e-05,-0.0003106594085693,Background,0.04055928244461705,0.48382362266444234,0.6868932456375141,0.48382362266444234
GTDC1,716,471,41.8167724609375,-0.00016871317,0.0405462081575402,0.4838288342632784,0.6868932456375141,7538,0,2,0.001049171437899,8923,7538,-0.0005189506337046,-0.0001934524625539,0.0002827625721693,-0.000131532549858,6.470084190368652e-05,-5.690567195415497e-05,Background,0.0405462081575402,0.4838288342632784,0.6868932456375141,0.4838288342632784
PMF1,685,208,41.73023223876953,-0.00016589148,0.04052998398891727,0.4838353014540349,0.6868932456375141,7539,0,2,0.0010453993567798,9696,7539,-0.000344343483448,-5.1334463933017105e-06,0.0002330485731363,-9.239092469215392e-05,7.708091288805008e-05,-0.0003758836537599,Background,0.04052998398891727,0.4838353014540349,0.6868932456375141,0.4838353014540349
CNTRL,664,2371,45.563377380371094,-0.00016388469,0.04051516461046656,0.48384120867861174,0.6868932456375141,7540,0,1,0.0010225489221624,14491,7540,-0.0002281526103615,-6.169639527797699e-05,0.0001524854451417,-2.9841437935829163e-05,-0.0001352028921246,-0.0001782625913619,Background,0.04051516461046656,0.48384120867861174,0.6868932456375141,0.48384120867861174
SLC7A4,599,650,37.76931381225586,-0.00015676548,0.04051490991806836,0.4838413102028193,0.6868932456375141,7541,0,1,0.001035226185843,12257,7541,-0.0005099894478917,-4.7072757297428325e-05,0.0002565421164035,-6.282702088356018e-06,-0.0001875255256891,-3.9970491343410686e-05,Background,0.04051490991806836,0.4838413102028193,0.6868932456375141,0.4838413102028193
