gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,tier,z_track_b,p_track_b,q_track_b,p_combined
MYH13,559,1945,41.53065490722656,-0.00024580024,-0.21089649589230888,0.5835159807457744,0.7010908567228249,10098,0,0,0.001,16391,10098,-0.00022614747,-0.000121466815,Background,-0.21089649589230888,0.5835159807457744,0.7010908567228249,0.5835159807457744
TOR3A,678,372,42.09239959716797,-0.00033016189,-0.21091037135827365,0.5835213945042534,0.7010908567228249,10099,0,0,0.001,11057,10099,-0.00019138493,-0.00027553504,Background,-0.21091037135827365,0.5835213945042534,0.7010908567228249,0.5835213945042534
ATF2,680,452,41.32282257080078,-0.00033139065,-0.2109108134326434,0.5835215669871279,0.7010908567228249,10100,0,0,0.001,11284,10100,-0.00034037232,-0.00012828689,Background,-0.2109108134326434,0.5835215669871279,0.7010908567228249,0.5835215669871279
GGCT,714,191,37.74951934814453,-0.00035144843,-0.2109156527805932,0.5835234551404278,0.7010908567228249,10101,0,0,0.001,16566,10101,-0.0004791431,-1.788116e-05,Background,-0.2109156527805932,0.5835234551404278,0.7010908567228249,0.5835234551404278
CACNA2D4,530,1198,41.36492156982422,-0.00022143591,-0.21091872434414208,0.5835246535618003,0.7010908567228249,10102,0,0,0.001,9593,10102,-0.0001239907,-0.00018916838,Background,-0.21091872434414208,0.5835246535618003,0.7010908567228249,0.5835246535618003
HIKESHI,704,200,41.4462890625,-0.000345796,-0.21092107980183905,0.5835255725820926,0.7010908567228249,10103,0,0,0.001,13586,10103,-0.00040828064,-8.0747996e-05,Background,-0.21092107980183905,0.5835255725820926,0.7010908567228249,0.5835255725820926
CCT6A,653,494,41.505523681640625,-0.00031461846,-0.21092497656093107,0.5835270929652958,0.7010908567228249,10104,0,0,0.001,14903,10104,-0.00043252017,-1.2417324e-05,Background,-0.21092497656093107,0.5835270929652958,0.7010908567228249,0.5835270929652958
PPIH,713,177,25.522216796875,-0.00035103818,-0.21092688100923856,0.5835278360159639,0.7010908567228249,10105,0,0,0.001,15324,10105,-0.00042187423,-7.456564e-05,Background,-0.21092688100923856,0.5835278360159639,0.7010908567228249,0.5835278360159639
SPON1,682,814,41.11680221557617,-0.00033284142,-0.21092733458579205,0.5835280129859957,0.7010908567228249,10106,0,0,0.001,11772,10106,-0.00033126026,-0.00013944856,Background,-0.21092733458579205,0.5835280129859957,0.7010908567228249,0.5835280129859957
NPS,665,95,39.29022979736328,-0.00032236095,-0.21093000467469977,0.5835290547628671,0.7010908567228249,10107,0,1,0.0011336262,5012,10107,-0.00076435786,0.0003084722,Background,-0.21093000467469977,0.5835290547628671,0.7010908567228249,0.5835290547628671
DPF2,703,396,41.35417556762695,-0.00034556328,-0.21094577531978603,0.5835352079142843,0.7010908567228249,10108,0,0,0.001,14128,10108,-0.00040327385,-8.542614e-05,Background,-0.21094577531978603,0.5835352079142843,0.7010908567228249,0.5835352079142843
HAT1,689,428,41.79368591308594,-0.00033736625,-0.21094911320385984,0.5835365102367075,0.7010908567228249,10109,0,0,0.001,13978,10109,-0.0003734883,-0.00010361895,Background,-0.21094911320385984,0.5835365102367075,0.7010908567228249,0.5835365102367075
TSHZ2,703,1066,43.71396255493164,-0.00034568616,-0.2109545247872038,0.5835386216401219,0.7010908567228249,10110,0,0,0.001,11278,10110,-0.00034394488,-0.00014492747,Background,-0.2109545247872038,0.5835386216401219,0.7010908567228249,0.5835386216401219
GRIN2A,661,1501,41.6773796081543,-0.0003201766,-0.21095452561510356,0.5835386219631382,0.7010908567228249,10111,0,0,0.001,13953,10111,-0.00035971776,-9.30801e-05,Background,-0.21095452561510356,0.5835386219631382,0.7010908567228249,0.5835386219631382
ATP5F1A,699,554,41.53223419189453,-0.00034347206,-0.2109627673134604,0.583541837570084,0.7010908567228249,10112,0,0,0.001,11512,10112,-0.00046610832,-1.9635772e-05,Background,-0.2109627673134604,0.583541837570084,0.7010908567228249,0.583541837570084
GSX2,676,327,40.50996398925781,-0.00032977224,-0.21096952339553524,0.5835444735401398,0.7010908567228249,10113,0,0,0.001,13821,10113,-0.00043896213,-2.740696e-05,Background,-0.21096952339553524,0.5835444735401398,0.7010908567228249,0.5835444735401398
NUDT17,626,355,41.68351364135742,-0.00029725954,-0.21097350979779367,0.5835460288831567,0.7010908567228249,10114,0,1,0.0010863446,5731,10114,-0.0006093965,0.00018900912,Background,-0.21097350979779367,0.5835460288831567,0.7010908567228249,0.5835460288831567
AVPI1,731,150,37.10839080810547,-0.00036175968,-0.2109762668227744,0.5835471045690064,0.7010908567228249,10115,0,1,0.0011397828,4943,10115,0.00032499433,-0.0008365973,Background,-0.2109762668227744,0.5835471045690064,0.7010908567228249,0.5835471045690064
CHMP2B,713,225,41.712913513183594,-0.00035173807,-0.21097687672722773,0.5835473425303457,0.7010908567228249,10116,0,0,0.001,16805,10116,-0.00034980848,-0.00014762394,Background,-0.21097687672722773,0.5835473425303457,0.7010908567228249,0.5835473425303457
DCT,701,543,41.814300537109375,-0.00034490717,-0.21098181508969238,0.5835492692889589,0.7010908567228249,10117,0,0,0.001,12509,10117,-0.0004118029,-7.5970194e-05,Background,-0.21098181508969238,0.5835492692889589,0.7010908567228249,0.5835492692889589
GPRC5A,709,358,40.99688720703125,-0.00034956454,-0.2109845171767852,0.5835503235383017,0.7010908567228249,10118,0,0,0.001,13943,10118,-0.0004342422,-6.0117804e-05,Background,-0.2109845171767852,0.5835503235383017,0.7010908567228249,0.5835503235383017
GOLGA8J,495,762,43.97887420654297,-0.0001899167,-0.21099252388508574,0.5835534474410993,0.7010908567228249,10119,0,1,0.00104416,6743,10119,-0.00036098063,9.240024e-05,Background,-0.21099252388508574,0.5835534474410993,0.7010908567228249,0.5835534474410993
ANLN,681,1171,43.85871124267578,-0.0003332101,-0.210996357139753,0.5835549430244992,0.7010908567228249,10120,0,0,0.001,10580,10120,-0.0002041962,-0.00026703486,Background,-0.210996357139753,0.5835549430244992,0.7010908567228249,0.5835549430244992
RIOK2,708,577,44.4946174621582,-0.0003491721,-0.21099740449098112,0.5835553516590513,0.7010908567228249,10121,0,0,0.001,9671,10121,-0.00044001825,-5.378593e-05,Background,-0.21099740449098112,0.5835553516590513,0.7010908567228249,0.5835553516590513
GGT5,672,577,40.81646728515625,-0.0003277379,-0.2110003020940042,0.5835564821873678,0.7010908567228249,10122,0,0,0.001,16555,10122,-3.1514093e-05,-0.00043197768,Background,-0.2110003020940042,0.5835564821873678,0.7010908567228249,0.5835564821873678
TMEM233,694,146,42.02428436279297,-0.00034115172,-0.21100680178419803,0.5835590181029052,0.7010908567228249,10123,0,0,0.001,10905,10123,-0.00024009869,-0.00024236256,Background,-0.21100680178419803,0.5835590181029052,0.7010908567228249,0.5835590181029052
NUDT21,715,227,36.84125518798828,-0.0003533425,-0.21101056497120982,0.5835604863442823,0.7010908567228249,10124,0,0,0.001,17024,10124,-0.00041744113,-8.226046e-05,Background,-0.21101056497120982,0.5835604863442823,0.7010908567228249,0.5835604863442823
DIAPH2,624,1157,41.109031677246094,-0.0002964125,-0.2110106707938953,0.5835605276319413,0.7010908567228249,10125,0,0,0.001,12835,10125,-0.00018716464,-0.00023202598,Background,-0.2110106707938953,0.5835605276319413,0.7010908567228249,0.5835605276319413
CHFR,668,686,41.60138702392578,-0.0003254898,-0.21101751295458462,0.5835631971596411,0.7010908567228249,10126,0,0,0.001,16711,10126,-0.00040832907,-5.1983166e-05,Background,-0.21101751295458462,0.5835631971596411,0.7010908567228249,0.5835631971596411
PGLYRP4,518,390,41.12241744995117,-0.00021222932,-0.2110255122841497,0.5835663181618193,0.7010908567228249,10127,0,1,0.0011070705,5373,10127,-0.0005399538,0.00023981836,Background,-0.2110255122841497,0.5835663181618193,0.7010908567228249,0.5835663181618193
ALPK2,608,2518,42.41645431518555,-0.00028531835,-0.21102555013687496,0.5835663329303492,0.7010908567228249,10128,0,1,0.0011114667,5303,10128,-0.0006544024,0.00025090016,Background,-0.21102555013687496,0.5835663329303492,0.7010908567228249,0.5835663329303492
ARID4A,680,1298,43.01380920410156,-0.00033308764,-0.21103072338496917,0.5835683513114984,0.7010908567228249,10129,0,0,0.001,12284,10129,-0.00031659193,-0.0001544652,Background,-0.21103072338496917,0.5835683513114984,0.7010908567228249,0.5835683513114984
RAD54B,680,952,44.5528564453125,-0.00033320463,-0.21103898994241652,0.5835715765656823,0.7010908567228249,10130,0,0,0.001,9297,10130,-0.00025401823,-0.00021720398,Background,-0.21103898994241652,0.5835715765656823,0.7010908567228249,0.5835715765656823
ODAD3,686,647,41.86194610595703,-0.00033683854,-0.21103914707823207,0.5835716378732458,0.7010908567228249,10131,0,0,0.001,16652,10131,-0.0002978146,-0.00017854618,Background,-0.21103914707823207,0.5835716378732458,0.7010908567228249,0.5835716378732458
MMP23B,673,427,30.00002670288086,-0.0003289492,-0.21104200513931023,0.583572752964066,0.7010908567228249,10132,0,0,0.001,13075,10132,-0.00032521784,-0.00013998616,Background,-0.21104200513931023,0.583572752964066,0.7010908567228249,0.583572752964066
PRCC,678,511,40.96186065673828,-0.0003320917,-0.21104663960929235,0.5835745611307588,0.7010908567228249,10133,0,0,0.001,15618,10133,-0.00046453997,-5.1092356e-06,Background,-0.21104663960929235,0.5835745611307588,0.7010908567228249,0.5835745611307588
POLR2G,721,173,24.678855895996097,-0.00035723345,-0.21104786179769763,0.5835750379747149,0.7010908567228249,10134,0,0,0.001,15414,10134,-0.0004212074,-8.399971e-05,Background,-0.21104786179769763,0.5835750379747149,0.7010908567228249,0.5835750379747149
EXD2,707,647,41.96426010131836,-0.00034936814,-0.21105232634419585,0.5835767798426037,0.7010908567228249,10135,0,0,0.001,16235,10135,-0.0003111884,-0.00018289592,Background,-0.21105232634419585,0.5835767798426037,0.7010908567228249,0.5835767798426037
DNA2,361,1112,44.00968170166016,-2.4881214e-05,-0.2110576736817491,0.58357886613422,0.7010908567228249,10136,0,0,0.001,12683,10136,-3.5189092e-05,0.0,Background,-0.2110576736817491,0.58357886613422,0.7010908567228249,0.58357886613422
NCAM2,643,843,41.545204162597656,-0.0003099884,-0.21105929080508756,0.5835794970628552,0.7010908567228249,10137,0,0,0.001,15933,10137,-0.00023745652,-0.00020093285,Background,-0.21105929080508756,0.5835794970628552,0.7010908567228249,0.5835794970628552
ASCC2,698,769,41.5606575012207,-0.00034425443,-0.21106001150008724,0.5835797782454895,0.7010908567228249,10138,0,0,0.001,11380,10138,-0.0004076138,-7.923576e-05,Background,-0.21106001150008724,0.5835797782454895,0.7010908567228249,0.5835797782454895
LIX1,714,284,41.140037536621094,-0.0003534718,-0.21106023577391955,0.5835798657469994,0.7010908567228249,10139,0,1,0.0010327531,7108,10139,-0.0005676113,6.772433e-05,Background,-0.21106023577391955,0.5835798657469994,0.7010908567228249,0.5835798657469994
CERS2,717,390,41.904273986816406,-0.00035521603,-0.21106388281852562,0.5835812886583406,0.7010908567228249,10140,0,0,0.001,15136,10140,-0.00048348308,-1.8868479e-05,Background,-0.21106388281852562,0.5835812886583406,0.7010908567228249,0.5835812886583406
SEC14L5,670,728,42.487178802490234,-0.00032744906,-0.21106753109958865,0.5835827120509953,0.7010908567228249,10141,0,0,0.001,8966,10141,-0.00023981556,-0.00022326782,Background,-0.21106753109958865,0.5835827120509953,0.7010908567228249,0.5835827120509953
TTC28,661,2578,42.285675048828125,-0.00032185554,-0.21107238259943065,0.583584604882969,0.7010908567228249,10142,0,0,0.001,11609,10142,-0.00021939259,-0.00023578107,Background,-0.21107238259943065,0.583584604882969,0.7010908567228249,0.583584604882969
APAF1,655,1267,41.737525939941406,-0.00031802384,-0.21107293657823797,0.5835848210198824,0.7010908567228249,10143,0,0,0.001,10412,10143,-0.00033572223,-0.00011403253,Background,-0.21107293657823797,0.5835848210198824,0.7010908567228249,0.5835848210198824
COPS2,715,449,38.21310806274414,-0.00035422193,-0.2110734260483728,0.5835850119884737,0.7010908567228249,10144,0,0,0.001,16220,10144,-0.00043117628,-6.97687e-05,Background,-0.2110734260483728,0.5835850119884737,0.7010908567228249,0.5835850119884737
PAOX,679,527,42.42381286621094,-0.00033311977,-0.21107608088714233,0.583586047783338,0.7010908567228249,10145,0,1,0.0010494951,6589,10145,-0.0005752463,0.00010414468,Background,-0.21107608088714233,0.583586047783338,0.7010908567228249,0.583586047783338
SNRNP27,690,161,41.34300994873047,-0.00033983676,-0.2110819314439629,0.5835883303970084,0.7010908567228249,10146,0,0,0.001,12046,10146,-0.0004407689,-3.9834064e-05,Background,-0.2110819314439629,0.5835883303970084,0.7010908567228249,0.5835883303970084
ARHGAP35,693,1526,42.31418991088867,-0.0003416395,-0.21108341421489546,0.5835889089044368,0.7010908567228249,10147,0,0,0.001,11877,10147,-0.00035155006,-0.00013160147,Background,-0.21108341421489546,0.5835889089044368,0.7010908567228249,0.5835889089044368
S1PR4,663,403,36.938079833984375,-0.0003232943,-0.21108435878533896,0.5835892774312715,0.7010908567228249,10148,0,0,0.001,8606,10148,-0.00027439278,-0.0001828135,Background,-0.21108435878533896,0.5835892774312715,0.7010908567228249,0.5835892774312715
AGBL1,650,1144,41.57689666748047,-0.00031501846,-0.211089355012102,0.5835912267220759,0.7010908567228249,10149,0,0,0.001,10730,10149,-0.00037180446,-7.369928e-05,Background,-0.211089355012102,0.5835912267220759,0.7010908567228249,0.5835912267220759
PIGU,668,435,41.92383575439453,-0.00032662437,-0.21109735203974683,0.5835943467788332,0.7010908567228249,10150,0,0,0.001,15757,10150,-0.00029198546,-0.00016993284,Background,-0.21109735203974683,0.5835943467788332,0.7010908567228249,0.5835943467788332
CHML,690,778,41.6139030456543,-0.00034012436,-0.21110232192783582,0.5835962857882228,0.7010908567228249,10151,0,0,0.001,16733,10151,-0.00035553426,-0.00012547453,Background,-0.21110232192783582,0.5835962857882228,0.7010908567228249,0.5835962857882228
PEX1,682,1307,43.15168380737305,-0.0003353312,-0.21110338280531057,0.5835966996909181,0.7010908567228249,10152,0,1,0.0010835747,5777,10152,-0.0006566234,0.00018239277,Background,-0.21110338280531057,0.5835966996909181,0.7010908567228249,0.5835966996909181
RAB6A,681,214,37.58668899536133,-0.00033474388,-0.2111047714254811,0.5835972414627026,0.7010908567228249,10153,0,0,0.001,9105,10153,-0.0003311392,-0.00014226045,Background,-0.2111047714254811,0.5835972414627026,0.7010908567228249,0.5835972414627026
KIF15,649,1421,46.68072509765625,-0.0003146052,-0.21110607328276432,0.583597749383701,0.7010908567228249,10154,0,1,0.0010116891,7885,10154,-0.00046857353,2.3654662e-05,Background,-0.21110607328276432,0.583597749383701,0.7010908567228249,0.583597749383701
PAPPA2,678,1841,42.4825553894043,-0.00033294607,-0.21110696860832484,0.583598098695836,0.7010908567228249,10155,0,0,0.001,15185,10155,-0.00040365942,-6.719679e-05,Background,-0.21110696860832484,0.583598098695836,0.7010908567228249,0.583598098695836
SLC35E2B,658,426,40.336917877197266,-0.00032050884,-0.211112109984096,0.5836001046072968,0.7010908567228249,10156,0,0,0.001,11345,10156,-0.00037737936,-7.588416e-05,Background,-0.211112109984096,0.5836001046072968,0.7010908567228249,0.5836001046072968
TMEM258,723,81,25.272380828857425,-0.0003592734,-0.2111142357426611,0.5836009339728961,0.7010908567228249,10157,0,0,0.001,10884,10157,-0.00045397133,-5.4117758e-05,Background,-0.2111142357426611,0.5836009339728961,0.7010908567228249,0.5836009339728961
GOLPH3L,690,287,43.21174621582031,-0.00034035795,-0.21111888316958785,0.5836027471671723,0.7010908567228249,10158,0,0,0.001,12892,10158,-0.00030051172,-0.00018082839,Background,-0.21111888316958785,0.5836027471671723,0.7010908567228249,0.5836027471671723
MFSD5,718,471,42.09030532836914,-0.0003565508,-0.21111916995956267,0.5836028590582635,0.7010908567228249,10159,0,0,0.001,12957,10159,-0.00017216802,-0.0003320716,Background,-0.21111916995956267,0.5836028590582635,0.7010908567228249,0.5836028590582635
SNPH,688,568,41.63054656982422,-0.00033922878,-0.2111234777839918,0.5836045397548864,0.7010908567228249,10160,0,0,0.001,12051,10160,-0.00041354634,-6.619515e-05,Background,-0.2111234777839918,0.5836045397548864,0.7010908567228249,0.5836045397548864
ADAMTSL3,587,1834,40.963748931884766,-0.00027129008,-0.2111286680394292,0.583606564729716,0.7010908567228249,10161,0,1,0.0010978411,5526,10161,-0.00060056744,0.0002169041,Background,-0.2111286680394292,0.583606564729716,0.7010908567228249,0.583606564729716
MYD88,705,320,42.08453369140625,-0.00034935065,-0.21113314257171578,0.5836083104638363,0.7010908567228249,10162,0,0,0.001,16383,10162,-0.00047181733,-2.2237422e-05,Background,-0.21113314257171578,0.5836083104638363,0.7010908567228249,0.5836083104638363
NR2C2,695,603,42.470096588134766,-0.00034358568,-0.2111377213835952,0.5836100968808241,0.7010908567228249,10163,0,0,0.001,17071,10163,-0.0002841521,-0.00020175101,Background,-0.2111377213835952,0.5836100968808241,0.7010908567228249,0.5836100968808241
SKAP1,687,378,40.34027862548828,-0.00033908198,-0.21115550192053495,0.5836170339158233,0.7010908567228249,10164,0,0,0.001,11518,10164,-0.00013671629,-0.00034282054,Background,-0.21115550192053495,0.5836170339158233,0.7010908567228249,0.5836170339158233
PCSK4,629,777,40.660865783691406,-0.0003019499,-0.21115580628552358,0.5836171526628867,0.7010908567228249,10165,0,0,0.001,14737,10165,-0.00039648125,-3.0541327e-05,Background,-0.21115580628552358,0.5836171526628867,0.7010908567228249,0.5836171526628867
NOD2,666,1047,43.756324768066406,-0.00032630737,-0.2111632275987866,0.58362004806305,0.7010908567228249,10166,0,0,0.001,16859,10166,-0.0002180757,-0.00024339324,Background,-0.2111632275987866,0.58362004806305,0.7010908567228249,0.58362004806305
DYRK1B,705,615,41.112457275390625,-0.0003499944,-0.2111790095574186,0.5836262053255228,0.7010908567228249,10167,0,0,0.001,14645,10167,-0.00012322143,-0.00037174392,Background,-0.2111790095574186,0.5836262053255228,0.7010908567228249,0.5836262053255228
TMEM168,707,704,41.368953704833984,-0.00035115762,-0.21117990891009236,0.5836265562034363,0.7010908567228249,10168,0,0,0.001,10701,10168,-0.00043573976,-6.0873455e-05,Background,-0.21117990891009236,0.5836265562034363,0.7010908567228249,0.5836265562034363
DNAJB1,704,244,40.50859832763672,-0.00034950982,-0.21118560233009906,0.5836287774610138,0.7010908567228249,10169,0,0,0.001,14338,10169,-0.00040477142,-8.951008e-05,Background,-0.21118560233009906,0.5836287774610138,0.7010908567228249,0.5836287774610138
ENPP2,682,904,41.68236541748047,-0.00033663434,-0.21119552567607966,0.5836326489953606,0.7010908567228249,10170,0,0,0.001,14095,10170,-0.00026507862,-0.00021099439,Background,-0.21119552567607966,0.5836326489953606,0.7010908567228249,0.5836326489953606
ATP5F1B,710,533,40.8480224609375,-0.0003531715,-0.21120111200710623,0.5836348284655778,0.7010908567228249,10171,0,0,0.001,11515,10171,-0.00042697415,-7.248478e-05,Background,-0.21120111200710623,0.5836348284655778,0.7010908567228249,0.5836348284655778
EPB41,683,623,41.86252975463867,-0.0003373482,-0.2112032120809024,0.5836356477948578,0.7010908567228249,10172,0,0,0.001,13828,10172,-0.00043821894,-3.886409e-05,Background,-0.2112032120809024,0.5836356477948578,0.7010908567228249,0.5836356477948578
MRPS34,698,222,29.205076217651367,-0.00034629763,-0.21120525625150574,0.5836364453135443,0.7010908567228249,10173,0,0,0.001,16239,10173,-0.00045022555,-3.951392e-05,Background,-0.21120525625150574,0.5836364453135443,0.7010908567228249,0.5836364453135443
MRPS9,716,405,34.86101150512695,-0.0003566997,-0.21121023941022557,0.5836383894561914,0.7010908567228249,10174,0,0,0.001,16262,10174,-0.00010425225,-0.00040020086,Background,-0.21121023941022557,0.5836383894561914,0.7010908567228249,0.5836383894561914
HPSE2,663,554,38.88761520385742,-0.00032512937,-0.21121326630928317,0.5836395703775507,0.7010908567228249,10175,0,0,0.001,13777,10175,-0.00031492673,-0.00014487654,Background,-0.21121326630928317,0.5836395703775507,0.7010908567228249,0.5836395703775507
CAMP,478,207,35.141658782958984,-0.00017626211,-0.21121773308588543,0.5836413130546672,0.7010908567228249,10176,0,0,0.001,9399,10176,-0.0002492722,0.0,Background,-0.21121773308588543,0.5836413130546672,0.7010908567228249,0.5836413130546672
ELAVL4,722,369,39.008262634277344,-0.0003602557,-0.2112244360914503,0.5836439281755185,0.7010908567228249,10177,0,0,0.001,13587,10177,-0.00044251978,-6.696209e-05,Background,-0.2112244360914503,0.5836439281755185,0.7010908567228249,0.5836439281755185
SLC25A30,698,291,32.24737548828125,-0.0003466277,-0.21122871990415884,0.5836455994668265,0.7010908567228249,10178,0,0,0.001,11648,10178,-0.0003517568,-0.00013844995,Background,-0.21122871990415884,0.5836455994668265,0.7010908567228249,0.5836455994668265
AQP11,716,290,41.433326721191406,-0.0003570587,-0.2112359086721207,0.5836484040971103,0.7010908567228249,10179,0,0,0.001,12001,10179,-4.5880675e-05,-0.00045907806,Background,-0.2112359086721207,0.5836484040971103,0.7010908567228249,0.5836484040971103
HM13,710,386,41.64272689819336,-0.0003536839,-0.21123767940014263,0.5836490949293588,0.7010908567228249,10180,0,0,0.001,13525,10180,-0.0003808625,-0.00011932078,Background,-0.21123767940014263,0.5836490949293588,0.7010908567228249,0.5836490949293588
FAM118B,681,357,41.6970100402832,-0.0003366561,-0.21123993550732784,0.5836499751271743,0.7010908567228249,10181,0,0,0.001,15838,10181,-0.00032840483,-0.00014769891,Background,-0.21123993550732784,0.5836499751271743,0.7010908567228249,0.5836499751271743
ATP2B4,666,1259,41.47457504272461,-0.00032749155,-0.21124649967527,0.58365253606973,0.7010908567228249,10182,0,0,0.001,11544,10182,-0.0002637757,-0.00019936636,Background,-0.21124649967527,0.58365253606973,0.7010908567228249,0.58365253606973
PSMA5,715,241,20.285062789916992,-0.0003566749,-0.2112487627283228,0.5836534189757611,0.7010908567228249,10183,0,0,0.001,9382,10183,-0.00042564422,-7.877103e-05,Background,-0.2112487627283228,0.5836534189757611,0.7010908567228249,0.5836534189757611
DDHD1,664,956,41.13702392578125,-0.00032628444,-0.2112500734923176,0.5836539303561717,0.7010908567228249,10184,0,0,0.001,12476,10184,-0.00039991084,-6.152596e-05,Background,-0.2112500734923176,0.5836539303561717,0.7010908567228249,0.5836539303561717
SLC7A1,702,637,41.73420333862305,-0.00034928683,-0.2112521506480099,0.5836547407357329,0.7010908567228249,10185,0,0,0.001,11451,10185,-0.0002848897,-0.00020907691,Background,-0.2112521506480099,0.5836547407357329,0.7010908567228249,0.5836547407357329
CPXM1,700,776,40.251163482666016,-0.00034814153,-0.21125335746830667,0.5836552115633009,0.7010908567228249,10186,0,0,0.001,16434,10186,-0.00037860125,-0.00011374429,Background,-0.21125335746830667,0.5836552115633009,0.7010908567228249,0.5836552115633009
DERA,713,337,42.49120330810547,-0.00035598688,-0.2112803848592906,0.5836657559690022,0.7010908567228249,10187,0,1,0.0010045995,8190,10187,-0.0005126819,9.241361e-06,Background,-0.2112803848592906,0.5836657559690022,0.7010908567228249,0.5836657559690022
SGF29,657,306,37.603858947753906,-0.0003222986,-0.21128246325844574,0.5836665668284939,0.7010908567228249,10188,0,0,0.001,8820,10188,-0.0004238626,-3.1936914e-05,Background,-0.21128246325844574,0.5836665668284939,0.7010908567228249,0.5836665668284939
GLRA3,685,467,41.456878662109375,-0.00033967674,-0.21128264208744374,0.583666636596207,0.7010908567228249,10189,0,1,0.0010031487,8258,10189,-0.0004866924,6.317161e-06,Background,-0.21128264208744374,0.583666636596207,0.7010908567228249,0.583666636596207
GALNT8,450,504,43.504398345947266,-0.00014709495,-0.2112863487409155,0.5836680826962946,0.7010908567228249,10190,0,0,0.001,9451,10190,-9.273738e-05,-0.00011528656,Background,-0.2112863487409155,0.5836680826962946,0.7010908567228249,0.5836680826962946
GOLGA6A,459,772,43.75013732910156,-0.00015715323,-0.21128905135032153,0.5836691370816268,0.7010908567228249,10191,0,1,0.0010118415,7877,10191,-0.0002462156,2.3966655e-05,Background,-0.21128905135032153,0.5836691370816268,0.7010908567228249,0.5836691370816268
DCPS,706,341,41.61002349853515,-0.00035216738,-0.21129283693196504,0.5836706139724472,0.7010908567228249,10192,0,1,0.0010796177,5856,10192,-0.00067105144,0.00017300976,Background,-0.21129283693196504,0.5836706139724472,0.7010908567228249,0.5836706139724472
NPPA,723,229,39.98866271972656,-0.0003618074,-0.21129582386575838,0.5836717792813376,0.7010908567228249,10193,0,0,0.001,17082,10193,-6.742403e-05,-0.00044424692,Background,-0.21129582386575838,0.5836717792813376,0.7010908567228249,0.5836717792813376
PATJ,609,1957,42.98282241821289,-0.00029000966,-0.21129900894309978,0.5836730218922487,0.7010908567228249,10194,0,0,0.001,15220,10194,-0.00035822392,-5.1909126e-05,Background,-0.21129900894309978,0.5836730218922487,0.7010908567228249,0.5836730218922487
STUB1,707,304,32.947025299072266,-0.00035290283,-0.21130433520702124,0.5836750998536302,0.7010908567228249,10195,0,0,0.001,10409,10195,-0.00047766045,-2.1420943e-05,Background,-0.21130433520702124,0.5836750998536302,0.7010908567228249,0.5836750998536302
KIFBP,666,686,42.25225067138672,-0.00032840378,-0.21131064810399744,0.58367756273196,0.7010908567228249,10196,0,0,0.001,12737,10196,-0.0003532134,-0.000111220405,Background,-0.21131064810399744,0.58367756273196,0.7010908567228249,0.58367756273196
LDB1,725,375,27.55014991760254,-0.00036313242,-0.2113114613670913,0.5836778800136375,0.7010908567228249,10197,0,0,0.001,12403,10197,-0.0004122965,-0.00010124827,Background,-0.2113114613670913,0.5836778800136375,0.7010908567228249,0.5836778800136375
MCM7,721,391,41.92359924316406,-0.00036091942,-0.2113118344954595,0.583678025583725,0.7010908567228249,10198,0,0,0.001,13007,10198,-0.0003006421,-0.00020977664,Background,-0.2113118344954595,0.583678025583725,0.7010908567228249,0.583678025583725
SLC39A4,684,740,41.179779052734375,-0.00033973693,-0.2113295049961251,0.5836849194348582,0.7010908567228249,10199,0,0,0.001,11244,10199,-0.00024068914,-0.00023977133,Background,-0.2113295049961251,0.5836849194348582,0.7010908567228249,0.5836849194348582
ARL4C,709,202,27.4221134185791,-0.0003545339,-0.2113390410277397,0.5836886397478597,0.7010908567228249,10200,0,0,0.001,12268,10200,-0.0003463626,-0.00015502628,Background,-0.2113390410277397,0.5836886397478597,0.7010908567228249,0.5836886397478597
OPN5,722,411,41.74910354614258,-0.0003619087,-0.21134285389355376,0.5836901272674931,0.7010908567228249,10201,0,0,0.001,16586,10201,-0.0004096441,-0.00010217028,Background,-0.21134285389355376,0.5836901272674931,0.7010908567228249,0.5836901272674931
GPR18,723,339,41.63227844238281,-0.00036248122,-0.21134411025451347,0.5836906174134056,0.7010908567228249,10202,0,0,0.001,13667,10202,-0.0004509054,-6.171875e-05,Background,-0.21134411025451347,0.5836906174134056,0.7010908567228249,0.5836906174134056
CFAP300,679,279,43.49356460571289,-0.00033693423,-0.2113455203732545,0.5836911675449078,0.7010908567228249,10203,0,0,0.001,15110,10203,-0.00046258606,-1.39107e-05,Background,-0.2113455203732545,0.5836911675449078,0.7010908567228249,0.5836911675449078
DCDC1,472,1811,42.9482307434082,-0.0001721452,-0.2113558816883176,0.5836952098135229,0.7010908567228249,10204,0,0,0.001,13292,10204,0.0,-0.00024344772,Background,-0.2113558816883176,0.5836952098135229,0.7010908567228249,0.5836952098135229
LPIN3,691,895,42.37952423095703,-0.00034430332,-0.21135649489042377,0.5836954490423021,0.7010908567228249,10205,0,1,0.0010031463,8259,10205,6.3125044e-06,-0.00049323076,Background,-0.21135649489042377,0.5836954490423021,0.7010908567228249,0.5836954490423021
