gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,delta_clade_7,delta_clade_8,delta_clade_9,delta_clade_10,delta_clade_11,delta_clade_12,delta_clade_13,delta_clade_14,delta_clade_15,delta_clade_16,delta_clade_17,delta_clade_18,delta_clade_19,delta_clade_20,delta_clade_21,delta_clade_22,delta_clade_23,delta_clade_24,delta_clade_25,delta_clade_26,delta_clade_27,delta_clade_28,delta_clade_29,delta_clade_30,delta_clade_31,delta_clade_32,delta_clade_33,delta_clade_34,delta_clade_35,delta_clade_36,delta_clade_37,delta_clade_38,delta_clade_39,delta_clade_40,delta_clade_41,delta_clade_42,delta_clade_43,delta_clade_44,delta_clade_45,delta_clade_46,delta_clade_47,delta_clade_48,delta_clade_49,tier,z_track_b,p_track_b,q_track_b,p_combined
LMNA,681,691,41.81185150146485,0.00066043437,-0.005589940190545389,0.502230051873019,0.6653184328727464,8133,0,27,0.001141594942078,11404,8133,0.0002226289361715,-0.0006367510650306,-1.85398221219657e-05,-0.0008486844599246,-4.307553172111511e-05,-2.1152198314666748e-05,-2.4137087166309357e-05,0.0001502372324466,2.7004633011529226e-05,-5.485065412358381e-05,-2.111304866048158e-06,2.103671431541443e-05,-2.666376531124115e-05,1.6430392861366272e-05,-0.0004361604806035,-2.9817219910910353e-05,-6.82435929775238e-05,0.0002828668802976,6.499141454696655e-05,0.0007397970184683,0.0008291327976621,-3.060884773731232e-05,0.0001212302595376,5.969218909740448e-05,-0.0001031421124935,0.0003869971260428,-4.740804433822632e-05,2.518482506275177e-05,0.0002844668924808,-0.0009458173881284,0.0001232177019119,9.808685717871413e-06,-5.457550287246704e-05,0.0006021739100106,0.0004290242504794,-0.0004994703340344,2.8610233130166307e-05,0.002063859719783,-2.6825815439224243e-05,0.0021800366230309,8.132308721542358e-05,-0.0002335030585527,8.47894698381424e-05,0.0006511983228847,-1.4886260032653809e-05,-0.0003628637059591,0.011566087603569,0.0002396460622549,8.422885002801195e-06,Background,-0.005589940190545389,0.502230051873019,0.6653184328727464,0.502230051873019
HS1BP3,695,443,42.01057434082031,0.00065890717,-0.005590799408561006,0.5022303946460572,0.6653184328727464,8134,0,37,0.0012105885420706,4460,8134,0.000183330848813,0.0002210942620877,0.0001782661711331,-0.0007157120853662,-9.578466415405272e-05,0.0002582194283604,-5.139969289302826e-05,0.0001675020903348,0.0008646679925732,0.0001114463957492,0.0002344902604818,2.254173159599304e-05,-6.563588976860046e-05,7.896684110164642e-05,3.378093242645264e-05,3.844128150376491e-05,4.20968149228429e-07,0.0003495905548334,2.7593225240707397e-05,0.0010934332385659,0.0006360756233334,-1.7210841178894043e-05,0.0001527406275272,2.1850690245628357e-05,-8.172914385795593e-05,0.0007985327392816,-1.897849142551422e-05,-0.0040001850575208,0.0002122595906257,0.0006372164934873,0.0002027004957199,8.489657193422318e-05,3.3974647521972656e-06,-7.50366598367691e-05,0.0005767639959231,7.358752191066742e-05,3.102422851952724e-05,0.002874658210203,-0.0041000740602612,-6.793439388275146e-05,0.0009004792082123,0.0003853272646665,9.278208017349245e-05,0.0008588078781031,8.338131010532379e-05,0.0045097018592059,0.0019672603812068,0.0001056268811225,-6.057316568330862e-06,Background,-0.005590799408561006,0.5022303946460572,0.6653184328727464,0.5022303946460572
BRI3BP,696,262,40.31818389892578,0.00065869425,-0.005611979974556197,0.5022388443367974,0.6653184328727464,8135,0,28,0.0011227948521705,13778,8135,0.0002394765615463,0.0003247633576393,0.000326994806528,-0.0006693489849567,-9.268149733543396e-05,-0.0001006368547677,-2.9910355806350708e-05,0.000122332945466,4.4537708163261414e-05,0.0009874235838651,-0.0001692017540335,-6.666406989097595e-05,-5.597621202468872e-05,3.156997263431549e-05,3.355368971824646e-05,-2.195686101913452e-05,-3.152340650558472e-05,0.0001802556216716,7.424503564834595e-06,0.0007566725835204,0.0008255671709775,1.8849968910217283e-06,7.717497646808624e-05,4.093535244464874e-05,-0.0001123547554016,0.0004150066524744,0.000345317646861,3.655347973108291e-05,0.0002865530550479,-3.3486634492874146e-05,6.214343011379242e-05,0.0004809135571122,-1.7844140529632568e-06,-2.8908252716064453e-06,0.0005049034953117,-0.0004052482545375,0.0006177797913551,-3.0052848160266876e-05,-4.279147833585739e-05,-5.275756120681763e-05,1.0458752512931824e-05,-2.344138920307159e-05,0.0001546218991279,0.0015717931091785,-1.2129545211791992e-05,-0.0003176797181367,4.088506102561951e-05,0.0001152902841567,-1.7385929822921753e-05,Background,-0.005611979974556197,0.5022388443367974,0.6653184328727464,0.5022388443367974
PCDH10,689,1123,41.8770637512207,0.00065944047,-0.005613537010941698,0.5022394654946595,0.6653184328727464,8136,0,25,0.0011874543577759,6246,8136,-0.0012589432299137,0.0022698102984577,0.0029916316270828,-0.0008150096982717,-0.0001175533980131,0.0001461748033761,-5.989335477352142e-06,0.0001116823405027,7.682107388973236e-05,-0.0002994274836964,0.0002070097252726,-8.376315236091614e-06,-0.0001411791890859,2.6240944862365723e-05,-0.000397894764319,-2.3763623175909743e-05,-4.6811994252493605e-05,0.0003560613840818,-5.061924457550049e-05,-0.0023984536528587,0.0008067751186899,-4.2691826820373535e-06,0.0001218244433403,2.876855432987213e-05,-0.0001067072153091,0.0004565268754959,0.0003373554209247,-4.081055521965027e-05,0.0010897079482674,0.000553990539629,0.0001161359250545,-0.00022745525348,-2.164021134376526e-05,-3.706105053424835e-05,-0.0003795344382524,-0.0004513800668064,0.0007591468747705,0.0022232548799365,-5.014054477214813e-05,-0.0005548074841499,0.0001082364469766,-0.0005235383287072,-1.2842938303947449e-05,0.0006507206708192,8.162111043930054e-06,0.0039741373620927,0.0110111543908715,6.0034915804862976e-05,8.303672075271606e-06,Background,-0.005613537010941698,0.5022394654946595,0.6653184328727464,0.5022394654946595
SORBS2,668,1238,44.73274993896485,0.0006617354,-0.005621090648598838,0.5022424789125484,0.6653184328727464,8137,0,29,0.0011563373407757,9553,8137,0.0001648124307394,-0.0010219532996416,0.0006926539354026,-0.0007290598005056,-7.280707359313965e-05,-5.007162690162659e-05,-3.7523917853832245e-05,-0.0026106527075171,5.496479570865631e-05,0.0007144138216972,4.8833899199962616e-05,3.7806108593940735e-05,0.0012679137289524,2.060830593109131e-05,-0.0003120433539152,-5.2206218242645264e-05,-4.322454333305359e-05,0.0004049185663461,1.7639249563217163e-05,-0.0012712012976408,0.0003373865038156,-4.081986844539642e-05,9.434856474399568e-05,2.3847445845603943e-05,-0.0001583881676197,0.000395686365664,-7.03614205121994e-05,-2.3159198462963104e-05,0.0010369513183832,0.0013040760532021,0.0001123640686273,4.68231737613678e-05,0.0014121681451797,-5.54155558347702e-05,-1.6842037439346313e-05,0.0004509296268224,5.356967449188232e-05,6.364192813634872e-05,-4.241149872541427e-05,-0.0001872880384325,7.67689198255539e-05,0.0001162067055702,7.475540041923523e-05,0.000967551022768,-1.086294651031494e-05,-0.0005113054066896,0.0131031107157468,0.000102624297142,5.675479769706726e-06,Background,-0.005621090648598838,0.5022424789125484,0.6653184328727464,0.5022424789125484
GJA9,506,521,41.8712158203125,0.0006843518,-0.005623686516365587,0.5022435144975866,0.6653184328727464,8138,0,23,0.0011265742614991,13314,8138,0.0,0.0008855876512825,0.000719784584362,-0.0009078234434127,-6.333179771900177e-05,0.0,-3.954395651817322e-05,0.0,5.704724753741175e-05,0.0002492077182978,-8.418130164500326e-05,-2.7533620595932007e-05,-3.577768802642822e-05,5.168467760086059e-05,3.332831693114713e-05,-1.2077380233677104e-05,-5.087628960609436e-05,0.000447204336524,4.964694380760193e-05,0.0006712591275572,0.000960323959589,-5.337037146091461e-05,0.0,3.961287438869476e-05,0.0,0.0,-0.0001000165939331,0.0,0.0003509670495986,-7.777102291584015e-05,0.0001247469335794,5.71124255657196e-05,9.521842002868652e-06,-4.1564926505088806e-05,0.0,-0.000465439108666,0.000121947392472,-0.0008516429807059,0.0,-0.0001588594168424,0.000159153714776,0.0,0.0001021288335323,0.0005394493928179,-5.27501106262207e-06,0.0048203938640654,0.0124892750754952,0.0001136288046836,1.727790368022397e-05,Background,-0.005623686516365587,0.5022435144975866,0.6653184328727464,0.5022435144975866
THNSL2,693,504,42.8775634765625,0.0006589166,-0.005631859176464778,0.5022467748656122,0.6653184328727464,8139,0,30,0.0011762978000632,7279,8139,0.0001840572804212,0.0005697488086298,0.0004143751866649,-0.0007406715303659,-6.400421261787415e-05,0.0011296737939119,-0.000382118858397,-0.0026998571120202,0.0003403220325708,0.0013405598001554,0.0001952415332198,-6.338581442832947e-06,-2.9848888516426086e-05,2.4491921067237857e-05,1.998432162508834e-05,-1.975707345991395e-05,-7.417052984237671e-05,6.0377264162525535e-05,4.861131310462952e-05,0.0008481555851176,-0.000950148620177,-4.592724144458771e-05,0.0001403484493494,6.451644003391266e-05,-0.0001026131212711,0.0011296737939119,-3.882497549057007e-05,-4.1144900023937225e-05,0.0008077484671957,0.0010952762095257,0.0001801550388336,4.5328863052418455e-05,-2.2938475012779236e-05,1.781061291694641e-05,4.318729043006897e-05,-0.000297990074614,0.0001491643488407,5.8978796005249023e-05,-3.702845424413681e-05,-4.7662295401096344e-05,0.0002974439412355,0.0001914054155349,9.482353925704956e-05,0.0018434890080243,-4.402920603752136e-05,0.0001313704997301,0.0100639192387461,0.0001516267657279,-4.800036185770296e-05,Background,-0.005631859176464778,0.5022467748656122,0.6653184328727464,0.5022467748656122
PSMB9,704,219,41.364356994628906,0.0006576011,-0.005661027562023661,0.5022584111823644,0.6653184328727464,8140,0,26,0.0011720184215751,7729,8140,-0.0012769689783453,0.0005293507128953,9.556300938129423e-06,-0.0007706135511398,-0.0001082718372344,0.0003706030547618,-4.1163526475429535e-05,0.0154129592701792,0.0007411949336528,0.0001711556687951,0.0002419538795948,-7.585622370243073e-05,-5.2249059081077576e-05,-5.953758955001831e-05,-0.0003827717155218,-3.5725533962249756e-06,-4.140287637710571e-05,0.0002483576536178,-6.765127182006836e-05,0.000804778188467,0.0004533752799034,-3.437697887420654e-05,0.0001692548394203,5.136430263519287e-05,-4.384666681289673e-05,0.0004238821566104,-5.7909637689590454e-05,-0.0040018921718001,0.0003352053463459,0.0012203752994537,3.361515700817108e-05,0.0001087132841348,-3.313086926937103e-05,-5.820021033287048e-05,0.0001285281032323,-0.0004488378763198,-1.198798418045044e-05,8.25095921754837e-05,-0.0039998143911361,-0.0001710429787635,0.0007739141583442,-0.0002252273261547,9.82135534286499e-05,0.0007365085184574,-1.3841316103935242e-05,0.0004771146923303,0.0114005682989954,8.587166666984558e-05,1.9704923033714294e-05,Background,-0.005661027562023661,0.5022584111823644,0.6653184328727464,0.5022584111823644
CFAP65,588,1866,41.01917266845703,0.0006715375,-0.0056613747627054945,0.5022585496931765,0.6653184328727464,8141,0,26,0.0011439407617873,11091,8141,0.0004785768687725,0.0001581776887178,0.0002301705535501,-0.0008259657770395,-5.23589551448822e-05,0.0003900602459907,0.0004035588353872,0.0002148374915122,7.690489292144775e-05,-0.0009474642574787,-0.0003201719373464,-3.773346543312073e-05,-7.231533527374268e-05,4.185549914836883e-05,-2.289190888404846e-06,-4.121102392673493e-05,-4.200451076030731e-05,0.000416312366724,-0.0002631694078445,0.0011949483305215,0.0007532089948654,-4.641711711883545e-05,9.32794064283371e-05,0.0,-0.0004874989390373,0.0104556353762745,0.0,-4.691071808338165e-05,0.0001708921045064,-0.0004703570157289,8.011423051357269e-05,9.430525824427605e-05,0.0,0.0003870353102684,-0.0003114435821771,0.0002400428056716,2.983957529067993e-05,-0.0010951878502964,-7.878616452217102e-05,0.0004650820046663,0.0001743361353874,-0.001932181417942,0.000122033059597,-0.00036689825356,-0.0023120623081922,0.0002431869506835,0.0021972507238388,0.0001422800123691,5.781650543212891e-06,Background,-0.0056613747627054945,0.5022585496931765,0.6653184328727464,0.5022585496931765
TSPAN33,712,283,35.96175765991211,0.00065653224,-0.0057080833693414585,0.5022771834301328,0.6653184328727464,8142,0,27,0.0011042537623862,15490,8142,0.0001134146004915,3.075413405895233e-05,-0.0001815587747842,-0.0003122556954622,-8.681043982505798e-05,7.05178827047348e-05,-6.131734699010849e-05,8.30627977848053e-05,-6.124377250671387e-05,-0.000106081366539,6.09690323472023e-05,5.4188072681427e-05,-4.5746564865112305e-05,0.0010064728558063,-2.4046748876571655e-06,-2.9208138585090637e-05,9.832903742790222e-06,0.0003023631870746,7.008388638496399e-05,0.0007712058722972,0.000850548967719,-1.261197030544281e-05,0.0001783724874258,0.0002544503659009,-3.865733742713928e-05,0.0002914611250162,0.0001221019774675,-5.363486707210541e-05,0.0002597756683826,-4.689022898674011e-05,4.7437846660614014e-05,-1.2014061212539673e-07,1.38990581035614e-05,-0.0001199375838041,5.206651985645294e-05,-0.0004109870642423,0.0007039364427328,2.804212272167206e-06,-5.418248474597931e-05,6.571225821971893e-05,-0.000142466276884,0.000352269038558,-1.775100827217102e-06,0.0009260140359401,-1.854822039604187e-05,-0.0001815520226955,0.0004486888647079,7.016584277153015e-06,-4.753470420837402e-06,Background,-0.0057080833693414585,0.5022771834301328,0.6653184328727464,0.5022771834301328
APEH,709,732,41.689754486083984,0.0006564507,-0.0057865791932673995,0.5023084982159275,0.6653184328727464,8143,0,28,0.0011280490908104,13188,8143,0.0002099461853504,-2.6750298275146633e-05,0.0009120727190747,-0.0006735082715749,-7.453188300132751e-05,2.1472573280334473e-05,-3.326963633298874e-05,-7.355213165283203e-05,-1.857988172559999e-05,-5.6270881032105535e-05,5.255360520095565e-05,0.0001335218548774,-5.522929131984711e-05,3.394484519958496e-05,6.627291440963745e-05,-2.41883062699344e-05,-6.0249119997024536e-05,0.0003357455134391,8.098781108856201e-06,0.0006958069861866,0.0008784659439697,-1.566484570503235e-05,0.0001486055552959,2.0986422896385193e-05,-0.000119250267744,0.0003698607906699,-5.847029387950897e-05,-5.079247057437897e-05,0.0003286004066467,0.0007363371551036,8.189119398593903e-05,-0.0005460085812956,1.4139339327812197e-05,-3.2864511013031006e-05,6.7930668592453e-06,-0.0003015755792148,4.280731445760466e-05,4.3993815779685974e-05,-4.432536661624909e-05,0.0005886536091566,-6.398182904376881e-06,0.0001097023487091,8.067861199378967e-05,0.0007743214955553,-1.4310702681541445e-05,0.0003732672194018,0.0074058626778423,9.452924132347108e-05,-1.4595685570384376e-05,Background,-0.0057865791932673995,0.5023084982159275,0.6653184328727464,0.5023084982159275
TRIM15,435,498,40.69781494140625,0.0006971947,-0.005796032961640895,0.5023122696605945,0.6653184328727464,8144,0,19,0.0011520073544395,10094,8144,0.0,0.0008639526204206,0.0005654324195347,0.0008252015686593,0.0,0.0,-3.993511199951172e-06,-0.0039841039106249,-0.0001320149749517,-0.0006066496716812,8.467959560221061e-05,-9.432435035705566e-06,-8.168257772922516e-05,1.4822930097579956e-05,-0.0047508343122899,-1.1350940440024717e-05,-1.767277717590332e-05,0.0007853950955905,-8.080154657363892e-06,0.0,-0.0001362627372145,-2.80626118183136e-05,0.0,0.0,8.693650306668133e-05,0.0,0.0,0.0,-0.0032616162206977,0.001478788908571,0.0036706491373479,7.002612255746499e-05,-5.165114998817444e-06,0.0,9.923148900270462e-05,-0.0005113728693686,-0.0003170777054037,5.551055073738098e-05,0.0,0.0036539372522383,3.864804602926597e-05,0.0,9.50004905462265e-05,0.0006142330821603,-1.271069049835205e-05,0.0051916223019361,-0.0002252288832096,0.0001007188111543,0.0032696283888071,Background,-0.005796032961640895,0.5023122696605945,0.6653184328727464,0.5023122696605945
GRIPAP1,669,851,41.483394622802734,0.0006605134,-0.005842777515097553,0.5023309177235797,0.6653184328727464,8145,0,27,0.0011555511131756,9662,8145,0.0002335421741008,-0.0018884300952777,0.0002784540120046,-0.0008235815912485,3.544613718986511e-05,-9.738467633724213e-05,-3.702379763126373e-05,-0.0027020866982638,5.802326268167235e-05,-0.0013846354559063,0.0001239730045199,-5.945563316345215e-06,-7.720105350017548e-05,2.7934089303016663e-05,4.009716212749481e-05,-3.576242875169555e-07,-3.4358348784735426e-05,0.0003226939588785,-1.665949821472168e-05,0.0012803261633962,0.0004758853465318,-3.938749432563782e-05,0.0001260172575712,2.8017908334732056e-05,-0.0001559779047966,0.0002198619768023,2.475269320711959e-05,1.2903474271297457e-05,0.0009914566762745,0.0011427308199927,-0.0002382103266427,-4.498474663705565e-05,0.0016119782812893,-3.0973926186561584e-05,-3.69437038898468e-05,0.0036210706457495,6.047636634320952e-05,0.0026136343367397,-5.8778561651706696e-05,0.0028412970714271,9.188614785671234e-05,6.817653775215149e-05,7.705949246883392e-05,-0.0002444423735141,-3.685802221298218e-05,-0.0006539887399412,0.0001882968790596,0.0001232493668794,-2.812574564359238e-07,Background,-0.005842777515097553,0.5023309177235797,0.6653184328727464,0.5023309177235797
RBM46,715,536,41.34575653076172,0.00065552426,-0.005847883349018685,0.502332954621809,0.6653184328727464,8146,0,27,0.0011231156196194,13743,8146,0.0001864898949861,0.0002563220332376,-0.0003284385311417,-0.0006262231618165,-9.259767830371855e-05,0.0009819315746426,-6.0578808188438416e-05,0.0001834016293287,2.5857250875560567e-05,0.0002978916454594,-6.758887320756912e-05,0.0,-7.863529026508331e-05,2.2141262888908383e-05,1.1570757123990916e-05,-2.296640377608128e-05,-4.6450633817585185e-05,0.0002982488367706,2.5570392608642575e-05,0.000784411211498,0.0003810441121459,-4.674121737480163e-05,7.098540663719177e-05,3.289617598056793e-05,-8.730590343475342e-05,0.0003241719678044,-2.534128179831896e-05,2.1952204406261444e-05,0.0010726938489824,0.0009121013572439,-8.739903569221497e-05,-7.697334513068199e-05,-0.0004753954708576,-4.267878830432892e-05,5.434732884168625e-05,9.182095527648926e-05,5.3141277021495625e-05,-0.0001743165776133,2.368353307247162e-06,-0.0001968862488865,7.83577561378479e-05,-0.0009770236210897,8.790194988250732e-05,0.000663842423819,-3.711879253387451e-05,-0.0001867227256298,0.0104187475517392,9.822845458984376e-05,-2.171834466935252e-06,Background,-0.005847883349018685,0.502332954621809,0.6653184328727464,0.502332954621809
NSG2,718,176,30.94753074645996,0.0006551783,-0.005855667035353069,0.5023360598102188,0.6653184328727464,8147,0,25,0.0011193835662513,14156,8147,0.0001233629882335,9.666942059993744e-05,-0.0002441806718707,-0.000697735697031,-1.360476016998291e-05,0.0002333652228116,-4.2673200368881226e-05,0.0001246407628059,0.0001036413013935,-0.0004293024830985,-0.0002303998917341,-5.897320806980133e-05,-9.311549365520476e-05,2.69915908575058e-05,2.498180401744321e-05,-2.2262327547650784e-05,-5.91278076171875e-05,0.000174731016159,-5.622580647468567e-05,0.0006172182038426,0.0006947358488105,-2.2882595658302307e-05,2.063811189145781e-05,4.7888606786727905e-05,-4.238635301589966e-05,0.0006101634353399,-4.889816045761109e-05,-1.4273449778556824e-05,0.0001256465911865,-0.0001140236854553,0.0001284331083297,-0.000741210358683,-0.0004202742129564,-3.142841160297394e-05,-3.8973987102508545e-05,0.0001240335404872,-1.4886252756696194e-05,3.217346966266632e-05,-0.0001278277486562,0.0030971998348832,0.0002449415624141,-5.13959676027298e-05,0.0001821238547563,0.0007810292299836,-7.808208465576172e-06,0.0002458095550537,0.0108049316331744,0.0001988131552934,7.532543349952903e-06,Background,-0.005855667035353069,0.5023360598102188,0.6653184328727464,0.5023360598102188
FADS1,289,457,42.262935638427734,0.00073944137,-0.005887057419618445,0.5023485825458505,0.6653184328727464,8148,0,12,0.0011761806259357,7289,8148,0.0,0.0078643513843417,0.016064528375864,-0.0014384652022272,-0.0005299902986735,0.0022615827620029,-6.964430212974548e-05,0.0,0.0019749326165765,-0.0004354603588581,0.006533935200423,0.0,0.0,0.0,-0.0001820866164052,0.0,0.0,0.0,-0.0033397374209016,-0.0094870217144489,0.0,0.0,0.0,6.427988409996033e-05,-0.0007961780647747,0.0022615827620029,-0.0002011880278587,0.0,-0.0042997854761779,0.0018855209928005,0.0012108146911486,0.0044516935013234,0.0,0.0008118320838548,0.0,0.0,-0.006550655234605,7.18776136636734e-05,0.0,-0.0001512970775365,-0.0030118932481855,-0.0003714101039804,0.0,-0.0002304315567016,0.0,-0.0005277753225527,-0.0012979611055925,0.0,0.0,Background,-0.005887057419618445,0.5023485825458505,0.6653184328727464,0.5023485825458505
CCNDBP1,712,371,42.49201202392578,0.0006556031,-0.005893911369341475,0.5023513168287456,0.6653184328727464,8149,0,30,0.0011231869570613,13726,8149,0.0001591108739376,9.51085239648819e-05,0.0002042148262262,-0.0006445813924074,-9.673088788986206e-05,-2.528354525566101e-05,-4.03132289648056e-05,0.0005106469616293,6.649643182754517e-06,-3.608036786317825e-05,0.000333777628839,4.837103188037872e-05,-5.577504634857178e-05,-0.0001150630414485,7.359310984611511e-06,-9.424984455108644e-07,-6.513670086860657e-05,0.0001896284520626,2.703070640563965e-05,0.0008033392950892,0.0005783541128039,-0.0002153385430574,0.0001642275601625,4.0119513869285583e-05,-0.0001235269010066,0.0002649743109941,-1.130625605583191e-05,-3.7144869565963745e-05,0.0003115311264991,-8.387677371501923e-05,0.000115105882287,4.559941589832306e-05,2.8951093554496765e-05,-0.0002712327986955,7.667206227779388e-05,-0.0005699060857295,9.18768346309662e-05,0.0031653027981519,-8.571892976760864e-06,0.0001540938392281,8.34539532661438e-05,0.0001362934708595,8.348003029823303e-05,0.0008577983826398,-3.104843199253082e-05,4.405714571475983e-05,0.0015213415026664,0.0001145079731941,-0.001115083694458,Background,-0.005893911369341475,0.5023513168287456,0.6653184328727464,0.5023513168287456
GPR142,314,387,36.13808822631836,0.0007297675,-0.005945087589307547,0.5023717328289425,0.6653184328727464,8150,0,14,0.0011542740439491,9834,8150,0.0,-0.0082500707358121,0.002029093215242,-0.0032890606671571,0.0010938141494989,0.0008593024685978,-6.371177732944489e-05,0.0,-0.0024507455527782,-0.0090166237205266,-6.120423172332139e-17,7.908046245574951e-05,0.0,0.0,-3.8646161556243896e-05,0.0004851160920225,0.0004397458396852,0.0004580598324537,0.0,-0.005843995604664,0.0036129599902778,0.0,0.0,5.023553967475891e-05,-0.0002979040145874,0.0013526985421776,-7.172672485467046e-05,0.0,0.0,-4.931166768074035e-05,0.0,-0.0010280380956828,-2.297759056091309e-05,0.0,-0.0023848824203014,-0.0004366408102214,0.0,7.42543488740921e-05,0.0,0.0060554556548595,-0.0024507455527782,0.0,0.0,-0.0090166237205266,0.0,0.0104947127401828,0.0016933465376496,0.0,0.0,Background,-0.005945087589307547,0.5023717328289425,0.6653184328727464,0.5023717328289425
SHBG,611,207,40.75285720825195,0.0006670119,-0.005951214516455622,0.5023741770759912,0.6653184328727464,8151,0,29,0.0011483046078988,10509,8151,0.0002093762159347,0.0002838932559825,0.0001666502503212,-0.0010754216928035,-0.0001820903271436,0.0008168284548446,-4.4073909521102905e-05,0.0001321993768215,-1.2460960761018214e-06,-0.0148778073489665,-8.532165524670526e-17,0.0063444711267948,-6.270967423915863e-05,3.713183104991913e-05,2.389402470726054e-05,-1.5022219486127142e-05,-5.70472220715601e-05,0.0002131909132003,0.0006886422634124,0.0007166915456764,0.0002413922920823,-1.6121193766593933e-05,0.0001534707844257,3.490224480628967e-05,-0.0002755410969257,0.0009743021801114,-6.940774619579315e-05,2.0304694771766663e-05,-0.0019835254643112,0.0011693711858242,0.0001068227211362,2.05729047593195e-05,5.737319588661194e-05,0.0004806499637197,0.0,0.0001182220876216,3.8482259697047994e-05,8.435826748609543e-05,2.0619481801986694e-06,-0.0001236107200384,-7.091076440701727e-06,-0.0002708323299884,9.855814278125764e-05,6.420165300369263e-05,0.0,-1.684202470642049e-05,0.0123825324699282,0.0001034904271364,0.0,Background,-0.005951214516455622,0.5023741770759912,0.6653184328727464,0.5023741770759912
NUP50,697,512,44.48610305786133,0.00065685366,-0.005958740618998361,0.502377179503266,0.6653184328727464,8152,0,29,0.001173792466058,7527,8152,0.0011539794504642,0.0002473638160154,0.0005380283109843,-0.0006457287818193,-0.0001074746251106,0.000188997015357,-4.2428262531757355e-05,-0.0025390780065208,5.395710468292236e-05,8.221864845836535e-05,0.0009463574970141,1.4621764421463013e-05,-5.740858614444733e-05,1.862272620201111e-05,-2.219341513409745e-05,-0.0003916844725608,-0.0005009248852729,0.000421592965722,3.447011113166809e-05,0.0007944688550196,0.0003179912455379,-0.0013714411761611,0.000115742906928,-2.0906329154968265e-05,-6.83814287185669e-05,0.0013296753168106,-0.0001159738749265,-5.316082388162613e-05,0.0010555339977145,0.0005268733948469,0.0001407135277986,1.8351711332798004e-05,3.586523234844208e-05,-3.498978912830353e-05,0.0006661089719273,-0.0004311801458243,6.829574704170227e-05,0.0001676278188824,-5.903560668230057e-05,0.0029662966262549,7.560104131698608e-05,-0.0001937486231327,9.064376354217528e-05,0.0007104166434146,-6.046704947948456e-05,-0.0003523438354022,0.0016568650025874,0.0001056864857673,-1.151486867456697e-05,Background,-0.005958740618998361,0.502377179503266,0.6653184328727464,0.502377179503266
IPO4,714,1122,41.73368453979492,0.00065476826,-0.0060196387428636255,0.5024014739039404,0.6653184328727464,8153,0,25,0.0011513402231409,10169,8153,0.0002478845417499,-0.0003642367082647,-0.0005248702364042,-0.0007020123302936,-7.026270031929016e-05,7.05234706401825e-05,-3.729201853275299e-05,-0.0026453440077602,-3.758817911148071e-05,-0.0013292115181684,0.0009545100620016,-6.986036896705627e-05,-3.916025161743164e-05,2.0217150449752808e-05,-0.0001981854438781,-2.6058398361783475e-05,-7.553398609161377e-05,0.0002701021730899,2.8721988201141357e-06,0.0004586819559335,0.0003786170855164,-2.1202489733695984e-05,9.600259363651276e-05,3.286637365818024e-05,-0.0001759082078933,0.0004055555909872,-5.3977593779563904e-05,-2.7682632207870483e-05,0.0009695088956505,0.00125945918262,0.0001782141625881,-0.0003399970009922,0.0013734495732933,-4.960410296916962e-05,2.183951437473297e-05,-0.0004660487174987,2.673269045772031e-05,0.0010277368128299,-5.431473255157471e-05,0.0003755465149879,-2.717592906265054e-06,0.0001720003783702,9.017996490001678e-05,-0.0001439601182937,0.0014677310828119,-0.0001919735223054,0.0122091602534055,9.326823055744172e-05,1.5141446056077257e-05,Background,-0.0060196387428636255,0.5024014739039404,0.6653184328727464,0.5024014739039404
MIER3,715,543,41.74798202514648,0.0006546197,-0.006028795349018699,0.5024051267949962,0.6653184328727464,8154,0,30,0.0011303166929579,12924,8154,0.001169504597783,0.0006878158310428,0.0006874576210975,-0.0007547158747911,-8.230656385421753e-05,5.645863711833954e-05,-1.9984319806098935e-05,8.507631719112396e-05,0.0008041872060857,-0.0001312981912633,-9.23291257321156e-17,-3.3522024750709534e-05,-5.4916366934776306e-05,3.486312925815582e-05,2.2562226149602793e-05,-3.493389885989018e-05,-7.27977603673935e-05,0.0003338251262903,2.802163362503052e-05,0.0008024314302019,0.0005066525191068,-2.027861773967743e-05,0.0001866146922111,1.1214986443519592e-05,-0.0001182444393634,0.0003770422190427,-7.705949246883392e-05,-7.568858563899994e-06,0.0003217738121747,-0.0006345056463032,0.000118700787425,2.853990372386761e-05,5.401670932769775e-06,-4.873611032962799e-05,8.948799222707748e-05,0.0001054927706718,4.550815719994716e-05,7.228460162878036e-05,-3.0222348868846893e-05,-0.0009256844059564,0.0008460222161374,-1.4520351214741822e-05,8.720718324184418e-05,0.0008396927732974,0.0,5.083792348159477e-05,0.0005127185140736,0.0001035202294588,1.3792898243991658e-05,Background,-0.006028795349018699,0.5024051267949962,0.6653184328727464,0.5024051267949962
