gene,codon_length,taxa_count,fg_count,n_microbats,n_odontocetes,psi_track_b,max_rho_track_a,p_min_track_a,p_evd_track_a,max_synergy_track_a,top3_synergy_track_a,best_site_codon,best_site_lrt,best_site_rho,rho_microbats,rho_odontocetes,rho_megabats,rho_mysticetes,z_track_b,p_track_b,q_track_b,rank_track_b,rank_track_a,q_track_a,min_rank,dual_track_score,composite_rank,composite_score,delta_bat,delta_cet,contrast_quadrant
TESK2,581,687,109,72,37,0.2068216882511216,0.6874971389770508,1.942890293094024e-15,7.460698725478269e-13,17.273902893066406,15.705220222473145,136,40.27662658691406,0.4288815557956695,0.8458978533744812,0.7653729319572449,0.6530699729919434,0.8292269706726074,-0.6040662988030501,0.7271002177307713,0.8907677636597577,12263,4517,1.113444673802411e-12,4844,4843.999905986153,7029,4517.558031260392,0.19282788038253784,-0.06385403871536255,Q2_Unilateral_Bat
NFILZ,324,663,100,63,37,0.257501940532379,0.6784995198249817,1.942890293094024e-15,5.28466159721435e-13,15.767489433288574,11.234904289245604,12,28.717851638793945,0.5490483641624451,0.797333300113678,0.6653145551681519,0.6881948709487915,0.4930940270423889,0.4102617676957331,0.3408069673348315,0.8846340489435419,4518,5335,1.0598948151663044e-12,4739,4738.999908173338,7030,4518.327668772863,0.10913842916488647,0.17222052812576294,Q1_Golden_Quadrant
GPKOW,512,679,105,68,37,0.2408902905322559,0.687481164932251,1.942890293094024e-15,8.354428260300813e-13,14.874755859375,14.710220336914062,97,37.08592987060547,0.4010889232158661,0.8542815446853638,0.8342294096946716,0.9573981165885924,0.7823731899261475,0.0777917805206549,0.4689968424152559,0.8846340489435419,7362,4518,1.1650013692629909e-12,4845,4844.999906365283,7031,4518.395078150981,-0.10311657190322865,0.05185621976852417,Q4_Unilateral_Cetacean
EML4,1074,671,110,72,38,0.2214522773726765,0.687467634677887,1.942890293094024e-15,1.0122458427014741e-12,15.093751907348633,13.219490051269531,57,24.1455135345459,0.625116229057312,0.8002454042434692,0.8225212097167969,0.9822489619255066,0.5481175184249878,-0.3112457916546843,0.6221931130638768,0.8846340489435419,10532,4519,1.2832776211096266e-12,4846,4845.999907032601,7032,4519.500532091786,-0.18200355768203735,0.2744036912918091,Q4_Unilateral_Cetacean
EMCN,324,653,110,71,39,0.2574838558409653,0.6739935278892517,1.942890293094024e-15,5.051514762043186e-13,15.56468105316162,14.085686683654783,214,31.157176971435547,0.4995536506175995,0.8389245867729187,0.7985970973968506,0.7193142175674438,0.4798637926578522,0.4098998158654005,0.3409397202303836,0.8846340489435419,4520,5724,1.0598948151663044e-12,4742,4741.9999066288,7033,4520.34067176588,0.11961036920547485,0.3187333047389984,Q1_Golden_Quadrant
AGXT,425,655,107,70,37,0.241983153267829,0.6874130368232727,1.942890293094024e-15,6.217248937898944e-13,14.76423454284668,13.305577278137209,231,28.4705753326416,0.5185787081718445,0.8498860001564026,0.8263322114944458,0.7845754623413086,0.493187814950943,0.099664626365433,0.4603052923714696,0.8846340489435419,7160,4521,1.0649677561862168e-12,4848,4847.999906990281,7034,4521.388460259394,0.065310537815094,0.3331443965435028,Q1_Golden_Quadrant
CTRC,279,660,110,70,40,0.2574823254342987,0.5890870094299316,1.942890293094024e-15,3.9440672949800906e-13,12.119864463806152,11.542930603027344,33,25.653549194335938,0.4724439680576324,0.7384596467018127,0.7022244334220886,0.6398300528526306,0.7902604937553406,0.4098691858987927,0.3409509552724,0.8846340489435419,4521,10852,1.0598948151663044e-12,4743,4742.9999079726185,7035,4521.511240438976,0.09862959384918213,-0.08803606033325195,Q2_Unilateral_Bat
S100A2,102,625,86,63,23,0.2574794226565558,0.6267282962799072,1.942890293094024e-15,1.865174681370089e-13,11.423895835876465,9.347262382507324,4,36.14405822753906,0.3160656690597534,0.5351765751838684,0.7330888509750366,0.3238567113876343,0.6769624352455139,0.4098110889319684,0.3409722655709087,0.8846340489435419,4522,8947,1.0598948151663044e-12,4744,4743.999909664392,7036,4522.447921516462,0.21131986379623413,0.056126415729522705,Q1_Golden_Quadrant
RASSF9,464,719,112,74,38,0.2079730133492318,0.6874117851257324,1.942890293094024e-15,6.52811138479379e-13,15.663145065307615,13.262356758117676,323,38.95547103881836,0.4020781815052032,0.5356320738792419,0.8262248635292053,0.7329874634742737,0.6270579695701599,-0.5810233716645536,0.7193876490555942,0.8907677636597577,12139,4522,1.0762506214082868e-12,4849,4848.999907011464,7037,4522.554073827735,-0.19735538959503174,0.1991668939590454,Q4_Unilateral_Cetacean
NUAK2,718,693,110,71,39,0.2253056494657638,0.6873974800109863,1.942890293094024e-15,8.568146192540975e-13,12.29016399383545,10.952780723571776,121,24.275800704956055,0.5062722563743591,0.8429985642433167,0.8502529859542847,0.5912967920303345,0.5826153755187988,-0.2341233763401281,0.592555400748627,0.8846340489435419,9938,4523,1.177480125704291e-12,4850,4849.999908366254,7038,4523.480911207183,0.2517017722129822,0.26763761043548584,Q1_Golden_Quadrant
HSPE1,102,648,110,70,40,0.2574751146987503,0.5130760073661804,1.942890293094024e-15,9.520162436160264e-14,18.730628967285156,12.68231964111328,37,39.33222198486328,0.4762158691883087,0.5969682335853577,0.4183292984962463,0.4814702272415161,0.9019182324409484,0.409724868317138,0.3410038927190016,0.8846340489435419,4525,13301,1.0598948151663044e-12,4747,4746.999907308702,7039,4525.592816760891,0.11549800634384155,-0.4835889339447021,Q2_Unilateral_Bat
POLA2,613,686,111,71,40,0.2524048322268677,0.6873689889907837,1.942890293094024e-15,8.995582057021287e-13,15.88988971710205,13.924656867980955,249,34.16472244262695,0.4650964140892029,0.8194745182991028,0.8154956698417664,0.8579939603805542,0.5035584568977356,0.3082468845895535,0.3789472396830794,0.8846340489435419,5306,4526,1.206224022890816e-12,4853,4852.999906700322,7040,4526.326970402394,-0.038519442081451416,0.31193721294403076,Q4_Unilateral_Cetacean
PIP4K2B,420,698,111,71,40,0.2574749627323776,0.4179205894470215,1.942890293094024e-15,1.942890293093835e-13,10.857863426208496,7.137350559234619,256,35.65976333618164,0.304485023021698,0.3807135224342346,0.6961860060691833,0.2055487334728241,0.2250569760799408,0.4097218268216824,0.3410050084102612,0.8846340489435419,4526,14407,1.0598948151663044e-12,4748,4747.999912289012,7041,4526.629630861324,0.17516478896141052,0.47112902998924255,Q1_Golden_Quadrant
GCA,237,709,114,74,40,0.2487301470887549,0.6873553991317749,1.942890293094024e-15,3.38062910998303e-13,16.76349449157715,12.157305717468262,56,33.69078826904297,0.4975690841674804,0.8531352281570435,0.8589104413986206,0.9441349506378174,0.5855016112327576,0.2347007575803905,0.4072204998472599,0.8846340489435419,5962,4527,1.0598948151663044e-12,4854,4853.9999076003405,7042,4527.3488194213505,-0.09099972248077393,0.27340883016586304,Q4_Unilateral_Cetacean
MYO1B,1107,690,103,67,36,0.2014820472408833,0.6873288154602051,1.942890293094024e-15,6.8195449287577e-13,13.448713302612305,9.299811363220217,270,39.68122482299805,0.3389188051223755,0.8522084355354309,0.6825338006019592,0.9198409914970398,0.41562619805336,-0.7109352960537921,0.7614378337617881,0.8972660734076718,12759,4528,1.0830915921106249e-12,4855,4854.999909708916,7043,4528.574891918856,-0.06763255596160889,0.26690760254859924,Q4_Unilateral_Cetacean
KCTD4,259,726,113,73,40,0.2560987853795868,0.6873125433921814,1.942890293094024e-15,1.5737411374060357e-13,7.891916751861572,6.484591007232666,137,14.07551383972168,0.560684084892273,0.8551298975944519,0.15811388194561,0.4019917249679565,0.1959756165742874,0.3821786467745715,0.3511644296403169,0.8846340489435419,4729,4529,1.0598948151663044e-12,4856,4855.9999133607835,7044,4529.307881609578,0.4531381726264954,-0.037861734628677396,Q2_Unilateral_Bat
MXD1,213,709,110,71,39,0.2574570323813011,0.5567532777786255,1.942890293094024e-15,2.2731816429197498e-13,15.396496772766112,10.054134368896484,205,27.654075622558594,0.5567532777786255,0.6838144063949585,0.7983942031860352,0.331620842218399,0.4646068215370178,0.4093629639999637,0.3411366573956161,0.8846340489435419,4529,12115,1.0598948151663044e-12,4751,4750.999909046389,7045,4529.553508480213,0.3521935641765595,0.33378738164901733,Q1_Golden_Quadrant
NHERF1,406,703,111,71,40,0.2512787227285091,0.6873111724853516,1.942890293094024e-15,5.070943664974117e-13,11.939038276672363,9.698596954345703,355,27.551700592041016,0.4333321750164032,0.8593810796737671,0.857644259929657,0.5090600252151489,0.6382168531417847,0.2857086291799916,0.3875506474774847,0.8846340489435419,5488,4530,1.0598948151663044e-12,4857,4856.99990934702,7046,4530.333155969404,0.35032105445861816,0.21942740678787231,Q1_Golden_Quadrant
BOC,1156,691,110,71,39,0.2574538267738788,0.6819996237754822,1.942890293094024e-15,1.4241385848369054e-12,18.32567596435547,17.959983825683594,1093,37.789894104003906,0.4849358797073364,0.8488898277282715,0.974577248096466,0.9339791536331176,0.7523638606071472,0.4092988061192855,0.3411601957810458,0.8846340489435419,4531,5001,1.61007036277484e-12,4753,4752.999905274266,7047,4531.31699368141,-0.08508932590484608,0.22221338748931874,Q4_Unilateral_Cetacean
BTBD2,588,516,96,66,30,0.2164359112608963,0.6872935891151428,1.942890293094024e-15,4.293787547736871e-13,9.5621976852417,6.76251220703125,437,24.59217643737793,0.3888308703899383,0.8289072513580322,0.6955617666244507,0.7771952748298645,0.5222329497337341,-0.4116446789919866,0.6597000607091537,0.8846340489435419,11191,4531,1.0598948151663044e-12,4858,4857.999912882427,7048,4531.522846691054,0.051711976528167725,0.17332881689071655,Q1_Golden_Quadrant
RHBDF1,864,686,110,70,40,0.2496511300703579,0.687225341796875,1.942890293094024e-15,6.411537967208223e-13,10.99482250213623,9.134689331054688,786,20.623476028442383,0.5331217050552368,0.861482560634613,0.7623780965805054,0.8485560417175293,0.5337666869163513,0.2531335562535957,0.4000825044746511,0.8846340489435419,5796,4532,1.071261135354374e-12,4859,4858.9999098671005,7049,4532.343465247755,0.01292651891708374,0.22861140966415405,Q1_Golden_Quadrant
LRRN4,785,666,105,68,37,0.257451923016936,0.6153336763381958,1.942890293094024e-15,1.3133938381306977e-12,13.102339744567873,10.694572448730469,440,27.40111541748047,0.4781681001186371,0.7352838516235352,0.6761887073516846,0.4958234429359436,0.4750605821609497,0.4092607038208169,0.3411741751292938,0.8846340489435419,4532,9582,1.5192430646838742e-12,4754,4753.999908550975,7050,4532.469371466578,0.23946040868759155,0.20112812519073486,Q1_Golden_Quadrant
SET,295,673,105,68,37,0.2574507088737697,0.4907808601856231,1.942890293094024e-15,1.8457457784391529e-13,19.023548126220703,11.92391300201416,31,38.76179885864258,0.4907808601856231,0.594802737236023,0.4946156144142151,0.3968529105186462,0.3375003635883331,0.409236403636132,0.3411830907353259,0.8846340489435419,4533,13854,1.0598948151663044e-12,4755,4754.999907737595,7051,4533.611473229132,0.19794982671737676,0.157115250825882,Q1_Golden_Quadrant
DDHD1,956,664,105,67,38,0.2574496894645323,0.6279903054237366,1.942890293094024e-15,9.831024883050929e-13,17.46178436279297,16.196962356567383,858,34.29346466064453,0.5091869235038757,0.7148460149765015,0.853264570236206,0.964021384716034,0.6666673421859741,0.4092160009081618,0.3411905764540891,0.8846340489435419,4534,8882,1.26125839332267e-12,4756,4755.999905814981,7052,4534.446158962421,-0.24917536973953258,0.18659722805023193,Q4_Unilateral_Cetacean
SP3,801,600,98,66,32,0.1973901131692421,0.68720543384552,1.942890293094024e-15,4.896083538595742e-13,26.75373649597168,21.27678108215332,117,38.93120574951172,0.68720543384552,0.8373898267745972,0.8199998736381531,0.3562765121459961,0.7186996340751648,-0.7928323543417851,0.7860622482988124,0.9059792248258938,13040,4534,1.0598948151663044e-12,4861,4860.999904488979,7053,4534.584436315265,0.4811133146286011,0.10130023956298828,Q1_Golden_Quadrant
SLC9A3,845,646,107,69,38,0.2574284637159809,0.669704258441925,1.942890293094024e-15,8.471001677886359e-13,9.970229148864746,9.182286262512209,450,15.74246597290039,0.6333333849906921,0.8268782496452332,0.9863625764846802,0.9428032040596008,0.8468711376190186,0.4087911831237386,0.3413464554167699,0.8846340489435419,4535,6069,1.1713350595973894e-12,4757,4756.999909820977,7054,4535.352643831061,-0.11592495441436768,0.13949143886566162,Q4_Unilateral_Cetacean
ATPAF1,381,696,110,73,37,0.2324538942162081,0.6871894001960754,1.942890293094024e-15,5.26523269428342e-13,6.89198637008667,5.960762023925781,74,24.969202041625977,0.2760194838047027,0.8435511589050293,0.8537361025810242,0.8863914608955383,0.7369487881660461,-0.0910565021592418,0.5362761523752884,0.8846340489435419,8797,4535,1.0598948151663044e-12,4862,4861.9999143662435,7055,4535.443365480545,-0.04284030199050903,0.11678731441497803,Q4_Unilateral_Cetacean
UGGT2,1553,623,103,68,35,0.2574134005771731,0.6729487180709839,1.942890293094024e-15,2.3878121702097047e-12,17.493637084960938,16.890905380249023,339,25.99549674987793,0.6729487180709839,0.828220784664154,0.8424474596977234,0.8803427815437317,0.5970063209533691,0.408489705451972,0.3414570934502937,0.8846340489435419,4536,5809,2.50775599556172e-12,4759,4758.999905589432,7056,4536.344030595278,-0.05212199687957764,0.24544113874435425,Q4_Unilateral_Cetacean
PTPRZ1,2417,645,100,63,37,0.2441327177656749,0.6871554851531982,1.942890293094024e-15,3.425315586718898e-12,22.16672706604004,21.39478874206543,610,36.14080047607422,0.6133435368537903,0.8267983794212341,0.9736065864562988,0.7858355641365051,0.5033729076385498,0.1426865827048419,0.4432688568672919,0.8846340489435419,6764,4537,3.530980849034134e-12,4864,4863.999904465324,7057,4537.375823079481,0.040962815284729004,0.470233678817749,Q1_Golden_Quadrant
COL17A1,1633,660,105,67,38,0.2574048028979266,0.6520000100135803,1.942890293094024e-15,2.1838086894352983e-12,20.759780883789062,18.079614639282227,901,40.0726432800293,0.5180537104606628,0.8069340586662292,0.9072153568267822,0.9180683493614196,0.9710070490837096,0.4083176292097688,0.3415202491016158,0.8846340489435419,4537,7412,2.3135472221974418e-12,4760,4759.999905241196,7058,4537.397372796808,-0.11113429069519032,-0.06379169225692738,Q3_Parallel_Regressive
AQP11,290,716,110,70,40,0.2502058110078972,0.6871423721313477,1.942890293094024e-15,4.5463632858389826e-13,10.921231269836426,9.689616203308104,173,23.883590698242188,0.4572692513465881,0.86137855052948,0.8175679445266724,0.9002567529678345,0.4937121272087097,0.2642350882620701,0.3957993875260736,0.8846340489435419,5701,4538,1.0598948151663044e-12,4865,4864.999909354873,7059,4538.340505487196,-0.03887820243835449,0.32385581731796265,Q4_Unilateral_Cetacean
DDX54,932,656,106,69,37,0.2219486275385087,0.6871383786201477,1.942890293094024e-15,1.212363542889936e-12,9.224071502685549,8.007067680358887,830,32.56938171386719,0.2832129895687103,0.8516724705696106,0.8327190279960632,0.9374694228172302,0.9826915860176086,-0.3013117072460101,0.6184115927885235,0.8846340489435419,10474,4539,1.4350706514725786e-12,4866,4865.999911102393,7060,4539.499268373795,-0.08579695224761963,-0.1499725580215454,Q3_Parallel_Regressive
MSR1,404,679,112,73,39,0.2573620133182324,0.6214659810066223,1.942890293094024e-15,6.605826996517499e-13,20.561769485473633,17.664857864379883,332,37.06757354736328,0.5547104477882385,0.7697770595550537,0.654121458530426,0.6485491394996643,0.6567454934120178,0.4074612271658983,0.3418346328888183,0.8846340489435419,4540,9244,1.0777021531247357e-12,4763,4762.999905357662,7061,4540.458397073495,0.1212279200553894,-0.002624034881591797,Q2_Unilateral_Bat
ARFGEF3,2245,648,98,67,31,0.2054352227837373,0.687134325504303,1.942890293094024e-15,2.4033552925544198e-12,13.658391952514648,12.802726745605469,1570,24.267871856689453,0.5628178715705872,0.831031084060669,0.9708886742591858,0.9413896799087524,0.6795888543128967,-0.6318153879156025,0.7362462413363531,0.8915968765960796,12411,4540,2.523063262419183e-12,4867,4866.9999072449455,7062,4540.563717991354,-0.1103585958480835,0.29129981994628906,Q4_Unilateral_Cetacean
SEC24B,1338,627,105,70,35,0.2573533431036449,0.6849992871284485,1.942890293094024e-15,1.569855356818739e-12,24.67881774902344,22.030458450317383,565,36.778175354003906,0.6710180044174194,0.8389493823051453,0.8314734101295471,0.9999817609786988,0.8369954824447632,0.4072876991820622,0.341898348102389,0.8846340489435419,4541,4729,1.7400927014875794e-12,4764,4763.999904342076,7063,4541.308280678417,-0.16103237867355358,-0.0055220723152160645,Q3_Parallel_Regressive
LRRC32,681,698,111,71,40,0.2278786886240721,0.6871233582496643,1.942890293094024e-15,1.0141887329945661e-12,18.37371063232422,14.0159273147583,164,27.51555633544922,0.6677572131156921,0.8349316120147705,0.7024056315422058,0.8684447407722473,0.4161779284477234,-0.1826258853649758,0.5724542138368826,0.8846340489435419,9543,4541,1.2842832060973297e-12,4868,4867.999906659596,7064,4541.46837379448,-0.03351312875747681,0.2862277030944824,Q4_Unilateral_Cetacean
RFT1,542,719,113,73,40,0.2370179310432175,0.6871107220649719,1.942890293094024e-15,8.043565813406024e-13,18.415851593017575,12.584765434265137,207,28.37699317932129,0.6489711999893188,0.854878842830658,0.8186759352684021,0.5960767269134521,0.9456120133399964,0.0002893464067437,0.4998845674862783,0.8846340489435419,7998,4542,1.145345768513674e-12,4869,4868.999907361187,7065,4542.417026937147,0.2588021159172058,-0.12693607807159435,Q2_Unilateral_Bat
LRRD1,884,623,80,48,32,0.2212079823338119,0.6871007680892944,1.942890293094024e-15,1.534883331543101e-12,17.74881362915039,16.28510093688965,566,30.344985961914062,0.5849010348320007,0.8093811869621277,0.8838808536529541,0.745044469833374,0.5326558947563171,-0.3161351776240282,0.6240500464976346,0.8846340489435419,10562,4543,1.7099330689558738e-12,4870,4869.999905785329,7066,4543.502327901563,0.06433671712875366,0.35122495889663696,Q1_Golden_Quadrant
RAB2B,221,673,112,72,40,0.2573337842160692,0.6273356676101685,1.942890293094024e-15,1.4377388168894745e-13,15.511313438415527,10.029411315917969,124,38.20311737060547,0.4060221910476684,0.7824249863624573,0.4139962196350097,0.4073683619499206,0.2672612369060516,0.4068962423971308,0.3420420979545381,0.8846340489435419,4544,8916,1.0598948151663044e-12,4767,4766.999909066667,7067,4544.447622214832,0.3750566244125367,0.14673498272895813,Q1_Golden_Quadrant
MATN4,531,700,108,68,40,0.2240822451762819,0.6870790123939514,1.942890293094024e-15,5.809241976349444e-13,20.486141204833984,12.458980560302734,261,29.81628036499023,0.6870790123939514,0.865892767906189,0.8604534864425659,0.912517249584198,0.6992916464805603,-0.2586089156111202,0.6020314982247568,0.8846340489435419,10143,4544,1.0624817901254942e-12,4872,4871.999907429983,7068,4544.488427003658,-0.04662448167800903,0.16116183996200562,Q4_Unilateral_Cetacean
DYM,730,660,102,66,36,0.2255675043194469,0.6870657205581665,1.942890293094024e-15,7.421840919616417e-13,13.560342788696287,10.613048553466797,112,19.736602783203125,0.6870657205581665,0.8353473544120789,0.8116490244865417,0.8102716207504272,0.8577014207839966,-0.2288825435604163,0.5905198956646804,0.8846340489435419,9899,4545,1.1110382898619808e-12,4873,4872.999908611004,7069,4545.480345859661,0.02507573366165161,-0.046052396297454834,Q2_Unilateral_Bat
FAM193B,932,688,105,69,36,0.2352912802969041,0.6870602369308472,1.942890293094024e-15,1.3036793866652405e-12,20.88799095153809,19.43798065185547,654,36.99555969238281,0.5646080374717712,0.8282501697540283,0.8333286046981812,0.8934552073478699,0.4794069528579712,-0.0342683014776265,0.5136683991135562,0.8846340489435419,8279,4546,1.5105758263360518e-12,4874,4873.999904892851,7070,4546.426504822081,-0.06520503759384155,0.35392165184020996,Q4_Unilateral_Cetacean
HACD3,362,710,111,72,39,0.2573223177299069,0.6004454493522644,1.942890293094024e-15,4.235500838944075e-13,12.828052520751951,9.756880760192873,164,21.885807037353516,0.5861356854438782,0.7277688980102539,0.8234578371047974,0.6271039843559265,0.7361289858818054,0.406666749089284,0.3421263826029405,0.8846340489435419,4546,10332,1.0598948151663044e-12,4769,4768.999909296375,7071,4546.494778849352,0.10066491365432739,0.08732885122299194,Q1_Golden_Quadrant
SCP2,567,616,100,68,32,0.2573213490674385,0.6007066369056702,1.942890293094024e-15,7.829847881165851e-13,13.183581352233888,11.697895050048828,436,37.4516716003418,0.3520158231258392,0.728463888168335,0.5153825283050537,0.8770446181297302,0.3320168256759643,0.4066473620206638,0.3421335031372367,0.8846340489435419,4547,10317,1.1344357144112724e-12,4770,4769.999907875321,7072,4547.494313269039,-0.14858072996139526,0.1833657026290894,Q4_Unilateral_Cetacean
NRXN1,1527,661,102,66,36,0.2096879721531613,0.6870571374893188,1.942890293094024e-15,6.17839113203709e-13,13.984405517578123,10.785983085632324,539,24.856555938720703,0.5626043081283569,0.8541240096092224,0.9470041394233704,0.2048468887805938,0.4712525308132171,-0.5466997294288937,0.7077074799354339,0.8882440907756602,11975,4547,1.064437816020918e-12,4875,4874.999908484655,7073,4547.549451280346,0.6492771208286287,0.47575160861015325,Q1_Golden_Quadrant
ORC5,446,707,109,71,38,0.2573110459622285,0.6821474432945251,1.942890293094024e-15,4.876654635664813e-13,16.411569595336914,11.89703369140625,367,31.1187801361084,0.5273847579956055,0.8452056050300598,0.9329125881195068,0.6291775107383728,0.5316208004951477,0.406441152929032,0.3422092436362239,0.8846340489435419,4548,4987,1.0598948151663044e-12,4772,4771.999907753721,7074,4548.31709344862,0.216028094291687,0.40129178762435913,Q1_Golden_Quadrant
GRAMD1A,834,663,105,71,34,0.233268872533542,0.6870164275169373,1.942890293094024e-15,9.520162436156186e-13,13.70645236968994,12.85332489013672,774,24.077938079833984,0.5692535638809204,0.835473358631134,0.8852587938308716,0.7749627232551575,0.9355891942977904,-0.0747453090682507,0.5297913214733081,0.8846340489435419,8647,4548,1.2390630853782172e-12,4876,4875.999907218484,7075,4548.438809444629,0.06051063537597656,-0.050330400466918834,Q2_Unilateral_Bat
BLOC1S6,183,701,111,71,40,0.2130155517198305,0.6870090365409851,1.942890293094024e-15,2.312039448781622e-13,9.772784233093262,5.765736103057861,9,25.060401916503903,0.3899691700935364,0.4797702431678772,0.5686982870101929,0.4231947362422943,0.2461679577827453,-0.4801006657689702,0.6844220925744293,0.8858124822542193,11615,4549,1.0598948151663044e-12,4877,4876.999914780357,7076,4549.537545726638,0.056575506925582886,0.32253032922744757,Q1_Golden_Quadrant
GGTLC1,225,665,106,66,40,0.2573075017195049,0.592431902885437,1.942890293094024e-15,3.1280533718808893e-13,11.931488990783691,8.527923583984375,51,35.762939453125,0.3336271941661834,0.6716840267181396,0.8151505589485168,0.6278358101844788,0.460249662399292,0.4063702175112471,0.3422352996482772,0.8846340489435419,4550,10713,1.0598948151663044e-12,4774,4773.999910495466,7077,4550.507582307948,0.04384821653366089,0.35490089654922485,Q1_Golden_Quadrant
LAPTM5,270,719,111,71,40,0.2372307097420989,0.6869649291038513,1.942890293094024e-15,4.293787547736871e-13,17.23112678527832,10.917521476745604,116,25.279132843017575,0.6816344261169434,0.8589480519294739,0.8002195358276367,0.4089132249355316,0.4928267896175384,0.0045479559541218,0.4981856343351935,0.8846340489435419,7965,4551,1.0598948151663044e-12,4879,4878.999908391006,7078,4551.416228799468,0.45003482699394226,0.3073927462100983,Q1_Golden_Quadrant
SRP19,156,708,110,72,38,0.2573016630664476,0.5630303621292114,1.942890293094024e-15,1.243449787580098e-13,10.999381065368652,7.683008670806885,140,36.05227279663086,0.3050953447818756,0.4007666409015655,0.4062826633453369,0.8846854567527771,0.2549329996109009,0.4062533611539876,0.3422782249869254,0.8846340489435419,4551,11900,1.0598948151663044e-12,4775,4774.999911516746,7079,4551.5470901230465,-0.4839188158512116,0.15134966373443604,Q4_Unilateral_Cetacean
PLEKHH2,1512,679,109,71,38,0.1935576248959968,0.6869599223136902,1.942890293094024e-15,2.0575208203844545e-12,21.27568244934082,16.00565528869629,381,41.007606506347656,0.5188228487968445,0.8511683940887451,0.9072635173797609,0.7167606949806213,0.6949440836906433,-0.8695367953241717,0.8077232042966644,0.9163871116966004,13250,4552,2.194324066420655e-12,4880,4879.999905880397,7080,4552.592018623212,0.13440769910812378,0.21231943368911754,Q1_Golden_Quadrant
SHB,575,658,102,66,36,0.257122572586281,0.6869532465934753,1.942890293094024e-15,4.352074256529667e-13,21.720823287963867,12.037983894348145,68,31.61907196044922,0.6869532465934753,0.8539949059486389,0.7912558913230896,0.8283933997154236,0.7538791298866272,0.4026689965879321,0.3435958722987577,0.8846340489435419,4584,4553,1.0598948151663044e-12,4808,4807.999907669898,7081,4553.303857665447,0.025601506233215332,0.0373767614364624,Q1_Golden_Quadrant
ATXN3,315,705,109,71,38,0.2572796565914101,0.6578940153121948,1.942890293094024e-15,3.5943470422232986e-13,19.98328018188477,13.67497730255127,216,44.632450103759766,0.4477298557758331,0.8151546716690063,0.5650380253791809,0.9001426100730896,0.7723049521446228,0.4058129177017464,0.3424400332495574,0.8846340489435419,4555,7000,1.0598948151663044e-12,4779,4778.999906814321,7082,4555.384270036581,-0.08498793840408325,-0.2072669267654419,Q3_Parallel_Regressive
HTR6,460,680,104,67,37,0.2412609302794918,0.686930775642395,1.942890293094024e-15,6.780687122895844e-13,8.55844497680664,7.779784679412842,442,21.78246307373047,0.3929052948951721,0.7850226759910583,0.8305762410163879,0.5331581234931946,0.5831591486930847,0.0852098631319053,0.4660472747283071,0.8846340489435419,7298,4555,1.083067775660996e-12,4883,4882.999911389801,7083,4555.394180246092,0.25186455249786377,0.24741709232330322,Q1_Golden_Quadrant
H1-10,239,622,104,68,36,0.2550406667643574,0.6869109272956848,1.942890293094024e-15,2.7394753132621986e-13,7.251402378082275,6.870121002197266,148,11.76288604736328,0.6164645552635193,0.8494985699653625,0.5396587252616882,0.8899509310722351,0.3098741173744201,0.3610011790075266,0.3590492828503416,0.8846340489435419,4889,4556,1.0598948151663044e-12,4884,4883.999912706285,7084,4556.314100432324,-0.04045236110687256,0.22978460788726812,Q4_Unilateral_Cetacean
ACAD8,301,706,112,72,40,0.2572748090147176,0.5896633863449097,1.942890293094024e-15,3.7303493627398313e-13,10.738842964172363,10.44503116607666,268,26.763174057006836,0.4012544453144073,0.7354394793510437,0.860728919506073,0.6546534895896912,0.4844030439853668,0.4057158970107991,0.3424756801911667,0.8846340489435419,4556,10832,1.0598948151663044e-12,4780,4779.999908737416,7085,4556.511739275025,0.08078598976135254,0.3763258755207062,Q1_Golden_Quadrant
COPS7A,279,712,111,74,37,0.2572706196871114,0.5608394145965576,1.942890293094024e-15,1.7097434579225954e-13,14.454203605651855,7.194299221038818,236,41.38043975830078,0.3493003845214844,0.6868851780891418,0.9443721771240234,0.3260036706924438,0.999993860721588,0.4056320506923721,0.3425064877895611,0.8846340489435419,4557,11982,1.0598948151663044e-12,4781,4780.999912203606,7086,4557.550016627868,0.36088150739669805,-0.055621683597564586,Q2_Unilateral_Bat
TBX3,772,690,109,71,38,0.2011476891745171,0.6868441104888916,1.942890293094024e-15,5.925815393935017e-13,6.903367042541504,5.458583831787109,332,10.05084991455078,0.6868441104888916,0.7442889213562012,0.6988001465797424,0.7071066498756409,0.5546999573707581,-0.7176272274414526,0.7635064175701841,0.8981804880372936,12779,4557,1.0629664520256836e-12,4885,4884.99991548327,7087,4557.57652144995,0.0371822714805603,0.14410018920898438,Q1_Golden_Quadrant
INSL6,276,680,95,69,26,0.2387247070334895,0.686773419380188,1.942890293094024e-15,4.021782906703822e-13,23.676841735839844,18.82673454284668,147,37.71392059326172,0.6278011202812195,0.8058435916900635,0.7616578340530396,0.4524659216403961,0.40810427069664,0.0344492156305871,0.4862594691709924,0.8846340489435419,7717,4560,1.0598948151663044e-12,4888,4887.9999050436945,7088,4560.408280678417,0.35337767004966736,0.35355356335639954,Q1_Golden_Quadrant
